"","X3xfYM2CHIPOOA051365.extra.kraken2.report","jYxWM2CHIPOOB051110.extra.kraken2.report","j1iWM2CHIPOOBXX1561.extra.kraken2.report","X1ayWM2CHIPOOB100705.extra.kraken2.report","oAVVM2CHIPOOB051360.extra.kraken2.report","hoQoM2CHIPOOA051115.extra.kraken2.report","eBCjM2CHIPOOBXX1180.extra.kraken2.report","nodos","degrees","closeness","betweenness"
"2730847",98,24,28,137,106,165,82,"v_1465",38,2.9956263854772e-05,7774.84119262384
"555778",55,36,79,124,111,151,81,"v_2200",12,2.81761573356626e-05,7768.7088747305
"146923",783,304,293,1215,720,1982,1378,"v_3223",62,2.16146114773587e-05,7765.00537751514
"265293",140,85,111,362,266,478,268,"v_1037",63,2.70701930104762e-05,7763.31589104946
"2739433",261,171,149,955,554,686,286,"v_448",51,2.37812128418549e-05,7759.38148099183
"47715",14,5,9,34,21,34,20,"v_4103",16,2.90478126997037e-05,7756.73041509571
"903510",0,1,0,1,3,3,1,"v_2570",27,2.23553608155236e-05,7755.00951587234
"1937004",1,1,0,5,2,7,3,"v_5395",39,2.5120578778135e-05,7753.42866526891
"35787",20,11,16,47,47,80,36,"v_4093",28,3.08375477981991e-05,7736.07157011651
"2005703",0,3,0,15,2,19,8,"v_4245",48,2.86385245432155e-05,7720.35207343996
"400673",1,0,2,2,0,1,6,"v_2639",12,2.28890567419717e-05,7713.41145211598
"2224",9,6,10,30,29,57,24,"v_5307",24,3.09664633202242e-05,7707.15415851647
"540747",382,211,171,1053,585,1232,528,"v_524",77,2.45242299391799e-05,7704.53925711558
"114292",2,1,1,12,2,15,2,"v_763",14,2.53030034665115e-05,7692.89959928012
"2201350",625,393,930,1765,1161,1872,907,"v_726",63,2.12494687632809e-05,7690.5617136202
"2618290",7,6,4,44,15,25,27,"v_2904",19,2.97663342759339e-05,7690.15637563329
"726",4,2,2,8,3,11,3,"v_2734",9,2.67479805274702e-05,7689.3826919411
"1879050",5,5,4,12,10,13,6,"v_1710",17,2.72479564032698e-05,7686.89338884122
"68209",534,288,261,1039,720,1737,1015,"v_3238",153,2.31873304426461e-05,7684.52402021465
"114885",1,0,0,2,0,1,3,"v_4702",30,2.16080727759891e-05,7672.84659878715
"2099786",9,9,7,54,17,36,34,"v_3864",15,2.93315343325609e-05,7671.93396221142
"2676247",13,5,0,30,14,16,4,"v_4864",20,2.90031613445866e-05,7670.19385768868
"83552",5,6,2,9,12,19,30,"v_4845",38,3.07257420266699e-05,7667.93371710336
"43770",47,23,30,151,77,178,84,"v_3461",17,2.89410470870836e-05,7667.72521713492
"1235689",1,0,0,0,5,1,0,"v_6294",11,2.11590952370877e-05,7663.05853853706
"417368",0,1,1,4,6,8,5,"v_4254",14,2.67215348849638e-05,7657.92283467815
"157268",2,1,1,3,3,4,0,"v_2927",12,2.32828870779977e-05,7654.79230002427
"2744523",216,134,84,747,397,692,292,"v_147",77,2.6115797445875e-05,7649.61736774255
"252967",4,3,4,10,14,11,11,"v_5062",9,2.81698076002141e-05,7647.82216520371
"68246",453,297,307,929,670,1817,1037,"v_3253",179,2.3227185097438e-05,7643.15995590221
"455432",704,418,484,1664,1106,2692,1391,"v_3421",116,2.15987386336638e-05,7641.84636076777
"67581",3621,654,328,2294,1516,5077,3153,"v_3187",12,1.83880992221834e-05,7639.59960310104
"293091",9,1,3,12,8,27,12,"v_5236",34,3.00616263339847e-05,7630.76535984619
"1647304",0,1,0,4,0,1,0,"v_5492",31,1.99115925291705e-05,7622.63067209889
"1208324",392,239,194,1112,583,1248,502,"v_530",77,2.41761961173029e-05,7621.77788473237
"1842533",370,142,139,2197,903,613,356,"v_857",63,2.26295541977823e-05,7618.32750732463
"1573718",83,22,17,269,96,168,65,"v_1444",21,2.84697508896797e-05,7611.00657671863
"1796620",51,25,36,100,77,181,91,"v_4303",48,2.98552022689954e-05,7609.32752620776
"2626815",1061,546,580,3143,1564,3534,2877,"v_3159",40,1.96124578332157e-05,7607.22000912779
"572477",341,248,150,738,561,983,435,"v_2180",159,2.50075022506752e-05,7607.01922171945
"172713",71,14,10,36,60,77,76,"v_3974",33,3.06917930145479e-05,7606.68124025393
"336809",5,0,2,7,10,5,8,"v_4945",22,2.66965668215068e-05,7605.684548337
"317025",6,7,2,19,9,15,5,"v_2674",27,2.84212022168538e-05,7598.12173069159
"2624677",93,50,61,230,154,432,209,"v_5244",68,2.86163971955931e-05,7596.33716007459
"2603276",403,283,267,1275,661,1490,832,"v_217",137,2.33530277200439e-05,7587.54268738943
"1166950",498,346,224,1026,942,1682,718,"v_2178",123,2.33770484138673e-05,7580.47399240363
"1620421",242,164,137,864,354,714,312,"v_175",33,2.43249817562637e-05,7580.22790368056
"407976",1,0,1,5,3,3,3,"v_2432",11,2.20283725438365e-05,7570.92240238158
"129394",23,13,13,109,44,61,32,"v_1364",8,2.65936228492408e-05,7554.71628624053
"1245526",483,118,98,603,545,725,337,"v_1603",34,2.49563264287497e-05,7543.18905633331
"264",0,1,1,3,1,1,1,"v_2692",10,1.85466819985905e-05,7536.83572564878
"33038",14,7,3,26,13,20,13,"v_4411",15,2.90014790754328e-05,7532.79355560021
"59734",10,6,7,135,24,41,22,"v_4881",13,2.83446712018141e-05,7532.44673452915
"1524217",2345,1121,1026,3437,3163,5283,4080,"v_2788",13,1.79985601151908e-05,7531.87349080807
"75293",49,39,35,135,53,151,97,"v_3290",26,2.9820480706149e-05,7526.99551285369
"104102",10,8,10,33,20,46,19,"v_671",25,3.02361442868805e-05,7520.97089516104
"2306284",2,0,0,1,3,5,2,"v_5602",44,2.34510576426997e-05,7516.47053892432
"1384040",2,2,0,1,1,5,1,"v_2585",27,2.40373058987549e-05,7508.70242884991
"1457250",60,39,46,193,121,294,144,"v_5254",59,2.90528762347472e-05,7506.7963253972
"2629395",343,263,441,1084,481,1393,739,"v_3751",65,2.31187145994683e-05,7505.87039210686
"413404",0,0,0,4,1,1,2,"v_2713",39,2.08398457851412e-05,7505.80733899442
"2575361",3,2,0,2,4,2,2,"v_2425",28,2.47788487746859e-05,7502.78645788824
"2785785",103,50,29,222,133,234,105,"v_2534",62,2.98891113967182e-05,7501.17378163694
"2639520",151,61,86,335,253,624,316,"v_5258",48,2.70628670401342e-05,7497.09038316258
"2558360",94,46,38,153,105,236,131,"v_688",37,3.00120048019208e-05,7495.39148102094
"2734245",0,0,0,0,1,4,1,"v_6291",32,2.06885137371731e-05,7493.29228248496
"2163011",51,32,40,142,111,172,68,"v_1124",17,2.92406210707915e-05,7489.27628199401
"1855726",130,75,260,286,224,356,188,"v_964",45,2.65484376244458e-05,7487.32885491715
"1261127",22,8,8,31,16,48,17,"v_1840",24,3.09856536423636e-05,7476.34484378217
"2036206",6,4,1,17,1,10,6,"v_4283",29,2.77770061942724e-05,7468.97880249639
"137545",8,3,4,20,6,34,19,"v_1972",29,2.98498552282021e-05,7460.82645116731
"2560591",0,0,1,0,1,2,1,"v_6281",40,1.99636661276477e-05,7457.79159071614
"2213226",3,5,5,10,11,12,7,"v_1666",22,2.79876854184159e-05,7455.7287451376
"887061",28,21,16,106,152,62,24,"v_1179",9,2.83494925440835e-05,7454.62368238877
"913107",258,83,57,243,368,352,189,"v_4659",39,2.72301492212177e-05,7452.48347271388
"29388",5,1,3,5,12,11,9,"v_4038",19,2.70723915750717e-05,7449.43527345727
"1161942",22,12,13,29,49,66,36,"v_4304",24,3.11672120928783e-05,7442.61710931461
"2591463",328,193,279,3775,877,809,336,"v_699",62,2.1912525199404e-05,7438.15574668137
"434014",231,132,126,768,516,682,357,"v_847",53,2.54472351579001e-05,7436.00223540161
"594679",2,0,1,1,0,3,6,"v_2703",10,2.3703984639818e-05,7429.10661629845
"1306993",54,9,8,50,62,45,18,"v_1652",66,3.15367876628087e-05,7423.84099759141
"2715678",330,262,234,708,1377,1026,440,"v_1175",104,2.35732302397398e-05,7420.77357590703
"238834",6,4,3,20,8,15,6,"v_4329",20,2.81460215598525e-05,7419.56362134281
"317013",1,1,0,3,6,1,1,"v_1388",20,2.34219463637428e-05,7411.29113221655
"2804761",111,34,35,162,150,178,77,"v_1462",77,2.95194237808478e-05,7409.95253468189
"367743",7,11,8,14,16,22,77,"v_3930",18,3.01331886940276e-05,7395.70881544536
"1920191",14,11,6,81,41,70,18,"v_920",17,3.09655044280671e-05,7387.36517070058
"2587845",102,16,16,58,95,97,28,"v_1488",67,3.07967109112747e-05,7376.1474425272
"2602070",420,318,278,1002,651,1573,821,"v_5009",167,2.353771919501e-05,7374.52304264045
"43767",401,267,238,1324,649,1516,879,"v_3406",136,2.3299704093758e-05,7371.22133322486
"640512",211,159,422,547,410,714,373,"v_963",87,2.47237125126709e-05,7371.21980077996
"2714934",62,30,42,232,99,201,112,"v_3021",8,2.6542800265428e-05,7363.26102514176
"2052956",65,16,24,95,96,111,52,"v_1475",13,2.9216700265872e-05,7362.28759660742
"2733867",220,134,148,711,454,596,240,"v_398",48,2.41219606329602e-05,7361.54960744012
"1294273",165,133,80,593,374,610,298,"v_583",39,2.64298551643937e-05,7361.22825277581
"2733154",4,3,2,12,3,6,3,"v_5584",10,2.58511490835768e-05,7355.36405290088
"1325083",7,7,1,5,10,17,4,"v_20",38,2.96568700139387e-05,7355.18120326969
"172042",31,14,13,71,52,74,50,"v_3091",35,3.12168321158769e-05,7347.57286132424
"2560504",0,0,0,4,2,2,0,"v_5592",44,2.07382828701783e-05,7347.11037225841
"1562974",171,83,72,576,401,377,208,"v_895",45,2.5294043252814e-05,7345.85242171415
"2479392",31,7,9,45,41,72,13,"v_1497",23,3.08641975308642e-05,7333.58703153168
"75985",0,1,1,17,7,7,5,"v_2738",14,2.64795445518337e-05,7328.11817733441
"2622970",939,727,420,2953,1282,3611,1524,"v_4764",19,2.01649492851525e-05,7326.3446636413
"1434072",148,28,36,188,145,224,81,"v_1631",40,2.87026406429392e-05,7321.13302779516
"2547970",7,1,0,12,12,10,8,"v_2461",31,2.82661541070722e-05,7315.86241064169
"1349409",21,7,15,39,42,77,32,"v_5948",24,3.08765862846204e-05,7312.18130027196
"488447",318,198,192,697,544,1032,474,"v_946",145,2.49264669225784e-05,7311.52322396808
"889378",44,19,32,77,65,157,69,"v_5055",31,3.0188679245283e-05,7309.446241164
"607712",39,24,35,122,117,182,72,"v_1247",17,2.97044408139017e-05,7306.81960687784
"718251",1,0,0,1,1,2,3,"v_2111",36,2.21631205673759e-05,7304.61852840494
"570277",15,5,4,59,22,43,20,"v_2294",13,3.00444658093979e-05,7303.46491126894
"1982560",0,0,0,0,3,2,5,"v_6252",17,2.26752227840639e-05,7302.44388951609
"1982098",1,0,0,3,3,1,1,"v_5623",28,2.19702961595922e-05,7302.26354753634
"2571749",534,297,328,1785,1639,1351,530,"v_417",50,2.15081515894524e-05,7296.90590343261
"2528010",572,434,198,1886,972,2549,941,"v_4777",30,2.19384844894915e-05,7295.41113106938
"1639133",1,0,3,17,3,12,2,"v_1813",12,2.52978825672291e-05,7293.32959358707
"309798",17,11,6,26,13,62,16,"v_5191",33,3.13263579976192e-05,7285.66333287022
"1434191",203,119,103,500,295,615,243,"v_736",92,2.7109086965951e-05,7278.76355915187
"139021",180,139,100,930,285,696,410,"v_3519",27,2.48830496665671e-05,7272.91099808816
"28087",47,22,6,58,54,34,22,"v_2640",28,3.06259953448487e-05,7271.89500224204
"92945",86,56,39,0,179,381,151,"v_6097",114,2.9542970250229e-05,7270.88915680685
"92400",0,0,0,1,1,3,2,"v_4695",67,2.08798780615121e-05,7266.25112010211
"1273751",0,0,0,1,1,3,2,"v_5957",67,2.08798780615121e-05,7266.25112010211
"2520507",4,3,4,13,12,17,12,"v_2454",15,2.873810960715e-05,7264.74839549738
"1076550",26,17,13,73,54,63,46,"v_2024",20,3.14060488049998e-05,7260.84127505251
"2724470",158,32,40,257,214,256,123,"v_1447",44,2.71702214373047e-05,7259.84194192635
"2649508",168,91,98,519,246,612,313,"v_3169",103,2.67236771779797e-05,7253.65918474323
"419257",1,2,1,6,4,8,4,"v_1991",36,2.62694722463026e-05,7248.87740751068
"104955",3,2,1,8,1,6,4,"v_4096",21,2.57400257400257e-05,7245.51301073817
"2716812",524,387,395,1200,811,1867,933,"v_3713",99,2.2317443313694e-05,7242.20403996611
"169679",10,4,2,41,11,17,14,"v_4320",13,2.79228213218664e-05,7241.75492143943
"2497863",259,141,109,967,629,682,356,"v_806",60,2.4414658561e-05,7241.70442135127
"1209327",6,1,3,33,6,7,6,"v_4923",8,2.59511081123164e-05,7239.37266307185
"582702",272,176,302,1001,522,797,384,"v_1406",50,2.35094978371262e-05,7239.02963479346
"2304606",3,1,5,7,5,6,10,"v_4137",22,2.66759143169632e-05,7237.83559171065
"1244531",5,4,0,12,2,6,5,"v_2872",31,2.70570091182121e-05,7237.38949170703
"1805457",3,0,0,0,0,5,4,"v_6496",22,2.36138660621517e-05,7235.49469986699
"257708",462,301,273,1208,693,1604,963,"v_648",178,2.32520287395075e-05,7232.08121040344
"228602",466,290,295,1098,724,1577,939,"v_3424",178,2.32520287395075e-05,7232.08121040344
"269261",63,39,31,91,88,148,53,"v_2930",23,3.01877679164403e-05,7229.80260689794
"658643",9,3,1,10,7,12,8,"v_1538",44,2.93496125851139e-05,7221.71986018671
"1555112",517,312,258,863,686,1776,824,"v_4524",113,2.33475753542995e-05,7215.67812762456
"6033",13,4,3,24,13,16,8,"v_5200",21,2.91834471487772e-05,7212.66170340017
"1532023",438,265,296,1557,882,1107,427,"v_466",60,2.24426590062391e-05,7210.77212226291
"637971",12,4,1,24,18,26,21,"v_4102",51,3.07919694543663e-05,7206.26606425145
"69666",1045,560,1098,3802,1822,2416,1046,"v_716",14,1.93117299447685e-05,7205.92292913438
"178898",30,10,12,42,37,56,35,"v_4291",22,3.01741045834465e-05,7201.3076926293
"2820817",6,2,0,11,9,3,8,"v_2748",22,2.75542819354128e-05,7200.08273549861
"1699623",5,1,0,25,4,7,7,"v_1725",22,2.69440103465e-05,7198.45361362338
"67760",1,1,0,4,2,3,1,"v_5376",31,2.21557549573502e-05,7196.96351239668
"1421",8,3,6,34,21,50,94,"v_3858",25,3.03480926223787e-05,7188.50747527583
"2249310",1820,1141,1079,5422,2779,6570,4581,"v_3360",19,1.80173687434687e-05,7186.40081113441
"45610",4,3,2,21,8,17,6,"v_1737",25,2.86911114936593e-05,7176.39773405417
"359110",124,36,27,154,135,166,91,"v_1637",66,2.95709258656889e-05,7174.32046685329
"1411902",188,114,89,583,289,615,272,"v_531",61,2.68781077812122e-05,7170.60182981105
"2798724",314,174,187,1101,586,912,346,"v_464",38,2.34741784037559e-05,7169.66582289744
"33887",115,55,77,334,174,383,216,"v_3008",41,2.71643169532502e-05,7169.0259678091
"342949",2,1,0,0,6,5,0,"v_6211",16,2.46426811237063e-05,7167.49734490981
"2708539",468,279,558,1618,871,1312,642,"v_722",60,2.20055894197126e-05,7165.64246471129
"2756",7,3,1,9,13,10,33,"v_4071",30,3.00634338454138e-05,7152.41464972189
"2562722",0,0,1,0,0,2,3,"v_6865",33,2.10881484605652e-05,7150.89708668689
"2795974",318,226,108,884,471,1216,428,"v_4776",91,2.50062515628907e-05,7150.25178271817
"1125847",35,26,16,404,102,123,55,"v_100",33,2.79665520038035e-05,7148.60438550591
"110321",374,285,132,1689,672,1265,535,"v_104",61,2.33214393992397e-05,7144.35524126244
"33959",0,1,2,10,5,8,9,"v_4077",12,2.51565998339664e-05,7137.53065223199
"1348114",8,0,1,17,14,8,6,"v_2482",30,2.81183218985491e-05,7124.79400961978
"155077",112,36,14,324,107,104,37,"v_2299",20,2.82055621368534e-05,7118.97417705175
"1537215",152,75,77,477,263,561,227,"v_588",23,2.59652584841482e-05,7115.83117281672
"1686310",39,29,27,157,49,136,67,"v_309",19,2.96392898426154e-05,7110.41701027918
"213419",2,3,3,1,7,10,12,"v_3837",17,2.73665197996771e-05,7098.62381573642
"1612173",350,242,247,830,815,1082,456,"v_639",104,2.39354699729529e-05,7088.66444498108
"2290922",968,584,522,4113,2499,2162,897,"v_1322",36,1.96197688791226e-05,7086.80951453031
"1983734",3,1,1,4,6,4,1,"v_5596",10,2.36748029072658e-05,7068.94117246788
"2619021",374,221,222,1344,566,1210,760,"v_3113",55,2.28487867294247e-05,7060.35192443051
"96942",6,3,5,22,26,15,9,"v_1276",6,2.61035265864418e-05,7051.5858557106
"2703885",1,2,2,4,6,12,2,"v_2001",24,2.65526672154218e-05,7049.49381427868
"1004787",2,0,2,7,0,3,1,"v_2384",12,2.2146432209771e-05,7041.8873144101
"262177",0,0,1,0,0,3,1,"v_6937",41,2.01053520447143e-05,7039.55199033782
"1609967",114,84,86,375,272,548,206,"v_2210",56,2.82645562464669e-05,7035.05147260566
"2598579",2167,1875,855,6482,3240,9445,3841,"v_4767",11,1.73457528924043e-05,7031.80323667403
"2584094",166,97,121,568,352,534,184,"v_430",24,2.43498587708191e-05,7031.71516257423
"1408204",1,3,2,11,0,16,6,"v_5186",30,2.75353140402566e-05,7031.18346804697
"1325564",440,350,258,826,923,1739,909,"v_5027",119,2.33639400948576e-05,7029.37447634646
"331696",1385,1168,4128,5098,2085,4152,4378,"v_240",5,1.56565577492133e-05,7028.10162828925
"98795",0,0,0,0,1,1,2,"v_6136",52,1.95411732520421e-05,7012.33192466702
"2005509",0,0,0,0,1,1,2,"v_6382",52,1.95411732520421e-05,7012.33192466702
"342409",0,0,0,0,1,1,2,"v_6422",52,1.95411732520421e-05,7012.33192466702
"2645534",278,177,199,1107,460,1068,634,"v_3158",52,2.3995200959808e-05,7011.7256257117
"2649358",815,527,553,1920,1283,3551,1566,"v_3794",93,2.09991390352996e-05,7008.28815421874
"2560514",0,0,0,1,1,5,1,"v_5721",45,2.09257554197707e-05,6997.52997436444
"1517551",388,215,314,1097,728,1054,361,"v_350",81,2.35554613337102e-05,6997.20833118114
"1982102",5,0,0,0,4,7,1,"v_6246",16,2.5438172521686e-05,6997.0286708734
"434008",591,350,337,2739,1369,1554,844,"v_839",74,2.11873384465443e-05,6986.57017933213
"664683",33,16,19,70,38,96,41,"v_2236",33,3.07285745014289e-05,6985.63502509971
"2681387",2,2,2,9,5,18,8,"v_1797",31,2.86418055794237e-05,6985.42371492404
"1636606",4,5,2,21,12,16,6,"v_2336",29,2.89326736683737e-05,6982.69111180435
"51664",3,1,2,8,6,4,6,"v_4181",13,2.52321356479612e-05,6974.79397832098
"1916",93,13,33,104,69,101,67,"v_3295",6,2.76939267218699e-05,6974.58791732538
"698414",0,1,0,1,0,2,1,"v_1402",45,2.04478069727022e-05,6972.52719318089
"1151116",0,0,2,1,8,2,2,"v_2000",9,2.3488514116597e-05,6970.33865365482
"351671",12,7,5,24,10,36,14,"v_2139",29,3.08794466403162e-05,6969.81143294066
"2641148",174,101,85,562,272,505,292,"v_3049",34,2.66339956320247e-05,6964.42837731551
"42256",529,246,241,1410,767,2646,715,"v_3765",27,2.26736803918012e-05,6961.83412346047
"2126346",481,319,377,1230,764,1977,1554,"v_3310",119,2.21312382427797e-05,6952.87467520945
"2681308",3,3,3,115,18,20,13,"v_1748",10,2.82757450658825e-05,6952.44473263492
"194963",396,309,164,1647,684,1228,599,"v_105",55,2.2976885253435e-05,6952.00403508025
"32025",0,1,1,5,3,5,4,"v_2923",26,2.49687890137328e-05,6949.22461946375
"1530123",8,2,3,20,12,21,10,"v_1691",37,2.97229818095351e-05,6947.3015988064
"1917485",228,124,118,642,340,724,292,"v_507",89,2.66808964781217e-05,6947.13578306945
"2293862",53,29,33,181,85,134,65,"v_556",8,2.58538224876548e-05,6936.02370031338
"76114",489,332,241,947,921,1362,659,"v_1208",119,2.34780362970441e-05,6925.29321950749
"527198",7,4,5,57,12,21,16,"v_4910",9,2.75915349170874e-05,6921.16449363196
"2060722",11,2,3,29,9,17,9,"v_4990",24,2.88010137956856e-05,6921.13929950374
"1473598",904,761,526,2516,1365,3311,1849,"v_5023",71,2.04926431411123e-05,6920.04285746498
"1715720",333,192,167,1217,829,770,442,"v_915",77,2.30473161400355e-05,6919.31438473724
"135742",1,0,3,4,2,8,1,"v_498",20,2.40153698366955e-05,6916.09807660859
"2093823",37,6,23,72,58,37,29,"v_5100",7,2.68752183611492e-05,6913.89969683506
"1228987",3,1,1,6,1,12,3,"v_4649",20,2.58257792928902e-05,6913.67548353383
"362257",540,294,323,1153,737,1803,1332,"v_3229",122,2.2348366334421e-05,6909.15203046615
"1772",1124,688,238,1489,1725,1816,2714,"v_3320",11,1.99282582702272e-05,6906.94761748355
"1639",20,5,8,64,23,62,76,"v_4063",15,2.94290759270159e-05,6891.24997143693
"152297",0,0,0,4,1,1,0,"v_2500",41,1.96757437431135e-05,6890.06569667761
"1166130",3,1,1,15,8,11,3,"v_1773",19,2.6962899050906e-05,6886.27883426269
"348043",1605,398,454,1396,1007,2260,2841,"v_3215",45,2.00565594977838e-05,6885.17831843235
"359385",35,24,32,270,77,132,55,"v_1349",14,2.67759123892147e-05,6882.93140513052
"2733202",0,1,1,0,1,0,1,"v_6283",13,2.05956254891461e-05,6876.21691183684
"29382",0,0,3,5,4,8,14,"v_4039",29,2.65329406458118e-05,6867.61324154241
"455076",34,35,10,819,46,106,45,"v_4858",6,2.49781441238916e-05,6865.35468446475
"1052",48,40,32,128,113,156,78,"v_2172",61,3.07436898576567e-05,6862.30411710433
"2730848",73,24,28,108,83,152,39,"v_1473",45,3.03840544482256e-05,6857.31733054622
"2781021",134,58,48,483,282,340,129,"v_1325",45,2.64110081081795e-05,6853.03465398678
"565",43,11,18,145,81,80,46,"v_1903",8,2.78854465854271e-05,6849.72317068789
"1076596",48,27,32,127,63,150,65,"v_664",21,2.93737516155563e-05,6845.04047830878
"2632611",495,206,138,2010,533,901,432,"v_92",21,2.25418150669492e-05,6844.83063202728
"2683272",5,7,2,27,19,21,19,"v_2284",27,2.9888218064439e-05,6842.7603827701
"82348",2,6,4,9,2,18,5,"v_4202",21,2.74438772709808e-05,6840.76423352308
"1184",17,11,10,57,26,56,63,"v_4582",23,3.07824909191652e-05,6836.56263443095
"410072",16,2,2,12,10,17,14,"v_4409",58,3.0274590536163e-05,6826.15034482182
"167964",286,86,63,244,411,411,224,"v_4657",33,2.64795445518337e-05,6821.55443576138
"2079793",447,303,260,1507,650,1756,815,"v_3545",71,2.3000138000828e-05,6820.21838562913
"29553",0,0,0,2,0,2,1,"v_4710",44,1.91578221387793e-05,6817.35212347162
"2560498",0,0,0,2,0,2,1,"v_5655",44,1.91578221387793e-05,6817.35212347162
"2082949",872,579,363,3133,1509,2412,3135,"v_212",4,1.77910617705665e-05,6816.66435305401
"2597770",55,17,7,46,82,43,15,"v_1496",66,3.13528766264305e-05,6814.08253241717
"128574",46,8,13,32,39,42,56,"v_3979",22,3.00039005070659e-05,6811.9753633621
"656366",112,74,51,449,184,479,248,"v_3068",19,2.66994179526886e-05,6810.73939314777
"43348",295,177,185,794,527,965,867,"v_3366",135,2.43546030199708e-05,6808.67875774579
"2734096",2,0,0,1,1,2,0,"v_5819",37,2.104598547827e-05,6808.05723910262
"365349",6,5,3,35,6,37,15,"v_4494",22,2.99257840555423e-05,6805.60667270888
"243899",0,0,3,4,5,6,2,"v_4541",16,2.45182170352572e-05,6798.31070663869
"37927",419,295,283,1276,683,1639,930,"v_3076",170,2.32959045799748e-05,6793.43028019778
"312175",1,0,0,1,0,2,1,"v_5079",64,2.04052482298447e-05,6792.34809440729
"10401",1,0,0,1,0,2,1,"v_5946",64,2.04052482298447e-05,6792.34809440729
"1636607",3,7,0,16,7,16,1,"v_2339",41,2.87902343525076e-05,6789.30262066255
"795665",868,602,260,4646,2644,1419,795,"v_869",41,2.00585710274e-05,6783.2143222639
"437897",3,1,1,10,0,10,5,"v_4490",19,2.68499624100526e-05,6778.01174124544
"10278",2,2,3,2,2,8,7,"v_5984",25,2.55780642520974e-05,6777.38765524672
