"","iYASM2TOMPOOA050195.extra.kraken2.report","AYtCM2TOMPOOA100360.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","TECcM2TOMPOOA051310.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report","X0n7bM2TOMPOOA100365.extra.kraken2.report","XR8LM2TOMPOOB051125.extra.kraken2.report","nG3jM2TOMPOOA051345.extra.kraken2.report","FvY2M2TOMPOOB051329.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report","nodos","degrees","closeness","betweenness"
"196914",0.00156172708325003,0.0032333990945479,0.00194813751336007,0.00242040992399071,0.00140860791142066,0.000711722264501441,0.00133072340809603,0.0023314620947757,0.00104433722511296,0.00126812553970417,0.00129953657204278,"v_3587",30,1.56252441444398e-05,23022.5466469199
"477967",0,4.56147153071581e-07,4.3062279251991e-07,4.42892941260881e-07,0,0,8.46157317568482e-07,0,0,6.7489384763394e-07,4.4052087187891e-06,"v_6048",7,2.02429149797571e-05,23017.5254173987
"664426",4.62767231227712e-05,3.87725080110844e-05,2.4114876381115e-05,3.14453988295225e-05,3.43780694704884e-05,2.38566122179254e-05,4.25899183176136e-05,2.23368566563833e-05,3.99211477489662e-05,4.31932062485722e-05,4.4052087187891e-05,"v_606",64,2.77623542476402e-05,23000.2198637277
"135569",1.79715429602995e-06,4.56147153071581e-07,4.3062279251991e-07,4.42892941260881e-07,8.92936869363336e-07,2.38566122179254e-06,8.46157317568482e-07,2.52870075355282e-06,0,2.02468154290182e-06,0,"v_2965",11,2.26963231956423e-05,22997.52370957
"377629",3.72909516426215e-05,2.46319462658654e-05,2.28230080035552e-05,2.43591117693484e-05,2.32163586034467e-05,1.3518746923491e-05,3.01796109932759e-05,2.57084576611204e-05,2.79448034242764e-05,3.81315023913176e-05,3.08364610315237e-05,"v_2562",95,2.85575577576606e-05,22978.2389754088
"754066",8.98577148014976e-07,1.14036788267895e-06,4.3062279251991e-07,1.77157176504352e-06,4.46468434681668e-07,0,8.46157317568482e-07,0,0,6.7489384763394e-07,0,"v_5579",30,2.11104074308634e-05,22969.7995292594
"1286528",5.39146288808985e-06,9.12294306143162e-07,8.6124558503982e-07,3.10025058882617e-06,3.57174747745334e-06,1.59044081452836e-06,2.25641951351595e-06,2.95015087914496e-06,7.98422954979325e-07,3.3744692381697e-06,2.20260435939455e-06,"v_759",52,2.71407246573483e-05,22968.1109276224
"521045",7.63790575812729e-06,3.19303007150107e-06,2.58373675511946e-06,4.87182235386969e-06,3.57174747745334e-06,7.95220407264179e-07,1.41026219594747e-06,2.95015087914496e-06,7.98422954979325e-07,3.71191616198667e-06,2.20260435939455e-06,"v_5188",49,2.74416179577948e-05,22965.2161434173
"592316",2.96530458844942e-05,2.16669897709001e-05,1.55024205307168e-05,2.56877905931311e-05,3.57174747745334e-05,1.59044081452836e-05,2.96155061148969e-05,1.72794551492776e-05,3.27353411541523e-05,3.17200108387952e-05,1.98234392345509e-05,"v_2008",125,2.87695273166662e-05,22933.9836952576
"347534",0.00018780262393513,0.000156686547080088,0.000125741855415814,0.000158998565912656,0.000154031609965175,0.000102583432537079,0.000185590504986687,0.000166051349483302,0.0001660719746357,0.000202130707366365,0.000149777096438829,"v_2516",350,2.35012103123311e-05,22929.0832668925
"257438",1.30293686462171e-05,8.21064875528846e-06,1.03349470204778e-05,1.77157176504352e-05,1.16081793017234e-05,5.56654285084926e-06,1.55128841554222e-05,9.27190276302702e-06,1.11779213697105e-05,1.72097931146655e-05,0,"v_558",123,2.93962020107002e-05,22929.0035692257
"323261",1.7522254386292e-05,1.43686353217548e-05,1.55024205307168e-05,1.94872894154788e-05,2.05375479953567e-05,7.31602774683045e-05,2.03077756216436e-05,1.30649538933563e-05,1.19763443246899e-05,2.36212846671879e-05,6.60781307818364e-06,"v_2198",19,2.60939905539754e-05,22909.1896417083
"332249",0.000305516230325092,0.000287372706435096,0.000184306555198521,0.000326412097709269,0.000293329761585856,0.00024731354665916,0.000308283316034117,0.000336317200222526,0.000270665381737991,0.00034520820306476,0.000226868249017638,"v_4691",144,2.12648322204738e-05,22899.6674636518
"1193713",6.96397289711606e-05,3.62636986691907e-05,6.50240416705064e-05,0.000102751162372524,4.55397803375301e-05,9.70168896862299e-05,3.41283451419288e-05,3.16087594194103e-05,4.71069543437802e-05,2.53085192862728e-05,6.38755264224419e-05,"v_3890",5,2.11622296525162e-05,22884.9156332607
"767434",0.000153207403736553,9.5790902145032e-05,0.000107225075337458,0.000126224488259351,0.000118760603625324,8.50885835772672e-05,0.000135103118371768,0.000100726580016521,0.000198807315789852,0.000128904724898083,8.59015700163874e-05,"v_1741",238,2.44582497676466e-05,22874.4859345269
"1917485",0.000205774166895429,0.000174248212473344,0.000173540985385524,0.000161213030618961,0.000181266184480757,0.000132006587605854,0.00020082133670292,0.000180802103879027,0.000184435702600224,0.000187957936566052,0.000154182305157618,"v_600",316,2.30968218773097e-05,22864.3935451378
"292800",0.000155903135180598,0.000130230012201936,7.6220234276024e-05,0.000169185103561656,0.00015001339405304,5.00988856576433e-05,0.000123538968364998,0.000136971290817445,0.000111779213697105,0.000167373674213217,7.48885482194146e-05,"v_4332",247,2.44810027418723e-05,22841.8858682223
"1176255",1.03336372021722e-05,1.34563410156116e-05,6.88996468031856e-06,1.1072323531522e-05,1.83052058219484e-05,6.36176325811343e-06,1.46667268378537e-05,1.05362531398034e-05,1.11779213697105e-05,1.61974523432146e-05,6.60781307818364e-06,"v_4017",65,2.92466073935424e-05,22807.0157086271
"93218",0.000158149578050636,0.000113352567538288,0.000111961926055177,0.000134639454143308,0.00013126171979641,6.12319713593418e-05,0.000174308407419107,0.000121799086296128,0.00015409563031101,0.000165011545746498,0.000112332822329122,"v_1012",369,2.43421533068815e-05,22790.8631196928
"876",0.000116815029241947,8.96329155785656e-05,6.50240416705064e-05,0.000118252415316655,0.000112063577105099,4.29419019922657e-05,0.000115077395189314,8.13398742392825e-05,8.38344102728291e-05,0.000123505574117011,5.50651089848637e-05,"v_2853",309,2.54401139717106e-05,22752.1626934517
"282217",0.000254297332888238,0.000200932820928031,0.000184306555198521,0.000219674898865397,0.000200910795606751,8.19077019482105e-05,0.000298129428223295,0.000201453160033042,0.000219566312619314,0.000234863058976611,0.000246691688252189,"v_803",112,2.22875991798164e-05,22732.7330991742
"1724",3.81895287906365e-05,3.14741535619391e-05,1.98086484559159e-05,3.67601141246531e-05,2.99133851236718e-05,2.06757305888687e-05,2.98975585540864e-05,3.24516596705946e-05,1.91621509195038e-05,3.77940554675007e-05,2.86338566721291e-05,"v_3511",125,2.84187791292486e-05,22721.0974207533
"1551504",2.74066030144568e-05,1.30001938625401e-05,1.29186837755973e-05,2.08159682392614e-05,2.41092954728101e-05,7.15698366537761e-06,1.86154609865066e-05,2.48655574099361e-05,1.11779213697105e-05,1.48476646479467e-05,1.32156261563673e-05,"v_5166",97,2.91732306435615e-05,22702.3911674438
"290110",6.29004003610483e-06,2.96495649496528e-06,5.16747351023892e-06,3.54314353008705e-06,4.91115278149835e-06,2.38566122179254e-06,4.51283902703191e-06,3.3716010047371e-06,4.79053772987595e-06,5.39915078107152e-06,2.20260435939455e-06,"v_2149",60,2.7831120759233e-05,22689.1487576331
"1671680",0.000156352423754606,0.000213704941214036,0.000121866250283134,0.000168742210620396,0.000142869899098134,0.000115306959053306,0.000183616137912361,0.000194288507897975,0.000117368174381961,0.000195719215813843,0.000154182305157618,"v_3176",165,2.3028209556707e-05,22680.7817018977
"873",0.000255195910036253,0.000160791871457732,0.000129617460548493,0.000199744716508657,0.000221001875167426,9.22455672426448e-05,0.000238334311115123,0.00019133835701883,0.000167668820545658,0.000286829885244425,0.000123345844126095,"v_2865",359,2.30324527258908e-05,22672.1018123716
"2560778",4.49288574007488e-07,9.12294306143162e-07,4.3062279251991e-07,4.42892941260881e-07,4.46468434681668e-07,7.95220407264179e-07,1.12820975675798e-06,8.42900251184275e-07,0,1.68723461908485e-06,0,"v_5758",21,2.16712898751734e-05,22670.6343881275
"1151116",4.49288574007488e-07,2.2807357653579e-07,8.6124558503982e-07,4.42892941260881e-07,4.46468434681668e-07,7.95220407264179e-07,2.82052439189494e-07,4.21450125592137e-07,0,1.01234077145091e-06,0,"v_1998",7,1.86772753590706e-05,22614.3158047579
"1084719",8.98577148014976e-07,2.2807357653579e-07,0,0,4.46468434681668e-07,0,2.82052439189494e-07,8.42900251184275e-07,7.98422954979325e-07,0,0,"v_5995",7,1.80443530197225e-05,22612.1177602139
"55529",1.79715429602995e-06,1.59651503575053e-06,1.72249117007964e-06,3.10025058882617e-06,2.23234217340834e-06,4.77132244358508e-06,3.38462927027393e-06,1.68580050236855e-06,7.98422954979325e-07,1.34978769526788e-06,0,"v_5552",9,2.36972440105216e-05,22566.0041422788
"44251",9.61477548376024e-05,8.02818989405982e-05,4.52153932145905e-05,7.4406014131828e-05,7.45602285918386e-05,5.96415305448135e-05,0.000143000586669074,7.88111734857297e-05,7.02612200381806e-05,9.0098328659131e-05,0.000118940635407306,"v_3944",69,2.53781341995736e-05,22564.9213176307
"349751",0.000110524989205842,0.000121791289870112,7.36364975209046e-05,0.000118252415316655,9.73301187606036e-05,5.40749876939642e-05,9.78721963987545e-05,0.000144135942952511,6.1478567533408e-05,0.00011810642333594,8.81041743757819e-05,"v_3481",163,2.47659616622913e-05,22553.1688016509
"1301098",5.39146288808985e-05,4.44743474244791e-05,2.62679903437145e-05,4.0746150596001e-05,3.66104116438968e-05,3.18088162905672e-05,5.50002256419514e-05,4.50951634383587e-05,8.62296791377671e-05,9.0098328659131e-05,3.30390653909182e-05,"v_1474",213,2.73515494652772e-05,22543.0869274814
"187880",3.14502001805241e-06,3.19303007150107e-06,2.58373675511946e-06,3.10025058882617e-06,2.23234217340834e-06,7.95220407264179e-07,3.66668170946342e-06,4.21450125592137e-06,1.59684590995865e-06,2.69957539053576e-06,2.20260435939455e-06,"v_5388",33,2.70219147728808e-05,22533.7297379731
"935546",2.87544687364792e-05,2.25792840770433e-05,2.66986131362344e-05,2.74593623581746e-05,1.83052058219484e-05,2.62422734397179e-05,3.01796109932759e-05,2.95015087914496e-05,3.35337641091316e-05,2.05842623528352e-05,3.30390653909182e-05,"v_105",7,2.55963960274393e-05,22529.0839662808
"1840303",0,1.82458861228632e-06,1.29186837755973e-06,4.42892941260881e-07,0,0,1.12820975675798e-06,0,0,2.36212846671879e-06,2.20260435939455e-06,"v_857",8,2.15201859344065e-05,22509.2179829905
"239935",0.000144221632256404,8.55275912009214e-05,8.56939357114621e-05,0.000112937700021525,0.000136172872577909,4.29419019922657e-05,0.000128897964709599,0.000101148030142113,0.000121360289156857,0.000150163881098552,9.69145918133601e-05,"v_4888",327,2.50031253906738e-05,22483.8325094345
"1816183",0.000121757203556029,0.00010673843381875,6.45934188779865e-05,0.00010540852002009,9.59907134565586e-05,4.4532342806794e-05,0.000118462024459588,9.01903268767174e-05,6.30754134433667e-05,0.000137340897993507,6.16729220630473e-05,"v_5269",311,2.54595447833393e-05,22482.0211964555
"449520",4.49288574007488e-07,6.84220729607371e-07,4.3062279251991e-07,1.32867882378264e-06,1.78587373872667e-06,0,5.64104878378988e-07,8.42900251184275e-07,0,2.36212846671879e-06,0,"v_2933",26,2.2766078542971e-05,22470.1876675291
"942513",0,0,8.6124558503982e-07,0,0,0,0,0,0,0,2.20260435939455e-06,"v_6331",5,1.59299084030267e-05,22470.0294199689
"400065",2.24644287003744e-06,1.36844145921474e-06,8.6124558503982e-07,8.85785882521762e-07,2.67881060809001e-06,1.59044081452836e-06,1.69231463513696e-06,8.42900251184275e-07,7.98422954979325e-07,3.03702231435273e-06,2.20260435939455e-06,"v_4250",21,2.5179403248143e-05,22462.6293189211
"92400",8.98577148014976e-07,0,0,0,8.92936869363336e-07,0,1.41026219594747e-06,1.26435037677641e-06,7.98422954979325e-07,0,0,"v_4722",7,1.98751838454506e-05,22445.7301612907
"2054",0.000193643375397227,0.000238336887479901,0.000164067283950086,0.000236947723574571,0.000184837931958211,9.38360080571732e-05,0.000207872647682657,0.000216203914428767,0.00013014294166163,0.000207529858147437,0.000158587513876407,"v_3548",189,2.25947851235935e-05,22441.0816172257
"138851",1.79715429602995e-05,9.80716379103899e-06,6.45934188779865e-06,1.59441458853917e-05,1.16081793017234e-05,5.56654285084926e-06,1.41026219594747e-05,6.7432020094742e-06,1.51700361446072e-05,1.38353238764958e-05,4.4052087187891e-06,"v_5097",123,2.93780663356738e-05,22436.98185457
"1301915",4.49288574007488e-07,2.05266218882211e-06,4.3062279251991e-07,8.85785882521762e-07,8.92936869363336e-07,7.95220407264179e-07,8.46157317568482e-07,1.26435037677641e-06,0,1.34978769526788e-06,0,"v_5429",21,2.23984231510102e-05,22372.7675246735
"1176327",8.08719433213478e-06,5.24569226032318e-06,3.87560513267919e-06,3.98603647134793e-06,5.80408965086168e-06,1.03378652944343e-05,5.92310122297938e-06,4.21450125592137e-06,3.99211477489662e-06,4.38681000962061e-06,2.20260435939455e-06,"v_4969",25,2.76632825251044e-05,22355.6840874785
"2629969",0.000107829257761797,9.94400793696046e-05,6.58852872555462e-05,9.61077682536111e-05,0.000108938298062327,5.88463101375493e-05,8.43336793176587e-05,0.000100305129890929,7.98422954979325e-05,0.000120131104878841,7.48885482194146e-05,"v_5276",234,2.53363399123363e-05,22352.8178198665
"1509",6.29004003610483e-06,3.19303007150107e-06,2.58373675511946e-06,4.87182235386969e-06,3.57174747745334e-06,7.95220407264179e-07,2.25641951351595e-06,4.21450125592137e-06,3.1936918199173e-06,4.72425693343758e-06,2.20260435939455e-06,"v_4383",44,2.75284919892088e-05,22351.1111680016
"1296540",2.24644287003744e-06,1.14036788267895e-06,2.15311396259955e-06,1.77157176504352e-06,3.57174747745334e-06,7.95220407264179e-07,1.97436707432646e-06,2.10725062796069e-06,3.1936918199173e-06,2.69957539053576e-06,2.20260435939455e-06,"v_4209",12,2.50632847941051e-05,22327.2573765452
"2714110",6.29004003610483e-06,3.19303007150107e-06,1.72249117007964e-06,3.10025058882617e-06,4.01821591213501e-06,2.38566122179254e-06,5.07694390541089e-06,3.3716010047371e-06,3.1936918199173e-06,2.69957539053576e-06,6.60781307818364e-06,"v_1545",25,2.64739364096047e-05,22312.2382033099
"1151742",2.24644287003744e-06,1.82458861228632e-06,8.6124558503982e-07,1.77157176504352e-06,3.57174747745334e-06,2.38566122179254e-06,2.25641951351595e-06,3.3716010047371e-06,0,3.3744692381697e-06,6.60781307818364e-06,"v_4272",8,2.43688468661663e-05,22296.8833064001
"1925548",3.14502001805241e-06,2.2807357653579e-06,4.3062279251991e-07,1.77157176504352e-06,1.339405304045e-06,7.95220407264179e-07,1.69231463513696e-06,5.05740150710565e-06,1.59684590995865e-06,1.68723461908485e-06,0,"v_792",17,2.57506308904568e-05,22286.6805997443
"693661",4.49288574007488e-06,4.33339795418002e-06,1.29186837755973e-06,2.65735764756528e-06,4.91115278149835e-06,0,6.20515366216887e-06,3.3716010047371e-06,7.98422954979325e-07,6.7489384763394e-06,4.4052087187891e-06,"v_5434",93,2.79423270369956e-05,22280.7900787936
"85643",0.000551726368881195,0.000415321982871674,0.000480575036452219,0.000414104900078924,0.00048441825162961,0.000223456934441234,0.000782695518750846,0.000409228071949965,0.000471069543437802,0.00055577508352655,0.000352416697503128,"v_1162",121,1.95959318845408e-05,22265.8305910818
"1737490",9.88434862816473e-06,1.02633109441106e-05,7.32058747283847e-06,1.06294305902611e-05,1.29475846057684e-05,1.11330857016985e-05,1.18462024459588e-05,1.13791533909877e-05,5.58896068485527e-06,1.88970277337503e-05,1.54182305157618e-05,"v_2566",13,2.72739669984999e-05,22264.6822433577
"536",0.000232282192761871,0.000172195550284522,0.000157177319269767,0.00020594521768631,0.000192874363782481,0.000119283061089627,0.000223667584277269,0.000183752254758172,0.000211582083069521,0.000246336254386388,0.000154182305157618,"v_1222",362,2.30049000437093e-05,22227.3787269425
"37923",0.000216557092671609,0.00027414443899602,0.000196363993389079,0.000248905832988615,0.000200464327172069,0.000148706216158402,0.000235795839162417,0.000267620829751007,0.000133336633481547,0.000228789014347906,0.000207044809783088,"v_3260",197,2.20230360957562e-05,22219.6506676606
"2123",0,1.14036788267895e-06,8.6124558503982e-07,8.85785882521762e-07,8.92936869363336e-07,1.59044081452836e-06,1.97436707432646e-06,8.42900251184275e-07,0,2.69957539053576e-06,2.20260435939455e-06,"v_4720",9,2.21170433936391e-05,22200.2932000063
"117157",0.000879707027906661,0.00106624397030482,0.000757034869250001,0.00125870173906342,0.000900973301187606,0.000405562407704731,0.000788618619973826,0.00118258905241154,0.000481449041852533,0.000847666672628229,0.000718049021162623,"v_3690",94,1.7650692789692e-05,22167.6009930263
"2583824",3.5943085920599e-06,5.24569226032318e-06,2.58373675511946e-06,3.54314353008705e-06,5.35762121618002e-06,1.59044081452836e-06,4.51283902703191e-06,3.3716010047371e-06,5.58896068485527e-06,5.39915078107152e-06,6.60781307818364e-06,"v_5306",31,2.71576774754223e-05,22136.2330828492
"170673",4.04359716606739e-06,2.5088093418937e-06,1.29186837755973e-06,4.42892941260881e-06,4.46468434681668e-06,7.95220407264179e-07,3.38462927027393e-06,4.63595138151351e-06,4.79053772987595e-06,5.39915078107152e-06,0,"v_2634",44,2.72806634657355e-05,22133.0011490609
"2518599",0.000209368475487489,0.000136159925191867,0.000151148600174488,0.000160327244736439,0.000161621573354764,9.06551264281164e-05,0.000224795794034027,0.000135706940440668,0.000173257781230513,0.000188632830413686,0.000107927613610333,"v_1008",331,2.34159134547839e-05,22120.5767979014
"349163",5.88568031949809e-05,4.65270096133013e-05,3.44498234015928e-05,5.97905470702189e-05,4.73256540762568e-05,2.78327142542463e-05,4.6256600027077e-05,5.18383654478329e-05,6.94627970832013e-05,5.83783178203358e-05,2.86338566721291e-05,"v_534",74,2.68362719051069e-05,22118.952826411
"499555",0.000128047243592134,0.000146879383289049,9.12920320142209e-05,0.000147040456498612,0.000124118224841504,7.71363795046254e-05,0.000132846698858252,0.00014202869232455,7.10596429931599e-05,0.000126542596431364,0.000116738031047911,"v_3557",164,2.4094643760692e-05,22110.7871798334
"146474",1.21307914982022e-05,8.89486948489583e-06,7.32058747283847e-06,1.28438952965655e-05,1.071524243236e-05,6.36176325811343e-06,1.10000451283903e-05,1.43293042701327e-05,9.5810754597519e-06,1.75472400384824e-05,2.20260435939455e-06,"v_546",122,2.93737516155563e-05,22076.4844831744
"54006",2.96530458844942e-05,2.57723141485443e-05,1.72249117007964e-05,3.27740776533052e-05,2.41092954728101e-05,1.19283061089627e-05,2.87693487973284e-05,2.73942581634889e-05,3.27353411541523e-05,3.3744692381697e-05,1.32156261563673e-05,"v_4549",154,2.85975749256463e-05,22060.7073532736
"1323664",0.000105133526317752,7.7316942445633e-05,7.6220234276024e-05,0.000108508770608916,8.03643182427002e-05,4.53275632140582e-05,0.000123256915925809,7.79682732345454e-05,9.26170627776017e-05,0.000104271099459444,8.81041743757819e-05,"v_969",205,2.54569522936714e-05,22035.3291415622
"2734255",0,2.2807357653579e-07,0,0,4.46468434681668e-07,0,2.82052439189494e-07,4.21450125592137e-07,0,0,0,"v_5775",17,1.66450281300975e-05,22019.2642907885
