"","iYASM2TOMPOOA050195.extra.kraken2.report","AYtCM2TOMPOOA100360.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","TECcM2TOMPOOA051310.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report","X0n7bM2TOMPOOA100365.extra.kraken2.report","XR8LM2TOMPOOB051125.extra.kraken2.report","nG3jM2TOMPOOA051345.extra.kraken2.report","FvY2M2TOMPOOB051329.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report","nodos","degrees","closeness","betweenness"
"2708020",3.5943085920599e-06,4.7895451072516e-06,3.87560513267919e-06,4.87182235386969e-06,3.12527904277168e-06,1.59044081452836e-06,9.5897829324428e-06,2.52870075355282e-06,3.99211477489662e-06,5.39915078107152e-06,8.81041743757819e-06,"v_2660",23,2.70168044523694e-05,5606.10428776735
"522485",8.98577148014976e-07,2.05266218882211e-06,4.3062279251991e-07,3.98603647134793e-06,1.78587373872667e-06,7.95220407264179e-07,3.94873414865292e-06,8.42900251184275e-07,7.98422954979325e-07,2.69957539053576e-06,2.20260435939455e-06,"v_2911",43,2.55277869961453e-05,5577.40679688594
"39950",2.69573144404493e-06,1.82458861228632e-06,8.6124558503982e-07,3.98603647134793e-06,2.23234217340834e-06,2.38566122179254e-06,2.82052439189494e-06,2.10725062796069e-06,1.59684590995865e-06,1.68723461908485e-06,2.20260435939455e-06,"v_4538",7,2.32633880798399e-05,5573.94097012633
"2823875",3.72909516426215e-05,2.91934177965812e-05,2.15311396259955e-05,3.32169705945661e-05,3.57174747745334e-05,1.82900693670761e-05,3.61027122162552e-05,2.61299077867125e-05,6.46722593533253e-05,5.6691083201251e-05,6.8280735141231e-05,"v_1336",80,2.70204544840444e-05,5560.04188669448
"2518370",0.000615076057816251,0.00155454949766795,0.00114976285602816,0.000783034720149237,0.000632199303509242,0.000878718550026918,0.000917516584683424,0.000919604174042044,0.000352104523145882,0.000573997217412666,0.00127530792408944,"v_3638",25,1.65812731101494e-05,5555.76623945164
"2488567",0,0,4.3062279251991e-07,4.42892941260881e-07,0,0,0,0,0,1.34978769526788e-06,0,"v_7220",5,1.65363054586344e-05,5553.02623274192
"1984787",4.49288574007488e-07,4.56147153071581e-07,4.3062279251991e-07,0,4.46468434681668e-07,0,0,0,0,0,0,"v_6672",11,1.60913991471558e-05,5552.32352093268
"1461582",1.16815029241947e-05,6.61413371953792e-06,6.45934188779865e-06,1.1072323531522e-05,8.48290025895169e-06,5.72558693230209e-05,2.20000902567805e-05,7.58610226065847e-06,9.5810754597519e-06,1.1810642333594e-05,6.60781307818364e-06,"v_4080",14,2.68947340110806e-05,5549.45307164676
"119219",0.000360778724928013,0.000249284419153619,0.000264402394607225,0.000303381664763703,0.000293776230020538,0.000186081575299818,0.000387540051446365,0.000275206932011666,0.000883854211162113,0.00036309289002706,0.000215855227220666,"v_954",204,2.06075093764168e-05,5548.44623177571
"314285",5.84075146209734e-05,4.05970966233707e-05,5.64115858201082e-05,4.20748294197837e-05,5.26832752924368e-05,4.13514611777373e-05,7.24874768717e-05,4.08806621824373e-05,3.59290329740696e-05,7.12013009253807e-05,2.64312523127346e-05,"v_2572",52,2.67193929353925e-05,5547.79125357664
"224324",1.34786572202246e-05,9.12294306143162e-06,6.02871909527874e-06,8.85785882521762e-06,1.96446111259934e-05,1.59044081452836e-06,1.07179926892008e-05,2.10725062796069e-05,4.79053772987595e-06,1.65348992670315e-05,1.10130217969727e-05,"v_5198",59,2.88700271378255e-05,5546.63709817979
"964",0.000239470809945991,0.000179037757580596,0.000205837694824517,0.00022100357768918,0.000204929011518886,0.000147115775343873,0.000270488289182725,0.000205667661288963,0.000223558427394211,0.000249710723624558,0,"v_1120",247,2.22836259916214e-05,5542.88654805669
"2589076",0.000184657603917077,0.000231494680183827,0.000186459669161121,0.000151912278852482,0.000208500758996339,0.00072683145223946,0.000224231689155648,0.000224211466815017,0.00016527355168072,0.00022608943895737,0.000570474529083188,"v_575",21,2.00408834021404e-05,5542.14284196949
"590168",1.34786572202246e-06,1.36844145921474e-06,4.3062279251991e-07,8.85785882521762e-07,0,0,0,8.42900251184275e-07,0,1.01234077145091e-06,0,"v_6540",21,2.15382627237287e-05,5533.27632416271
"264462",1.34786572202246e-06,2.05266218882211e-06,1.72249117007964e-06,1.77157176504352e-06,8.92936869363336e-07,7.95220407264179e-07,1.97436707432646e-06,1.68580050236855e-06,2.39526886493797e-06,2.02468154290182e-06,6.60781307818364e-06,"v_2998",12,2.32660943207464e-05,5523.74321805565
"1871025",1.70729658122845e-05,1.48247824748264e-05,9.47370143543802e-06,1.55012529441308e-05,1.339405304045e-05,6.36176325811343e-06,1.46667268378537e-05,1.51722045213169e-05,1.59684590995865e-05,1.28229831050449e-05,1.32156261563673e-05,"v_4579",18,2.77993995329701e-05,5522.47416775221
"2649714",1.21307914982022e-05,5.01761868378739e-06,4.3062279251991e-06,9.74364470773938e-06,4.46468434681668e-06,3.9761020363209e-06,7.89746829730583e-06,9.27190276302702e-06,2.39526886493797e-06,5.06170385725455e-06,8.81041743757819e-06,"v_4653",44,2.81017282562878e-05,5514.67622089384
"482462",0.000298776901714979,0.000354198264360083,0.000213588905089875,0.000363615104775183,0.000265202250200911,0.000210733407925008,0.000322667990432781,0.000373826261400226,0.000194815201014955,0.000271307326748844,0.000275325544924318,"v_3400",180,2.08155533814866e-05,5509.97900558961
"2552942",7.59297690072654e-05,6.91062936903445e-05,5.2535980687429e-05,6.90912988366974e-05,6.16126439860702e-05,6.91841754319836e-05,8.09490500473848e-05,5.73172170805307e-05,8.46328332278084e-05,6.7489384763394e-05,6.16729220630473e-05,"v_691",13,2.4354009887728e-05,5507.39797887335
"2496836",0.000653714875180895,0.000948786078388888,0.000869427418097698,0.000894200848405718,0.00167738190909903,0.000413514611777373,0.000937542307865878,0.00115940929550397,0.000389630402029911,0.00135349961142987,0.000735669856037779,"v_3016",51,1.728130508416e-05,5487.8565764155
"2696379",0,0,0,0,4.46468434681668e-07,0,0,0,0,0,2.20260435939455e-06,"v_6407",2,1.46773909469853e-05,5487.04565965384
"436515",0.000274515318718575,0.000236512298867615,0.000273014850457623,0.000248905832988615,0.000230377712295741,0.000121668722311419,0.000316744889209802,0.000217046814679951,0.000305795991757081,0.000259159237491433,0.000348011488784339,"v_811",72,2.10048731305663e-05,5484.83176369015
"28028",3.36966430505616e-05,5.97552770523771e-05,2.19617624185154e-05,4.8275330597436e-05,3.52710063398518e-05,1.59044081452836e-05,3.69488695338237e-05,4.08806621824373e-05,1.35731902346485e-05,3.64442677722328e-05,3.96468784691019e-05,"v_3509",44,2.65660698156315e-05,5479.62781174366
"2733155",8.08719433213478e-06,6.15798656646634e-06,2.58373675511946e-06,8.85785882521762e-06,6.25055808554335e-06,3.18088162905672e-06,5.07694390541089e-06,7.58610226065847e-06,6.3873836398346e-06,4.72425693343758e-06,6.60781307818364e-06,"v_5677",14,2.72383079563098e-05,5476.739328621
"162027",0.00240908533382815,0.00123022887183405,0.00107311199895962,0.00191772643565961,0.001765782659166,0.000820667460296633,0.00183249469741414,0.00130396668858207,0.00168068032023148,0.0020958828438272,0.00115636728868214,"v_2826",31,1.6022046335758e-05,5473.06089651025
"2681552",0.000338314296227638,0.000258863509368122,0.000322536471597412,0.000335269956534487,0.000293776230020538,0.000133597028420382,0.000409822194142335,0.000269728080378968,0.000312183375396916,0.000334747348426434,0.000385455762894046,"v_800",59,2.04440446497935e-05,5472.69366632271
"2742639",1.30293686462171e-05,7.0702808726095e-06,9.04307864291811e-06,9.3007517664785e-06,9.37583712831503e-06,3.9761020363209e-06,1.41026219594747e-05,6.7432020094742e-06,7.98422954979325e-06,7.76127924779031e-06,1.10130217969727e-05,"v_1756",34,2.86368843069874e-05,5452.85676068738
"1088721",0.000140178035090336,0.000112212199655609,0.000168373511875285,0.000158555672971395,0.00015269220466113,0.000135982689642175,0.000192077711088045,0.000125592137426457,0.000221163158529273,0.000145102177241297,0.000116738031047911,"v_429",15,2.24305773630613e-05,5448.63987134439
"1813598",8.98577148014976e-07,2.2807357653579e-06,1.72249117007964e-06,2.65735764756528e-06,8.92936869363336e-07,0,2.82052439189494e-06,2.52870075355282e-06,0,1.01234077145091e-06,2.20260435939455e-06,"v_6165",7,2.44684234994739e-05,5445.73338747635
"12163",8.98577148014976e-07,0,4.3062279251991e-07,4.42892941260881e-07,0,0,2.82052439189494e-07,8.42900251184275e-07,0,3.3744692381697e-07,0,"v_6220",6,1.89347319788688e-05,5444.44776388972
"1208919",3.5943085920599e-06,1.36844145921474e-06,8.6124558503982e-07,8.85785882521762e-07,4.46468434681668e-07,0,5.64104878378988e-07,8.42900251184275e-07,7.98422954979325e-07,1.34978769526788e-06,0,"v_1292",17,2.19847865277228e-05,5443.80803176823
"2592655",3.95373945126589e-05,3.58075515161191e-05,3.22967094389932e-05,2.92309341232181e-05,4.28609697294401e-05,2.38566122179254e-05,3.32821878243603e-05,3.83519614288845e-05,5.03006461636975e-05,4.15059716294873e-05,2.422864795334e-05,"v_539",88,2.77192593413904e-05,5441.52300399824
"1359",4.04359716606739e-06,7.29835444914529e-06,3.44498234015928e-06,2.2144647063044e-06,5.35762121618002e-06,3.9761020363209e-06,6.76925854054786e-06,2.95015087914496e-06,2.39526886493797e-06,4.38681000962061e-06,0,"v_4268",25,2.72732231495118e-05,5433.25526000252
"536019",0.000256993064332283,0.000233091195219578,0.000201100844106798,0.00017582849768057,0.000179480310742031,0.000400791085261146,0.000286565278216526,0.000217046814679951,0.000369669828155427,0.000204830282756901,0.000182816161829747,"v_109",51,2.0329335230738e-05,5429.0996917839
"53408",0.000150960960866516,0.000111756052502537,7.88039710311435e-05,0.00010540852002009,0.000158942762746674,5.96415305448135e-05,0.000143564691547452,0.000129385188556786,0.000302602299937164,0.000234525612052794,0.000101319800532149,"v_1425",210,2.36055048037202e-05,5428.24056265087
"47883",7.99733661733328e-05,8.39310761651709e-05,7.27752519358648e-05,7.48489070730889e-05,8.48290025895169e-05,5.48702081012284e-05,8.40516268784692e-05,7.71253729833611e-05,0.00015409563031101,0.000135316216450605,7.92937569382037e-05,"v_1430",119,2.5143949108647e-05,5423.04203526806
"2083786",0.000194092663971235,0.000175616653932559,0.000347943216356087,0.000124010023553047,0.000188409679435664,0.00148308605954769,0.000271616498939483,0.000260456177615941,0.000420768897274104,0.000202130707366365,0.000253299501330373,"v_218",27,1.89010905929272e-05,5422.75966239947
"2500132",3.5943085920599e-06,4.10532437764423e-06,2.58373675511946e-06,1.77157176504352e-06,1.339405304045e-06,2.38566122179254e-06,3.10257683108444e-06,2.10725062796069e-06,5.58896068485527e-06,4.38681000962061e-06,2.20260435939455e-06,"v_1761",8,2.58846064245593e-05,5415.00343309692
"1159613",6.29004003610483e-06,4.33339795418002e-06,3.44498234015928e-06,3.98603647134793e-06,4.91115278149835e-06,2.38566122179254e-06,6.76925854054786e-06,5.05740150710565e-06,3.1936918199173e-06,3.71191616198667e-06,6.60781307818364e-06,"v_1831",40,2.72027420363973e-05,5413.5294411988
"278148",4.08852602346814e-05,4.6755083189837e-05,3.01435954763937e-05,4.11890435372619e-05,4.37539065988035e-05,6.36176325811343e-05,5.24617536892459e-05,4.76238641919115e-05,7.02612200381806e-05,4.99421447249116e-05,5.94703177036528e-05,"v_107",14,2.25952956594437e-05,5383.62472774324
"1913653",4.49288574007488e-07,4.56147153071581e-07,0,0,0,7.95220407264179e-07,2.82052439189494e-07,0,0,0,0,"v_5911",4,1.69353746104864e-05,5380.49925352561
"2714946",2.24644287003744e-06,6.84220729607371e-07,1.29186837755973e-06,3.10025058882617e-06,8.92936869363336e-07,4.77132244358508e-06,2.53847195270545e-06,2.95015087914496e-06,0,2.02468154290182e-06,4.4052087187891e-06,"v_4294",10,2.15642723136308e-05,5375.90263904597
"139",4.49288574007488e-07,0,4.3062279251991e-07,8.85785882521762e-07,0,0,2.82052439189494e-07,0,7.98422954979325e-07,0,0,"v_5132",11,1.81156138475752e-05,5375.71233867601
"142649",8.98577148014976e-07,2.2807357653579e-07,4.3062279251991e-07,8.85785882521762e-07,1.339405304045e-06,7.95220407264179e-07,5.64104878378988e-07,0,1.59684590995865e-06,6.7489384763394e-07,4.4052087187891e-06,"v_4740",5,2.05901126279161e-05,5369.48321393848
"1208104",0,9.12294306143162e-07,0,8.85785882521762e-07,0,1.59044081452836e-06,5.64104878378988e-07,8.42900251184275e-07,0,1.34978769526788e-06,2.20260435939455e-06,"v_2492",4,1.93479732997968e-05,5367.27296326201
"154046",2.56094487184268e-05,2.50880934189369e-05,1.80861572858362e-05,2.52448976518702e-05,2.76810429502634e-05,9.54264488717015e-06,3.63847646554447e-05,4.34093629359902e-05,1.99605738744831e-05,3.54319270007819e-05,2.64312523127346e-05,"v_4389",59,2.81555311540952e-05,5367.13424890716
"29518",8.98577148014976e-07,2.2807357653579e-07,0,0,0,0,5.64104878378988e-07,0,0,3.3744692381697e-07,0,"v_5129",21,1.76230086000282e-05,5361.49189408228
"1690221",0.000308211961769137,0.000335724304660684,0.000281196683515501,0.000355200138891226,0.000540226805964818,0.000187672016114346,0.000282616544067873,0.000362447108009238,0.000183637279645245,0.000330023091492997,0.000328188049549788,"v_3100",147,2.03190084323885e-05,5356.73500444018
"2339259",1.34786572202246e-06,1.36844145921474e-06,4.3062279251991e-07,8.85785882521762e-07,0,0,2.53847195270545e-06,1.26435037677641e-06,7.98422954979325e-07,6.7489384763394e-07,0,"v_1992",20,2.22335860550948e-05,5353.37035477684
"2724122",4.62767231227712e-05,3.30706685976896e-05,4.00479197043516e-05,3.89745788309575e-05,4.82185909456201e-05,5.80510897302851e-05,4.5692495148698e-05,4.72024140663194e-05,8.14391414078911e-05,4.79174631820098e-05,3.52416697503128e-05,"v_1667",8,2.41021932995903e-05,5339.43081461397
"265959",0.0001019885062997,6.50009693127003e-05,5.33972262724688e-05,8.9021481193437e-05,9.33119028484686e-05,6.12319713593418e-05,7.95387878514373e-05,8.72401759975724e-05,9.02217939126637e-05,8.09872617160728e-05,4.62546915472855e-05,"v_525",101,2.56752593201191e-05,5338.8797264807
"187491",6.87411518231456e-05,6.06675713585203e-05,4.04785424968715e-05,6.99770847192192e-05,5.71479596392535e-05,1.82900693670761e-05,5.97951171081728e-05,7.41752221042162e-05,4.31148395688835e-05,8.03123678684389e-05,7.26859438600201e-05,"v_3495",55,2.59753753441737e-05,5325.24049813402
"103733",0.0010320158544952,0.00145830244836984,0.00191713267229864,0.00142168634144743,0.00123493169032949,0.000431009460737185,0.000993106638386209,0.00153745005816012,0.000715386967661475,0.00115609316099694,0.00112773343201001,"v_3615",22,1.64085061695983e-05,5320.77210063844
"69964",0.000167584638104793,0.000146423236135977,0.000124449987038254,0.000139511276497177,0.000207607822126976,9.3040787649909e-05,0.000210411119635363,0.000180802103879027,0.000298610185162268,0.000327660963026278,0.000158587513876407,"v_1535",177,2.26736803918012e-05,5317.546295812
"1201031",2.69573144404493e-06,1.14036788267895e-06,1.72249117007964e-06,2.2144647063044e-06,1.339405304045e-06,2.38566122179254e-06,1.69231463513696e-06,1.26435037677641e-06,2.39526886493797e-06,2.69957539053576e-06,2.20260435939455e-06,"v_2119",4,2.36680788620388e-05,5314.55183012514
"2057741",0.000612380326372206,0.000483059835102804,0.000395311723533277,0.000519513420099013,0.000399589249040093,0.000217890391590385,0.000744336387021075,0.000372983361149042,0.000528555996196313,0.000432269509409539,0.000486775563426195,"v_7",82,1.94140829757906e-05,5307.62545416793
"2675779",0,2.2807357653579e-07,0,4.42892941260881e-07,0,0,2.82052439189494e-07,0,0,0,0,"v_1933",25,1.55293971488027e-05,5306.30825417836
"357441",0,2.2807357653579e-07,0,4.42892941260881e-07,0,0,2.82052439189494e-07,0,0,0,0,"v_4291",25,1.55293971488027e-05,5306.30825417836
"2562663",1.34786572202246e-06,5.70183941339476e-06,2.15311396259955e-06,3.98603647134793e-06,2.67881060809001e-06,0,7.61541585811634e-06,5.90030175828992e-06,3.1936918199173e-06,1.04608546383261e-05,6.60781307818364e-06,"v_5685",29,2.7189428750102e-05,5303.17524450094
"163003",6.73932861011232e-06,5.24569226032318e-06,6.02871909527874e-06,8.85785882521762e-06,7.58996338958836e-06,7.95220407264179e-07,6.20515366216887e-06,1.01148030142113e-05,7.18580659481392e-06,8.77362001924122e-06,4.4052087187891e-06,"v_5380",50,2.81135788585887e-05,5303.03562157652
"123824",5.84075146209734e-06,1.82458861228632e-06,5.16747351023892e-06,3.10025058882617e-06,1.78587373872667e-06,1.59044081452836e-06,2.25641951351595e-06,2.10725062796069e-06,7.98422954979325e-07,2.69957539053576e-06,0,"v_2803",22,2.56456287025876e-05,5302.44763048604
"29495",1.43772343682396e-05,1.45967088982906e-05,1.46411749456769e-05,1.1072323531522e-05,2.27698901687651e-05,1.59044081452836e-06,1.72051987905591e-05,1.60151047725012e-05,1.51700361446072e-05,1.72097931146655e-05,1.32156261563673e-05,"v_2608",38,2.87397614599799e-05,5293.09937879768
"2742678",4.49288574007488e-07,0,0,8.85785882521762e-07,0,0,2.82052439189494e-07,0,0,0,0,"v_1817",16,1.68477803049448e-05,5288.6830955426
"2548456",0.00056161071750936,0.000737361872940211,0.000483589395999859,0.000924760461352719,0.000950531297437271,0.00033478779145822,0.000646182138183131,0.000727844366897621,0.000570073989855238,0.000728885355444655,0.000605716198833501,"v_3027",97,1.83466040435915e-05,5285.4647733774
"1546149",4.22331259567039e-05,2.60003877250801e-05,4.09091652893914e-05,2.79022552994355e-05,2.99133851236718e-05,6.2027191766606e-05,2.96155061148969e-05,3.0765859168226e-05,5.26959150286354e-05,3.50944800769649e-05,3.30390653909182e-05,"v_872",5,2.26741944992404e-05,5279.78778398495
"392610",0.0001019885062997,7.48081331037393e-05,0.000132201197303612,7.92778364856977e-05,0.000108938298062327,9.54264488717015e-05,8.65900988311747e-05,6.86963704715184e-05,0.000140522440076361,0.000107645568697613,9.03067787351765e-05,"v_437",5,2.25007312737664e-05,5278.23570440175
"60920",0.000323487773285391,0.000421023822285069,0.00033502453258049,0.000350771209478618,0.000337083668184659,0.000296617211909539,0.000331411616047656,0.000409228071949965,0.000233937925808942,0.00036646735926523,0.000345808884424944,"v_3339",174,2.02617822263646e-05,5275.31562427351
"75385",0.000319444176119324,0.000432427501111859,0.000233397553545791,0.000360071961245096,0.000309402625234396,0.000151887097787458,0.000386693894128796,0.000396584568182201,0.000196412046924914,0.000301002656044737,0.000277528149283713,"v_3661",192,2.05909605683105e-05,5261.88666528167
"553510",0.000310907693213182,0.000365601943186872,0.000276029210005262,0.000364500890657705,0.000430395571033128,0.000179719812041705,0.000312514102621959,0.000359496957130093,0.00017724989600541,0.000354656716931636,0.000284135962361897,"v_3090",179,2.06377050871943e-05,5255.95181354066
"155866",3.5943085920599e-06,4.10532437764423e-06,1.29186837755973e-06,1.01865376490003e-05,4.91115278149835e-06,1.59044081452836e-06,3.94873414865292e-06,1.68580050236855e-06,1.59684590995865e-06,5.06170385725455e-06,8.81041743757819e-06,"v_4144",39,2.76671093404161e-05,5254.70471151744
"166056",0,2.2807357653579e-07,0,4.42892941260881e-07,0,0,0,0,0,1.01234077145091e-06,0,"v_6865",15,1.71177185504716e-05,5245.23793738779
"395495",0.000716165986967936,0.000598008917676843,0.000744546808266924,0.000573989251874101,0.000593803018126618,0.000267194056840764,0.00121846653729861,0.000578651022438005,0.000574066104630135,0.000709313433863271,0.000854610491445085,"v_1042",18,1.78948498622097e-05,5243.24763351369
"172042",2.15658515523594e-05,2.21231369239717e-05,1.4210552153157e-05,2.52448976518702e-05,2.27698901687651e-05,1.74948489598119e-05,2.08718805000226e-05,2.23368566563833e-05,1.91621509195038e-05,1.85595808099334e-05,1.98234392345509e-05,"v_3264",19,2.77638958298628e-05,5239.02381820558
"1274359",2.74066030144568e-05,2.09827690412927e-05,1.8947402870876e-05,1.77157176504352e-05,3.08063219930351e-05,3.1013595883303e-05,4.20258134392346e-05,3.28731097961867e-05,0.000108585521877188,6.7826831687211e-05,1.76208348751564e-05,"v_1511",38,2.67422581162753e-05,5231.61824724101
"2744516",0.000170729658122845,0.000166721784447663,0.00014339738990913,0.000126224488259351,0.000146888115010269,0.000280712803764255,0.000202513651338057,0.000142871592575735,0.000251503230818487,0.000153875797260538,0.000185018766189142,"v_90",37,2.08707267187043e-05,5229.46534325838
"45764",2.69573144404493e-06,4.56147153071581e-07,4.3062279251991e-07,1.32867882378264e-06,8.92936869363336e-07,0,5.64104878378988e-07,1.26435037677641e-06,4.79053772987595e-06,1.01234077145091e-06,2.20260435939455e-06,"v_5598",10,2.28388717597351e-05,5228.53458959321
"696748",0,0,0,0,0,0,5.64104878378988e-07,0,7.98422954979325e-07,0,0,"v_2769",16,1.63108189662203e-05,5222.42564389864
"33037",4.49288574007488e-07,0,0,8.85785882521762e-07,0,7.95220407264179e-07,5.64104878378988e-07,4.21450125592137e-07,0,6.7489384763394e-07,0,"v_4555",7,1.90868834936632e-05,5210.24489949158
"29561",8.98577148014976e-07,4.56147153071581e-07,8.6124558503982e-07,0,4.46468434681668e-07,7.95220407264179e-07,8.46157317568482e-07,8.42900251184275e-07,0,6.7489384763394e-07,0,"v_4757",5,1.9313221831666e-05,5205.38394545355
"1783501",1.7522254386292e-05,1.02633109441106e-05,3.53110689866326e-05,1.68299317679135e-05,1.071524243236e-05,4.85084448431149e-05,1.63590414729907e-05,1.13791533909877e-05,1.19763443246899e-05,1.24855361812279e-05,1.54182305157618e-05,"v_3847",5,2.22380359366661e-05,5204.41013914744
"1394180",1.30293686462171e-05,3.42110364803686e-06,6.02871909527874e-06,4.87182235386969e-06,8.92936869363336e-06,3.9761020363209e-06,5.64104878378988e-06,3.79305113032924e-06,7.18580659481392e-06,9.44851386687516e-06,4.4052087187891e-06,"v_993",43,2.8254972875226e-05,5200.8008522054
"1619308",0.000103336372021722,0.000151897001972836,9.21532775992607e-05,0.000139511276497177,0.0001071524243236,8.03172611336821e-05,0.000121282548851482,0.00014202869232455,8.38344102728291e-05,0.000135316216450605,0.000125548448485489,"v_3224",131,2.3753533338084e-05,5197.66509941486
"1982042",0.000363923744946065,0.000235600004561472,0.000259665543889506,0.000243591117693484,0.000289758014108403,0.000345125656752654,0.000342975766054425,0.000233483369578044,0.000545322878250879,0.000268945198282125,0.000231273457736428,"v_464",61,2.04081632653061e-05,5196.98920286029
"134601",0.000368865919260148,0.000342566511956757,0.000260957412267065,0.000641751871887016,0.000553620859005268,0.000208347746703215,0.000297001218466537,0.000489303595812472,0.000198807315789852,0.000319562236854671,0.000229070853377033,"v_3370",149,2.03338823481567e-05,5187.08006960992
"134821",0,0,0,0,1.78587373872667e-06,0,1.69231463513696e-06,4.21450125592137e-07,0,3.3744692381697e-07,0,"v_4772",2,1.75777816839515e-05,5185.86140187128
"1891279",4.53781459747563e-05,2.57723141485443e-05,2.92823498913539e-05,3.18882917707834e-05,3.97356906866685e-05,3.49896979196239e-05,4.23078658784241e-05,4.21450125592137e-05,5.50911838935734e-05,4.18434185533043e-05,3.96468784691019e-05,"v_510",65,2.73209114256052e-05,5185.05109698123
"358220",0.000201281281155355,0.000235371930984936,0.000639044224099546,0.000182028998858222,0.000177247968568622,0.000873152007176069,0.000218308587932668,0.000198503009153897,0.000717782236526413,0.000530466564240277,0.000334795862627971,"v_825",16,1.76369953614702e-05,5177.4288192467
"2202827",0.000442998533971383,0.000442918885632505,0.000296268481253698,0.000409675970666315,0.000371461737655148,0.000236975681364725,0.000458617266122117,0.000405856470945228,0.000415179936589249,0.000459602710238713,0.000385455762894046,"v_196",152,2.02975622627722e-05,5175.07056120713
"1348",2.24644287003744e-06,6.84220729607371e-07,2.15311396259955e-06,1.77157176504352e-06,8.92936869363336e-07,2.38566122179254e-06,1.97436707432646e-06,2.52870075355282e-06,7.98422954979325e-07,2.02468154290182e-06,0,"v_4248",6,2.30038416415541e-05,5170.78961363533
"2054915",6.29004003610483e-06,7.29835444914529e-06,6.02871909527874e-06,6.64339411891321e-06,8.48290025895169e-06,4.77132244358508e-06,1.41026219594747e-05,4.21450125592137e-06,2.07589968294624e-05,2.09217092766521e-05,4.4052087187891e-06,"v_1363",59,2.88867063377434e-05,5166.16068602061
"34105",0,2.73688291842949e-06,3.44498234015928e-06,1.32867882378264e-06,2.67881060809001e-06,1.59044081452836e-06,5.92310122297938e-06,3.79305113032924e-06,1.59684590995865e-06,5.06170385725455e-06,4.4052087187891e-06,"v_5241",6,2.48787162582411e-05,5165.89704587224
"2663824",0.000771877770144864,0.000961786272251428,0.000575742673599119,0.000938490142531806,0.00069872310027681,0.000642538089069457,0.000830080328534681,0.00105868271548745,0.000661094206722881,0.000787263673264991,0.000867826117601452,"v_3184",65,1.76043940567566e-05,5164.28278429614
"29388",2.24644287003744e-06,2.2807357653579e-06,2.15311396259955e-06,2.65735764756528e-06,1.78587373872667e-06,7.15698366537761e-06,3.66668170946342e-06,4.21450125592137e-07,3.1936918199173e-06,4.38681000962061e-06,2.20260435939455e-06,"v_4053",13,2.46797798563637e-05,5147.11943213827
"771875",0,2.2807357653579e-06,8.6124558503982e-07,1.77157176504352e-06,2.23234217340834e-06,0,1.12820975675798e-06,4.21450125592137e-07,3.1936918199173e-06,1.01234077145091e-06,0,"v_5178",15,2.2729339030821e-05,5143.09084530474
"33923",4.49288574007488e-07,4.56147153071581e-07,0,0,0,0,0,0,0,0,0,"v_6452",30,1.5940573541836e-05,5135.8431951533
"1262513",4.49288574007488e-07,4.56147153071581e-07,0,0,0,0,0,0,0,0,0,"v_6744",30,1.5940573541836e-05,5135.8431951533
"1048758",1.16815029241947e-05,5.70183941339476e-06,0,3.98603647134793e-06,1.4733458344495e-05,1.59044081452836e-06,8.17952073649533e-06,9.69335288861916e-06,2.39526886493797e-06,1.31604300288618e-05,6.60781307818364e-06,"v_1936",83,2.88766965059197e-05,5131.19960530013
"2562660",1.79715429602995e-06,2.73688291842949e-06,1.72249117007964e-06,4.42892941260881e-06,3.12527904277168e-06,1.59044081452836e-06,5.64104878378988e-06,3.79305113032924e-06,6.3873836398346e-06,2.36212846671879e-06,2.20260435939455e-06,"v_5687",16,2.60382762661112e-05,5125.75675528378
"684552",0.000335169276209586,0.000687641833255408,0.000275598587212742,0.000417648043609011,0.000399589249040093,0.000626633680924173,0.000344668080689562,0.000611524132234191,0.00027226222764795,0.000383002258532261,0.000548448485489242,"v_3189",33,1.86431514383191e-05,5125.43699161721
"103855",0.00028260251305071,0.000206862733917962,0.000213588905089875,0.000216574648276571,0.000249129386552371,0.00016938194674727,0.000308283316034117,0.00023264046932686,0.00033054710336144,0.00028952946063496,0.000200436996704904,"v_1060",240,2.17812724619372e-05,5121.15664401795
"46125",4.49288574007488e-06,2.96495649496528e-06,5.16747351023892e-06,1.77157176504352e-06,4.46468434681668e-06,3.18088162905672e-06,5.92310122297938e-06,2.10725062796069e-06,6.3873836398346e-06,5.06170385725455e-06,0,"v_4309",21,2.65844321565291e-05,5111.75432738336
"1628392",8.40169633394002e-05,5.01761868378739e-05,4.13397880819113e-05,6.51052623653495e-05,6.96490758103402e-05,2.86279346615105e-05,6.31797463784467e-05,4.93096646942801e-05,6.54706823083046e-05,5.77034239727019e-05,5.06599002660746e-05,"v_2298",120,2.67665952890792e-05,5108.23785519254
"115808",0.000703136618321719,0.000503814530567561,0.000403062933798636,0.000656810231889886,0.000491115278149835,0.000288665007836897,0.000793131459000857,0.000411756772703518,0.000655505246038026,0.000541602312726237,0.000473559937269828,"v_6",101,1.90781440781441e-05,5106.64698884569
