"","vcXtM2TOMPOOB050180.extra.kraken2.report","OeS0M2TOMPOOA051355.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","FvY2M2TOMPOOB051329.extra.kraken2.report","nG3jM2TOMPOOA051345.extra.kraken2.report","XR8LM2TOMPOOB051125.extra.kraken2.report","X0n7bM2TOMPOOA100365.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","AYtCM2TOMPOOA100360.extra.kraken2.report","cSObM2TOMPOOM080315.extra.kraken2.report","nodos","degrees","closeness","betweenness"
"392593",0.000281699555487651,0.000204109119913252,0.000189115285918396,0.0002227149697192,0.000192419932150017,0.000186702405637317,0.00032915519653414,0.000207485135556395,0.000209188389022895,0.000199336305892281,0.000250486300163909,"v_1051",65,2.0610907292139e-05,1815.104006324
"548689",1.19364218426971e-06,4.888841195527e-07,4.42892941260881e-07,1.01234077145091e-06,1.59684590995865e-06,4.21450125592137e-07,1.41026219594747e-06,6.72561217362706e-07,4.44136707054978e-07,6.84220729607371e-07,7.67186217959906e-07,"v_6114",13,2.0610907292139e-05,70972.848946313
"2654982",0.000285578892586527,0.000260330793661813,0.000255106334166267,0.000251397958243643,0.000229147388079066,0.000204824761037779,0.000273872918452999,0.000217573553816835,0.000207411842194675,0.000180862346192882,0.000170315340387099,"v_975",89,2.06104824913951e-05,12300.5290013702
"2734266",0,4.888841195527e-07,4.42892941260881e-07,1.01234077145091e-06,0,1.68580050236855e-06,1.69231463513696e-06,0,8.88273414109957e-07,4.56147153071581e-07,1.53437243591981e-06,"v_5707",7,2.06075093764168e-05,11732.5481229048
"1769012",8.26597212606771e-05,9.01991200574732e-05,8.94643741346979e-05,5.12919324201795e-05,7.26564889031186e-05,4.13021123080295e-05,6.34617988176362e-05,6.08667901713249e-05,5.24081314324874e-05,3.71759929753338e-05,5.94569318918927e-05,"v_5011",7,2.06041125808711e-05,1032.6855716729
"1146875",0,2.4444205977635e-07,1.32867882378264e-06,1.34978769526788e-06,0,4.21450125592137e-07,0,0,1.77654682821991e-06,1.14036788267895e-06,3.83593108979953e-07,"v_6772",8,2.06041125808711e-05,24558.2690100112
"370764",0.000199039834226973,0.00018015379805517,0.000220560684747919,0.000222040075871566,0.000148506669626154,0.000282371584146732,0.000272744708696241,0.000182264089905293,0.000258487563505997,0.000313829241313248,0.00024473240352921,"v_3152",122,2.0602839071224e-05,33804.9573194944
"1712261",0.000296321672244954,0.000211686823766319,0.000213474397687745,0.000255109874405629,0.000304997568802102,0.000228004517945346,0.000298975585540864,0.000220263798686286,0.000256266879970722,0.000200248600198424,0.000255089417471669,"v_287",177,2.06015657189946e-05,42063.5562139554
"445709",0.000266182207092144,0.000240530986819929,0.00023119011533818,0.000250048170548375,0.000250704807863508,0.000202717510409818,0.000274437023331378,0.000240440635207167,0.00020163806500296,0.000175844727509094,0.000203304347759375,"v_1007",127,2.05981708824256e-05,3981.76506290912
"2614638",0.000194563676035962,0.000186020407489802,0.00021125993298144,0.000210904327385606,0.000148506669626154,0.000279842883393179,0.000232411209892143,0.000167804023731995,0.000234504181325029,0.000275284806878699,0.000208674651285094,"v_3155",195,2.05960496776718e-05,6642.11115284824
"453230",0.000283490018764055,0.000224397810874689,0.00028167991064192,0.000342508627674225,0.000198807315789852,0.000283635934523509,0.000293052484317884,0.000232706181207496,0.000320666702493694,0.000226705135076576,0.000215962920355714,"v_2899",99,2.05939289097574e-05,7061.44909446303
"1748",0.000203515992417985,0.000206797982570792,0.000283008589465703,0.000245323913614937,0.000154894053265989,0.000275628382137258,0.000253283090392166,0.00020883025799112,0.000270035117889427,0.000299004458838421,0.000150752091829122,"v_3676",227,2.05918085785475e-05,14783.6018225642
"1808001",5.07297928314625e-06,2.9333047173162e-06,3.10025058882617e-06,3.71191616198667e-06,3.99211477489662e-06,4.21450125592137e-06,2.53847195270545e-06,4.37164791285759e-06,3.99723036349481e-06,2.73688291842949e-06,4.98671041673939e-06,"v_1550",2,2.05909605683105e-05,69.8846790955984
"2792978",1.19364218426971e-06,4.888841195527e-07,1.32867882378264e-06,6.7489384763394e-07,0,0,5.64104878378988e-07,2.35396426076947e-06,1.77654682821991e-06,6.84220729607371e-07,3.83593108979953e-07,"v_3781",4,2.05901126279161e-05,1293.50876912473
"150056",1.79046327640456e-06,7.33326179329051e-07,4.42892941260881e-07,1.34978769526788e-06,0,1.68580050236855e-06,1.41026219594747e-06,2.01768365208812e-06,0,6.84220729607371e-07,1.15077932693986e-06,"v_4089",7,2.05896886839071e-05,2635.51983435741
"2493681",0.000186506591292142,0.000130043175801018,0.00013596813296709,0.000146114518012748,0.000253100076728446,0.000166051349483302,0.000218026535493479,0.000155025360602104,0.000153227163933968,0.000176757021815238,0.000263144872760248,"v_88",64,2.05867215645908e-05,4950.0504431515
"926566",0.000259617175078661,0.000240530986819929,0.000295409591821007,0.000296953292958934,0.000225953696259149,0.000155936546469091,0.000258924139175956,0.000267679364510357,0.000242942778759073,0.000182002714075561,0.00016532862997036,"v_5067",47,2.05862977602108e-05,1091.9260579561
"348824",0.000294232798422482,0.000197264742239515,0.000204173645921266,0.000225077098185919,0.000281044880152722,0.000223368566563833,0.000324642357507108,0.000186972018426832,0.000231395224375644,0.000195459055091172,0.000257007383016569,"v_132",148,2.05846027171676e-05,8303.4306601009
"2703788",0.000217242877537086,0.000211931265826096,0.000240933760045919,0.000258146896719982,0.000258689037413301,0.000170687300864816,0.000205052123290762,0.00022867081390332,0.000216738713042829,0.000135703778038795,0.000124284167309505,"v_5073",19,2.05846027171676e-05,4195.20988626723
"2527984",0.000242906184498885,0.000200442489016607,0.000190443964742179,0.000427545252476101,0.000181242010780307,0.000210725062796069,0.000344103975811183,0.000209502819208483,0.000375739654168512,0.000211880352601749,0.000210592616829994,"v_4838",56,2.05778253354186e-05,7273.34896751346
"2609418",1.19364218426971e-06,1.4666523586581e-06,8.85785882521762e-07,1.68723461908485e-06,7.98422954979325e-07,8.42900251184275e-07,2.82052439189494e-07,2.69024486945082e-06,8.88273414109957e-07,4.56147153071581e-07,1.53437243591981e-06,"v_1417",4,2.05744383178339e-05,705.65551543177
"186192",0.000181433612008995,0.000196775858119962,0.00024624847534105,0.000245323913614937,0.000221961581484252,0.000216625364554359,0.000198564917189404,0.000242458318859255,0.000238057274981468,0.000184511523417454,0.00016302707131648,"v_4690",25,2.05723219979839e-05,10544.787184475
"392499",0.000157262357777534,0.000137620879654085,0.000133310775319525,0.000145777071088931,0.000209186814204583,0.000125170687300865,0.000107179926892008,0.000137202488341992,0.000140791336136428,0.000119966701257826,0.00016417785064342,"v_366",34,2.05680906641436e-05,13628.0292546714
"2744523",0.000160544873784275,0.000132487596398782,0.000117366629434133,0.000177834528851543,0.000209985237159562,0.000224632916940609,0.0002174624306151,0.000148636029037158,0.00019808497134652,0.000190897583560457,0.000302271369876203,"v_89",36,2.05668216033894e-05,7808.8662374396
"264",1.19364218426971e-06,1.71109441843445e-06,1.32867882378264e-06,1.01234077145091e-06,7.98422954979325e-07,1.26435037677641e-06,1.41026219594747e-06,1.34512243472541e-06,4.44136707054978e-07,1.14036788267895e-06,2.30155865387972e-06,"v_2719",9,2.0566398617938e-05,4747.4132428905
"82367",0.000261706048901133,0.000216575664961846,0.000211702825922701,0.000257472002872348,0.000245115847178653,0.000210303612670477,0.00030687305383817,0.000217573553816835,0.000256266879970722,0.000240845696821795,0.000265830024523107,"v_581",112,2.05659756498848e-05,10003.1715806473
"1069220",0.000180239969824726,0.000197509184299291,0.000292309341232181,0.000236887740519513,0.000131739787571589,0.000274785481886074,0.000208718805000226,0.000227998252685957,0.000250493102779008,0.000254758184990478,0.000193714520034876,"v_3436",215,2.05617469260188e-05,14026.6805360745
"29555",0,2.4444205977635e-07,4.42892941260881e-07,1.01234077145091e-06,1.59684590995865e-06,4.21450125592137e-07,1.97436707432646e-06,0,4.44136707054978e-07,2.2807357653579e-06,7.67186217959906e-07,"v_4748",6,2.05587878538681e-05,4332.42087589738
"128",0.000236341152485402,0.000259597467482484,0.000309139273000095,0.000379965236217908,0.000198008892834873,0.000189652556516462,0.00026202671600704,0.000267006803292994,0.000329993573341849,0.000208231175377177,0.000171082526605059,"v_4848",66,2.05587878538681e-05,2458.20551893566
"50052",8.95231638202279e-07,7.33326179329051e-07,0,3.3744692381697e-07,7.98422954979325e-07,8.42900251184275e-07,1.41026219594747e-06,0,8.88273414109957e-07,9.12294306143162e-07,3.83593108979953e-07,"v_4724",5,2.05566747522921e-05,4490.98573104922
"1856685",0.000165021031975287,9.09324462368023e-05,0.000111166128256481,0.000394138007018221,0.000653908400128067,0.000138657091319813,0.000505437971027573,8.60878358224264e-05,0.000170104358802057,9.92120057930688e-05,9.58982772449883e-05,"v_1295",48,2.05554070998376e-05,378.181927302491
"743009",0.000188297054568546,0.000191642574864659,0.000278136767111833,0.000458590369467262,0.000146909823716196,0.0003055513410543,0.000237770206236744,0.000204458610078263,0.000227842130719204,0.000278249763373664,0.000204455127086315,"v_3154",209,2.05520274575087e-05,16341.3970304567
"1031542",8.95231638202279e-07,4.888841195527e-07,1.32867882378264e-06,1.34978769526788e-06,0,1.68580050236855e-06,8.46157317568482e-07,1.00884182604406e-06,4.44136707054978e-07,1.14036788267895e-06,0,"v_2928",6,2.05482266880368e-05,1948.87304550464
"309887",0.000278118628934841,0.000243464291537245,0.000310910844765138,0.000319224789930854,0.000245914270133632,0.00024444107284344,0.000291360169682747,0.000253891859554421,0.000275808895081142,0.000239021108209508,0.000212126989265914,"v_4663",96,2.05478044670927e-05,8562.12273376595
"477967",5.96821092134853e-07,7.33326179329051e-07,4.42892941260881e-07,6.7489384763394e-07,0,0,8.46157317568482e-07,0,8.88273414109957e-07,4.56147153071581e-07,3.83593108979953e-07,"v_6048",15,2.05473822634996e-05,193714.208925951
"633149",0.000288264587501134,0.000211686823766319,0.000208602575333875,0.000221702628947749,0.000372863519975345,0.000212410863298437,0.000232129157452954,0.000190671105122327,0.000218515259871049,0.000188388774218563,0.000265446431414127,"v_723",153,2.05456936226167e-05,12573.7899694515
"1229205",0.000230372941564053,0.000288197188476317,0.00020107339533244,0.000241949444376768,0.000240325309448777,0.000169001500362447,0.000229308633061059,0.000207148854947713,0.000199417381467685,0.000157598841386231,0.000172616899040979,"v_980",80,2.05334592718835e-05,3273.98719200178
"1794",0.000159948052692141,0.000165487274468589,0.000186900821212092,0.000162986864203597,0.000124553980976775,0.000186280955511725,0.000241154835507017,0.000197060436687273,0.000194976014397136,0.000236056151714543,0.000154971616027901,"v_3378",80,2.05284010428428e-05,514.255325094007
"28047",0.000211274666615738,0.000227086673532229,0.000292309341232181,0.000228451567424089,0.000154894053265989,0.000280264333518771,0.000263719030642177,0.0002236266047731,0.000262928930576547,0.000310180064088675,0.000189494995836097,"v_3376",228,2.05275582469465e-05,21668.7794232819
"1198114",0.00025275373251911,0.00024713092243389,0.000273707837699224,0.000283117969082438,0.000219566312619314,0.000180802103879027,0.000244257412338102,0.000261962594162774,0.000252269649607228,0.000174704359626415,0.000148066940066262,"v_5066",40,2.05267155202496e-05,2598.59095975015
"649460",6.20693935820247e-05,5.52439055094551e-05,5.66902964813927e-05,3.74566085436837e-05,4.47116854788422e-05,2.40226571587518e-05,3.75129744122027e-05,4.64067239980267e-05,3.02012960797385e-05,2.00704747351496e-05,4.21952419877948e-05,"v_5013",7,2.05254515599343e-05,233.376374154423
"2641838",0.000279610681665179,0.000248842016852324,0.000256877905931311,0.00031078861683543,0.000281843303107702,0.00024064802171311,0.000307155106277359,0.000261626313554093,0.000242498642052018,0.000212792646907892,0.000224018375644293,"v_1220",139,2.05241877552696e-05,4370.88871909854
"2724527",0.000143535472658432,0.000142265278789836,0.000134639454143308,0.000131266853364801,0.000209985237159562,0.000106205431649219,0.000118179972020398,0.00013417596286386,0.000169660222095002,0.000109703390313715,0.000147683346957282,"v_439",26,2.05225029244567e-05,9781.01076833442
"103855",0.000259617175078661,0.00024444205977635,0.000216574648276571,0.00028952946063496,0.00033054710336144,0.00023264046932686,0.000308283316034117,0.000232706181207496,0.000245163462294348,0.000206862733917962,0.000226319934298172,"v_1060",167,2.05220817599737e-05,8988.91174590599
"1715720",0.000279909092211246,0.000228797767950664,0.000228532757690614,0.000266920516739223,0.000265874844008115,0.000202717510409818,0.000304334581885464,0.000196724156078591,0.000231839361082699,0.000202301262387246,0.000286544052408025,"v_870",138,2.05212394828648e-05,6521.53522353672
"1911929",1.19364218426971e-06,2.4444205977635e-07,0,3.3744692381697e-07,0,4.21450125592137e-07,5.64104878378988e-07,3.36280608681353e-07,1.33241012116494e-06,9.12294306143162e-07,3.83593108979953e-07,"v_6072",10,2.05166081943333e-05,15134.4876108345
"2774562",8.20629001685423e-05,6.62437981993909e-05,5.31471529513057e-05,8.23370494113407e-05,9.42139086875603e-05,9.35619278814545e-05,0.000679182273568302,7.06189278230841e-05,8.1721154098116e-05,0.000120878995563969,0.000179905168111598,"v_114",9,2.05119789957335e-05,0.41712252078493
"1871025",1.19364218426971e-05,1.3933197407252e-05,1.55012529441308e-05,1.28229831050449e-05,1.59684590995865e-05,1.51722045213169e-05,1.46667268378537e-05,1.61414692167049e-05,1.24358277975394e-05,1.48247824748264e-05,1.38093519232783e-05,"v_4579",1,2.05069313427939e-05,0
"621",2.98410546067426e-07,4.888841195527e-07,1.32867882378264e-06,1.34978769526788e-06,0,1.26435037677641e-06,2.82052439189494e-07,0,0,6.84220729607371e-07,0,"v_1939",15,2.05056698177046e-05,48560.9312780019
"2654249",0.000144430704296634,0.000109998926899358,9.38933035473067e-05,0.000132279194136252,0.000257092191503343,0.000165208449232118,0.000226770161108353,0.00014157413625485,0.000143012019671703,0.000171055182401843,0.000358659556896256,"v_86",52,2.04968434861031e-05,7894.92288898166
"216938",5.96821092134853e-07,1.4666523586581e-06,4.42892941260881e-07,6.7489384763394e-07,3.1936918199173e-06,4.21450125592137e-07,5.64104878378988e-07,3.36280608681353e-07,3.10895694938485e-06,9.12294306143162e-07,7.67186217959906e-07,"v_4791",5,2.04960032793605e-05,4780.33045995104
"1903266",1.49205273033713e-06,2.4444205977635e-07,0,6.7489384763394e-07,0,4.21450125592137e-07,1.12820975675798e-06,3.36280608681353e-07,4.44136707054978e-07,3.87725080110844e-06,0,"v_6133",2,2.04918032786885e-05,2300.3542609667
"1332264",0.00021097625606967,0.000200442489016607,0.000276808088288051,0.00024498646669112,0.000178048318960389,0.000271413880881336,0.000231283000135385,0.000229343375120683,0.000260264110334217,0.000281670867021701,0.000193714520034876,"v_3667",228,2.04913833732915e-05,12498.9472501338
"1037409",1.49205273033713e-06,7.33326179329051e-07,0,1.01234077145091e-06,7.98422954979325e-07,8.42900251184275e-07,2.82052439189494e-06,3.36280608681353e-07,8.88273414109957e-07,2.2807357653579e-07,7.67186217959906e-07,"v_31",5,2.04909634851031e-05,3664.08000771445
"1112",0.000251858500880908,0.000192375901043988,0.000153240957676265,0.000184583467327883,0.000289029109702516,0.000144557393078103,0.000221129112324563,0.000209166538599802,0.00020163806500296,0.000164441048682305,0.000213277768592854,"v_452",90,2.04888643022517e-05,4675.05710641604
"1122214",0.000261706048901133,0.000190420364565777,0.000192215536507222,0.000212591562004691,0.00027226222764795,0.000209460712419292,0.000268231869669209,0.000214210747730022,0.000226953857305094,0.000207090807494498,0.000240129286221451,"v_266",135,2.04880247495339e-05,21640.0356974285
"57372",2.38728436853941e-06,2.4444205977635e-07,0,1.34978769526788e-06,0,0,8.46157317568482e-07,0,4.44136707054978e-07,4.56147153071581e-07,7.67186217959906e-07,"v_4736",9,2.04855065041483e-05,19297.3980890782
"93944",2.38728436853941e-06,2.68886265753985e-06,1.32867882378264e-06,3.03702231435273e-06,2.39526886493797e-06,2.10725062796069e-06,1.97436707432646e-06,3.02652547813218e-06,3.99723036349481e-06,2.5088093418937e-06,2.68515176285967e-06,"v_3693",2,2.048382801778e-05,0
"279058",0.000198741423680906,0.000186264849549579,0.000209931254157657,0.000216640925090495,0.000204396276474707,0.000211989413172845,0.000220000902567805,0.000182936651122656,0.000175433999286716,0.00017447628604988,0.000189878588945077,"v_1141",18,2.04834084391643e-05,9577.91667540244
"28446",2.68569491460684e-06,3.4221888368689e-06,4.42892941260881e-06,3.3744692381697e-06,3.99211477489662e-06,6.32175188388206e-06,1.97436707432646e-06,1.68140304340676e-06,2.66482024232987e-06,2.5088093418937e-06,3.06874487183962e-06,"v_4456",2,2.04817302965755e-05,2151.43999254339
