"","vcXtM2TOMPOOB050180.extra.kraken2.report","OeS0M2TOMPOOA051355.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","FvY2M2TOMPOOB051329.extra.kraken2.report","nG3jM2TOMPOOA051345.extra.kraken2.report","XR8LM2TOMPOOB051125.extra.kraken2.report","X0n7bM2TOMPOOA100365.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","AYtCM2TOMPOOA100360.extra.kraken2.report","cSObM2TOMPOOM080315.extra.kraken2.report","nodos","degrees","closeness","betweenness"
"84110",5.22218455617996e-05,5.49994634496788e-05,8.37067658983065e-05,8.57115186495104e-05,5.18974920736561e-05,7.03821709738869e-05,7.81285256554899e-05,6.49021574755011e-05,7.46149667852364e-05,6.34044542769497e-05,4.52639868596345e-05,"v_3817",184,2.49128051818635e-05,55691.9769113236
"1247",3.87933709887654e-06,4.888841195527e-06,3.98603647134793e-06,5.06170385725455e-06,3.99211477489662e-06,2.95015087914496e-06,4.51283902703191e-06,2.69024486945082e-06,2.66482024232987e-06,1.59651503575053e-06,4.21952419877948e-06,"v_4186",12,2.49121845494631e-05,14817.9235598754
"2715163",1.79046327640456e-06,9.77768239105401e-07,3.54314353008705e-06,3.3744692381697e-06,7.98422954979325e-07,1.68580050236855e-06,3.10257683108444e-06,3.36280608681353e-06,4.44136707054978e-06,2.5088093418937e-06,3.06874487183962e-06,"v_1586",26,2.49097023290572e-05,8934.2645079855
"84163",5.96821092134853e-06,7.33326179329051e-06,8.41496588395674e-06,5.73659770488849e-06,4.79053772987595e-06,7.16465213506634e-06,9.5897829324428e-06,8.07073460835247e-06,6.66205060582468e-06,1.16317524033253e-05,3.06874487183962e-06,"v_3820",14,2.4909081851243e-05,5169.61786592404
"218936",7.54978681550589e-05,6.15993990636403e-05,6.55481553066103e-05,8.84110940400462e-05,4.87038002537388e-05,6.78534702203341e-05,7.33336341892685e-05,6.35570350407757e-05,6.88411895935216e-05,6.18079392411992e-05,6.48272354176121e-05,"v_2510",94,2.49016385278151e-05,21543.6052361422
"2619321",6.44566779505641e-05,6.25771673027457e-05,7.35202282493062e-05,8.16621555637068e-05,4.71069543437802e-05,7.62824727321769e-05,7.05131097973735e-05,4.74155658240708e-05,9.10480249462706e-05,6.84220729607371e-05,3.52905660261557e-05,"v_4680",202,2.49016385278151e-05,59386.8552309292
"712357",2.98410546067426e-06,2.9333047173162e-06,2.2144647063044e-06,4.72425693343758e-06,0,2.10725062796069e-06,3.10257683108444e-06,3.69908669549488e-06,3.10895694938485e-06,3.19303007150107e-06,4.21952419877948e-06,"v_5232",21,2.49016385278151e-05,22905.2416590204
"2483033",4.83425084629231e-05,2.98219312927147e-05,3.18882917707834e-05,4.82549101058267e-05,5.10990691186768e-05,4.34093629359902e-05,5.33079110068144e-05,3.49731833028607e-05,5.28522681395424e-05,3.69479193987981e-05,4.8716324840454e-05,"v_696",60,2.48972986430972e-05,10940.8176703912
"69539",3.87933709887654e-06,2.19997853798715e-06,2.65735764756528e-06,6.07404462870546e-06,6.3873836398346e-06,2.95015087914496e-06,5.07694390541089e-06,5.38048973890165e-06,1.77654682821991e-06,3.42110364803686e-06,3.83593108979953e-06,"v_2485",21,2.48972986430972e-05,18967.8439245724
"459349",1.16380112966296e-05,1.75998283038972e-05,3.89745788309575e-05,1.85595808099334e-05,1.19763443246899e-05,2.36012070331597e-05,2.05898280608331e-05,2.99289741726404e-05,1.9542015110419e-05,1.50528560513622e-05,1.6494503686138e-05,"v_5062",9,2.48966787830503e-05,2864.18636446356
"343334",1.79046327640456e-06,5.8666094346324e-06,5.31471529513057e-06,7.76127924779031e-06,1.03794984147312e-05,2.10725062796069e-06,6.76925854054786e-06,4.03536730417623e-06,3.99723036349481e-06,3.87725080110844e-06,4.60311730775944e-06,"v_4967",16,2.48917210135909e-05,8538.3522998959
"253239",7.25137626943846e-05,6.62437981993909e-05,8.37067658983065e-05,9.0773222506765e-05,6.3873836398346e-05,6.61676697179656e-05,8.37695744392798e-05,6.69198411275892e-05,8.66066578757208e-05,6.22640863942708e-05,6.59780147445519e-05,"v_4336",140,2.48911014312383e-05,43816.8234311429
"264686",1.01459585662925e-05,1.83331544832263e-05,6.64339411891321e-06,1.01234077145091e-05,7.98422954979325e-06,1.30649538933563e-05,9.87183537163229e-06,7.39817339098976e-06,6.2179138987697e-06,7.29835444914529e-06,4.21952419877948e-06,"v_4628",9,2.4887384584754e-05,2165.6795901391
"198620",6.41582674044967e-05,6.15993990636403e-05,7.041997766048e-05,0.000108995356392881,9.8206023462457e-05,5.26812656990172e-05,7.61541585811634e-05,4.74155658240708e-05,7.28384199570165e-05,5.70183941339476e-05,6.21420836547524e-05,"v_1490",133,2.48830496665671e-05,56515.5437903031
"91844",1.19364218426971e-06,2.4444205977635e-07,3.10025058882617e-06,3.71191616198667e-06,1.59684590995865e-06,8.42900251184275e-07,3.38462927027393e-06,2.01768365208812e-06,3.55309365643983e-06,1.82458861228632e-06,1.53437243591981e-06,"v_2269",26,2.48818113958696e-05,15419.1515745117
"89059",5.07297928314625e-06,2.4444205977635e-06,6.20050117765233e-06,4.72425693343758e-06,7.98422954979325e-07,8.42900251184275e-07,1.97436707432646e-06,1.68140304340676e-06,2.22068353527489e-06,2.96495649496528e-06,1.91796554489977e-06,"v_4169",26,2.48818113958696e-05,15597.9737694603
"60520",2.68569491460684e-06,1.9555364782108e-06,2.65735764756528e-06,2.36212846671879e-06,7.98422954979325e-07,3.3716010047371e-06,5.07694390541089e-06,1.34512243472541e-06,4.44136707054978e-06,3.19303007150107e-06,3.06874487183962e-06,"v_4155",20,2.48805732484076e-05,12941.9760738399
"1441457",5.96821092134853e-06,7.82214591284321e-06,4.42892941260881e-06,1.1810642333594e-05,7.98422954979325e-06,1.18006035165798e-05,5.07694390541089e-06,5.716770347583e-06,7.99446072698961e-06,4.56147153071581e-06,7.28826907061911e-06,"v_2291",5,2.4876859545251e-05,11961.0919694665
"548",8.02724368921377e-05,7.08881973351416e-05,8.28209800157847e-05,0.000106295781002346,7.10596429931599e-05,6.06888180852678e-05,9.25132000541541e-05,7.29728920838536e-05,8.83832047039407e-05,6.61413371953792e-05,5.37030352571934e-05,"v_1780",150,2.48750031093754e-05,47728.9757104179
"1839801",5.4609129930339e-05,4.25329184010849e-05,6.02334400114798e-05,7.15387478491977e-05,4.39132625238629e-05,6.53247694667813e-05,6.48720610135836e-05,6.38933156494571e-05,6.83970528864667e-05,5.20007754501602e-05,4.48803937506545e-05,"v_4703",87,2.48750031093754e-05,9663.51755896415
"454171",7.01264783258452e-05,7.62659226502213e-05,7.7949157661915e-05,9.54974794402025e-05,7.02612200381806e-05,6.32175188388206e-05,7.64362110203529e-05,7.39817339098977e-05,8.1277017391061e-05,5.81587620166266e-05,4.94835110584139e-05,"v_4711",86,2.48743843589871e-05,48551.115051957
"2769486",6.41582674044967e-05,5.27994849116916e-05,5.31471529513057e-05,6.44523624490413e-05,3.91227247939869e-05,4.55166135639508e-05,6.23335890608782e-05,4.94332494761589e-05,5.10757213113225e-05,4.92638925317307e-05,5.52374076931132e-05,"v_2312",49,2.48706725029845e-05,2727.93984995478
"1655",5.25202561078671e-05,5.27994849116916e-05,6.86484058954365e-05,7.25510886206486e-05,3.75258788840283e-05,6.15317183364521e-05,5.97951171081728e-05,5.04420913022029e-05,5.90701820383121e-05,6.52290428892361e-05,4.44968006416745e-05,"v_3726",172,2.48706725029845e-05,60242.3810015659
"1979527",2.14855593168547e-05,1.44220815268047e-05,2.17017541217832e-05,1.68723461908485e-05,1.19763443246899e-05,2.48655574099361e-05,1.80513561081276e-05,2.05131171295625e-05,1.9542015110419e-05,1.50528560513622e-05,1.49601312502182e-05,"v_3527",10,2.48700539680171e-05,267.443610187191
"2558360",6.80376045033732e-05,5.52439055094551e-05,4.60608658911316e-05,5.73659770488849e-05,5.82848757134907e-05,5.520996645257e-05,5.95130646689833e-05,5.07783719108843e-05,5.90701820383121e-05,4.65270096133013e-05,4.8716324840454e-05,"v_563",74,2.48688169903758e-05,11720.8304583449
"511062",7.4901047062924e-05,6.81993346776017e-05,7.21915494255236e-05,9.98842894498232e-05,6.54706823083046e-05,6.4481869215597e-05,9.67439866419965e-05,5.61588616497859e-05,7.81680604416762e-05,5.6562246980876e-05,7.3649876924151e-05,"v_2517",114,2.48681985476972e-05,46294.7496527572
"1765049",6.62471412269687e-05,5.84216522865477e-05,3.76459000071749e-05,6.95140663062958e-05,5.03006461636975e-05,5.68957669549386e-05,8.40516268784692e-05,4.80881270414335e-05,7.19501465429065e-05,4.60708624602297e-05,7.09647251612913e-05,"v_1172",59,2.48632521133764e-05,18250.4731741447
"190895",6.26662146741596e-06,1.9555364782108e-06,4.87182235386969e-06,7.76127924779031e-06,3.1936918199173e-06,2.95015087914496e-06,3.66668170946342e-06,7.06189278230841e-06,4.44136707054978e-06,5.92991298993055e-06,4.98671041673939e-06,"v_2584",17,2.48620158122421e-05,3750.15702008432
"887061",2.74537702382032e-05,2.78663948145039e-05,1.59441458853917e-05,2.12591562004691e-05,2.31542656944004e-05,1.39078541445405e-05,2.5666771966244e-05,1.24423825212101e-05,1.68771948680892e-05,1.82458861228632e-05,4.67983592955543e-05,"v_1209",14,2.48595435787799e-05,3569.37195011871
"2116",1.49205273033713e-06,4.3999570759743e-06,1.32867882378264e-06,5.73659770488849e-06,1.59684590995865e-06,5.05740150710565e-06,4.7948914662214e-06,1.00884182604406e-06,4.44136707054978e-06,5.92991298993055e-06,6.90467596163915e-06,"v_4714",14,2.48564539782755e-05,13692.7062056354
"114277",2.80505913303381e-05,2.66441845156222e-05,2.12588611805223e-05,2.49710723624558e-05,1.99605738744831e-05,1.55936546469091e-05,2.228214269597e-05,3.59820251289048e-05,1.24358277975394e-05,1.61932239340411e-05,9.97342083347878e-06,"v_763",11,2.48552183530932e-05,360.526958052012
"191292",2.41712542314615e-05,3.71551930860052e-05,3.23311847120443e-05,2.76706477529916e-05,2.23558427394211e-05,3.41374601729631e-05,2.87693487973284e-05,2.42122038250574e-05,2.57599290091887e-05,2.89653442200454e-05,2.26319934298172e-05,"v_3452",15,2.48521298275262e-05,11322.0744366529
"2592816",1.79046327640456e-06,1.22221029888175e-06,2.65735764756528e-06,2.69957539053576e-06,2.39526886493797e-06,1.68580050236855e-06,3.66668170946342e-06,2.69024486945082e-06,2.66482024232987e-06,1.82458861228632e-06,1.91796554489977e-06,"v_60",24,2.48484246098797e-05,26239.8206267539
"1444684",6.26662146741596e-06,8.55547209217226e-06,6.20050117765233e-06,8.09872617160728e-06,8.78265250477257e-06,7.58610226065847e-06,9.5897829324428e-06,7.73445399967112e-06,9.77100755520952e-06,8.43872233182425e-06,1.07406070514387e-05,"v_1194",16,2.48484246098797e-05,15224.7335555444
"1286",5.6698003752811e-06,9.77768239105401e-07,8.85785882521762e-07,4.04936308580364e-06,7.98422954979325e-07,2.52870075355282e-06,2.53847195270545e-06,3.02652547813218e-06,3.10895694938485e-06,2.2807357653579e-06,4.98671041673939e-06,"v_4066",21,2.48484246098797e-05,71523.8071962433
"437900",4.62536346404511e-05,4.22884763413086e-05,4.38464011848272e-05,9.44851386687516e-05,0.000139724017121382,4.97311148198722e-05,6.14874317433097e-05,3.69908669549488e-05,6.0846728866532e-05,4.3562053118336e-05,5.17850697122937e-05,"v_1497",113,2.4845337772367e-05,24713.5957252445
"2751",5.07297928314625e-06,4.64439913575065e-06,3.54314353008705e-06,7.08638540015637e-06,2.39526886493797e-06,3.3716010047371e-06,2.25641951351595e-06,4.03536730417623e-06,2.66482024232987e-06,5.47376583685897e-06,4.98671041673939e-06,"v_4313",13,2.48447204968944e-05,5627.25525745835
"441209",5.90852881213504e-05,4.74217595966119e-05,5.1818474127523e-05,5.7028530125068e-05,5.10990691186768e-05,5.35241659502015e-05,8.12311024865743e-05,5.68314228671486e-05,6.0846728866532e-05,5.2228849026696e-05,5.48538145841333e-05,"v_690",40,2.48441032520931e-05,5800.6142930897
"132132",6.53519095887664e-05,6.25771673027457e-05,6.15621188352624e-05,8.36868371066086e-05,4.87038002537388e-05,6.57462195923734e-05,8.85644659055012e-05,5.91853871279181e-05,7.50591034922913e-05,5.38253640624465e-05,6.5210828526592e-05,"v_2871",73,2.48441032520931e-05,12461.9576621588
"431057",3.87933709887654e-06,3.17774677709255e-06,3.98603647134793e-06,4.72425693343758e-06,3.99211477489662e-06,8.42900251184275e-07,5.07694390541089e-06,5.716770347583e-06,3.55309365643983e-06,1.36844145921474e-06,1.91796554489977e-06,"v_4894",21,2.48434860379608e-05,6963.87928381905
"169679",2.98410546067426e-06,3.9110729564216e-06,3.98603647134793e-06,3.3744692381697e-06,1.59684590995865e-06,6.32175188388206e-06,1.01538878108218e-05,4.70792852153894e-06,3.10895694938485e-06,5.92991298993055e-06,3.83593108979953e-06,"v_4360",5,2.48397833970888e-05,7089.68800543509
"2634694",2.92442335146078e-05,2.54219742167404e-05,3.27740776533052e-05,3.50944800769649e-05,1.91621509195038e-05,3.3716010047371e-05,3.10257683108444e-05,3.36280608681353e-05,3.28661163220684e-05,3.51233307865117e-05,2.68515176285967e-05,"v_3277",27,2.48342315047061e-05,3931.15737034701
"1630135",7.16185310561824e-05,6.03771887647585e-05,6.86484058954365e-05,9.34727978973007e-05,5.03006461636975e-05,6.49033193411892e-05,7.92567354122479e-05,7.53268563446231e-05,8.52742477545558e-05,6.91062936903445e-05,4.79491386224941e-05,"v_3327",104,2.48336147809675e-05,21894.2516307596
"353800",5.69964142988785e-05,4.61995492977302e-05,7.97207294269585e-05,7.05264070777468e-05,4.71069543437802e-05,4.76238641919115e-05,5.86669073514148e-05,5.11146525195656e-05,5.19639947254325e-05,5.81587620166266e-05,5.17850697122937e-05,"v_5328",49,2.4830531621682e-05,4035.05911841598
"358023",2.98410546067426e-06,3.4221888368689e-06,3.54314353008705e-06,4.72425693343758e-06,7.98422954979325e-06,5.47885163269779e-06,7.61541585811634e-06,4.03536730417623e-06,3.55309365643983e-06,5.47376583685897e-06,4.21952419877948e-06,"v_4963",15,2.48292985723153e-05,25503.4320792391
"1853130",4.32695291797768e-05,4.96217381345991e-05,4.8275330597436e-05,7.35634293920995e-05,7.50517577680565e-05,3.87734115544766e-05,5.44361207635724e-05,3.90085506070369e-05,4.0416440342003e-05,4.51585681540865e-05,3.37561935902359e-05,"v_1503",38,2.48286820935545e-05,4147.01480497515
"1661",5.81900564831482e-05,4.49773389988484e-05,6.15621188352624e-05,7.39008763159165e-05,3.67274559290489e-05,6.91178205971105e-05,6.26156415000677e-05,3.96811118243996e-05,6.1735002280642e-05,6.36325278534855e-05,5.52374076931132e-05,"v_3738",142,2.48268328409345e-05,52082.6141151337
"1534743",3.58092655280912e-06,1.9555364782108e-06,3.98603647134793e-06,3.71191616198667e-06,1.59684590995865e-06,2.52870075355282e-06,1.69231463513696e-06,1.00884182604406e-06,2.22068353527489e-06,3.19303007150107e-06,7.67186217959906e-07,"v_2639",21,2.48256001588838e-05,47463.1349168192
"2691889",4.86409190089905e-05,5.69549999278896e-05,6.06763329527407e-05,5.6353636277434e-05,3.91227247939869e-05,5.8160117331715e-05,5.35899634460039e-05,4.70792852153894e-05,5.46288149677623e-05,5.20007754501602e-05,3.56741591351356e-05,"v_3733",69,2.48243675992354e-05,15749.2966177271
"39687",3.90917815348329e-05,4.86439698954937e-05,5.97905470702189e-05,5.36540608868983e-05,2.7146380469297e-05,6.40604190900049e-05,5.52822780811408e-05,4.67430046067081e-05,4.57460808266628e-05,5.29130697563034e-05,4.37296144237146e-05,"v_3392",86,2.4822518989227e-05,21826.7290127563
"869212",8.23613107146097e-05,5.3777253150797e-05,5.49187247163492e-05,7.79502394017201e-05,5.66880298035321e-05,5.64743168293464e-05,8.65900988311747e-05,4.5734162780664e-05,6.75087794723567e-05,5.81587620166266e-05,5.79225594559729e-05,"v_5146",77,2.4822518989227e-05,24440.5001836229
"1808979",8.59422372674188e-05,7.23548496937997e-05,6.77626200129148e-05,0.00010022173637364,7.98422954979325e-05,7.45966722298083e-05,9.73080915203755e-05,5.17872137369284e-05,8.83832047039407e-05,6.6369410771915e-05,5.94569318918927e-05,"v_2537",171,2.48194385842992e-05,73801.378621327
"83986",5.37138982921368e-05,5.64661158083369e-05,6.6876834130393e-05,7.15387478491977e-05,3.91227247939869e-05,8.26042246160589e-05,6.54361658919626e-05,5.17872137369284e-05,6.2623275694752e-05,5.61060998278045e-05,4.64147661865743e-05,"v_5331",146,2.48188225950561e-05,46523.1955725807
"1293412",4.77456873707882e-06,2.68886265753985e-06,5.75760823639145e-06,3.71191616198667e-06,6.3873836398346e-06,2.10725062796069e-06,3.10257683108444e-06,3.02652547813218e-06,3.55309365643983e-06,2.73688291842949e-06,3.45233798081958e-06,"v_565",14,2.48157431074274e-05,11738.8103834295
"1783501",1.43237062112365e-05,1.12443347497121e-05,1.68299317679135e-05,1.24855361812279e-05,1.19763443246899e-05,1.13791533909877e-05,1.63590414729907e-05,3.26192190420912e-05,1.73213315751442e-05,1.02633109441106e-05,4.29624282057547e-05,"v_3847",8,2.48120487308637e-05,6923.7626088327
"198618",6.35614463123618e-05,5.40216952105734e-05,6.6876834130393e-05,9.54974794402025e-05,0.000135731902346485,6.36389689644128e-05,8.20772598041428e-05,4.97695300848402e-05,7.01735997146866e-05,6.11237185115918e-05,5.7538966346993e-05,"v_1488",105,2.48114331083763e-05,34311.7484353387
"39664",2.68569491460684e-06,2.9333047173162e-06,3.98603647134793e-06,3.3744692381697e-06,3.1936918199173e-06,4.21450125592137e-06,3.94873414865292e-06,3.36280608681353e-07,3.10895694938485e-06,1.14036788267895e-06,1.15077932693986e-06,"v_5350",14,2.48114331083763e-05,6741.26969517101
"2162",8.95231638202279e-07,9.77768239105401e-07,4.42892941260881e-06,3.3744692381697e-06,1.59684590995865e-06,2.95015087914496e-06,3.38462927027393e-06,3.02652547813218e-06,1.33241012116494e-06,2.2807357653579e-06,7.67186217959906e-07,"v_5409",18,2.48083554541169e-05,14772.0355969649
"2506452",1.04443691123599e-05,7.08881973351416e-06,1.06294305902611e-05,7.76127924779031e-06,6.3873836398346e-06,1.26435037677641e-05,9.30773049325331e-06,7.73445399967112e-06,1.33241012116494e-05,9.80716379103899e-06,1.26585725963385e-05,"v_3539",6,2.48077400148846e-05,4748.00241501057
"64187",4.32695291797768e-05,4.47328969390721e-05,3.63172211833922e-05,4.35306531723891e-05,4.07195707039456e-05,4.25664626848059e-05,5.47181732027619e-05,4.0017392433081e-05,3.73074833926182e-05,3.3754889327297e-05,4.60311730775944e-05,"v_1676",24,2.4805893880386e-05,6370.88156388407
"2583824",1.79046327640456e-06,3.17774677709255e-06,3.54314353008705e-06,5.39915078107152e-06,5.58896068485527e-06,3.3716010047371e-06,4.51283902703191e-06,1.68140304340676e-06,2.66482024232987e-06,5.24569226032318e-06,3.06874487183962e-06,"v_5306",24,2.4804048020637e-05,8033.97227077956
"2633994",7.46026365168566e-06,1.19776609290412e-05,1.37296811790873e-05,9.78596079069213e-06,7.18580659481392e-06,1.43293042701327e-05,1.04359402500113e-05,6.72561217362706e-06,6.66205060582468e-06,1.02633109441106e-05,6.5210828526592e-06,"v_3687",7,2.48022024355763e-05,1576.48171247633
"1479019",7.04248888719126e-05,7.30881758731287e-05,7.52918000143497e-05,7.66004517064522e-05,7.10596429931599e-05,7.71253729833611e-05,8.37695744392798e-05,6.79286829536333e-05,7.55032401993463e-05,6.88782201138087e-05,6.29092698727123e-05,"v_189",79,2.48015873015873e-05,22231.9877323618
"1097668",7.43042259707892e-05,6.06216308245348e-05,7.57346929556106e-05,8.06498147922559e-05,9.98028693724156e-05,5.77386672061228e-05,6.99490049189945e-05,5.61588616497859e-05,6.57322326441368e-05,5.40534376389823e-05,4.83327317314741e-05,"v_924",96,2.48015873015873e-05,38353.8869659068
"1646377",3.58092655280912e-05,3.76440772055579e-05,3.63172211833922e-05,3.67817146960497e-05,3.75258788840283e-05,3.45589102985553e-05,3.55386073378763e-05,3.53094639115421e-05,4.44136707054978e-05,2.8281123490438e-05,2.53171451926769e-05,"v_2003",13,2.48003571251426e-05,369.828804279846
"108980",7.16185310561824e-06,4.888841195527e-06,3.54314353008705e-06,6.41149155252243e-06,3.99211477489662e-06,2.95015087914496e-06,4.23078658784241e-06,3.69908669549488e-06,4.88550377760476e-06,6.15798656646634e-06,7.67186217959906e-06,"v_1583",17,2.47997420826823e-05,1270.24615538366
"402626",7.72883314314634e-05,6.30660514222983e-05,5.44758317750883e-05,6.54647032204922e-05,6.54706823083046e-05,5.31027158246093e-05,7.47438963852159e-05,6.05305095626435e-05,5.90701820383121e-05,5.26849961797676e-05,4.98671041673939e-05,"v_998",71,2.47985120892746e-05,33580.0795307251
"71237",1.49205273033713e-06,2.9333047173162e-06,1.77157176504352e-06,5.06170385725455e-06,1.59684590995865e-06,1.26435037677641e-06,3.94873414865292e-06,3.02652547813218e-06,1.77654682821991e-06,5.47376583685897e-06,4.98671041673939e-06,"v_4087",16,2.47954376394743e-05,9636.74058215769
"146827",2.98410546067426e-05,3.64218669066762e-05,4.73895447149142e-05,3.30697985340631e-05,2.23558427394211e-05,4.93096646942801e-05,4.11796561216661e-05,2.38759232163761e-05,5.81819086242022e-05,5.83868355931624e-05,2.03304347759375e-05,"v_3505",59,2.4791749305831e-05,2066.85412765288
"1501",7.46026365168566e-06,5.62216737485605e-06,1.94872894154788e-05,8.77362001924122e-06,5.58896068485527e-06,1.09577032653956e-05,1.60769890338012e-05,9.07957643439653e-06,1.19916910904844e-05,8.89486948489583e-06,1.03570139424587e-05,"v_4358",9,2.47911346902348e-05,429.943099512039
"1852374",2.68569491460684e-06,4.15551501619795e-06,2.65735764756528e-06,8.09872617160728e-06,5.58896068485527e-06,8.00755238625061e-06,3.66668170946342e-06,3.36280608681353e-06,7.10618731287965e-06,2.96495649496528e-06,1.15077932693986e-06,"v_4563",14,2.47905201051118e-05,8283.96940447074
"38288",4.11806553573049e-05,3.61774248468998e-05,4.4732187067349e-05,5.56787424298001e-05,2.63479575143177e-05,5.64743168293464e-05,4.6256600027077e-05,4.37164791285759e-05,4.79667643619377e-05,5.6562246980876e-05,2.83858900645165e-05,"v_3502",102,2.47899055504599e-05,8359.70287266877
"556054",1.07427796584274e-05,1.36887553474756e-05,7.97207294269585e-06,1.1473195409777e-05,1.35731902346485e-05,1.43293042701327e-05,1.69231463513696e-05,9.07957643439653e-06,1.28799645045944e-05,1.43686353217548e-05,1.38093519232783e-05,"v_1024",8,2.47886765325599e-05,1728.17789999293
"1129742",3.58092655280912e-06,1.9555364782108e-06,4.42892941260881e-07,5.06170385725455e-06,0,2.10725062796069e-06,2.25641951351595e-06,1.68140304340676e-06,2.66482024232987e-06,2.05266218882211e-06,2.30155865387972e-06,"v_766",23,2.47862188623126e-05,37071.1080212688
"253237",1.67109905797759e-05,1.22221029888175e-05,1.19581094140438e-05,5.16293793439964e-05,7.18580659481392e-05,1.55936546469091e-05,2.70770341621914e-05,1.00884182604406e-05,2.70923391303537e-05,1.66493710871127e-05,7.21155044882312e-05,"v_1341",37,2.47862188623126e-05,4262.03692802252
"2639138",7.22153521483172e-05,5.52439055094551e-05,5.44758317750883e-05,0.000123843021040828,5.50911838935734e-05,6.99607208482948e-05,0.000102385035425786,6.08667901713249e-05,0.00010703694640025,6.40886750065571e-05,5.21686628212736e-05,"v_4837",94,2.47856045208943e-05,25841.4920392359
"158190",7.16185310561824e-06,4.64439913575065e-06,3.54314353008705e-06,5.39915078107152e-06,1.59684590995865e-06,4.21450125592137e-06,4.23078658784241e-06,5.04420913022029e-06,4.88550377760476e-06,4.7895451072516e-06,3.06874487183962e-06,"v_5114",10,2.47825332705509e-05,1617.11591940099
"1702221",2.32760225932593e-05,2.17553433200952e-05,2.83451482406964e-05,2.15966031242861e-05,1.67668820545658e-05,2.95015087914496e-05,2.3410352452728e-05,2.38759232163761e-05,2.66482024232987e-05,1.9614327582078e-05,1.53437243591981e-05,"v_4564",15,2.47813049835204e-05,3935.97552460203
"122355",3.25267495213495e-05,2.95774892329384e-05,2.92309341232181e-05,5.02795916487285e-05,5.42927609385941e-05,2.78157082890811e-05,2.70770341621914e-05,2.62298874771455e-05,3.10895694938485e-05,3.05618592557959e-05,2.33991796477771e-05,"v_1522",24,2.47806908856619e-05,1175.74051701636
"2668067",7.75867419775309e-06,8.79991415194861e-06,7.52918000143497e-06,8.09872617160728e-06,1.43716131896278e-05,8.00755238625061e-06,8.74362561487432e-06,7.73445399967112e-06,6.66205060582468e-06,7.75450160221688e-06,1.30421657053184e-05,"v_2280",13,2.4778234798553e-05,780.019938813728
"78448",7.25137626943846e-05,6.50215879005091e-05,7.21915494255236e-05,7.76127924779031e-05,5.66880298035321e-05,8.38685749928353e-05,7.0231057358184e-05,6.15393513886876e-05,6.79529161794117e-05,6.47728957361645e-05,5.83061525649529e-05,"v_3763",75,2.47763930526994e-05,14906.2580243376
"1867846",4.17774764494397e-06,3.4221888368689e-06,3.54314353008705e-06,6.41149155252243e-06,1.19763443246899e-05,5.47885163269779e-06,7.33336341892685e-06,8.40701521703382e-06,3.99723036349481e-06,5.70183941339476e-06,6.13748974367925e-06,"v_2675",10,2.47665750303391e-05,13395.7026772454
"1565605",6.14725724898899e-05,5.35328110910207e-05,4.73895447149142e-05,6.44523624490413e-05,5.50911838935734e-05,3.96163118056609e-05,6.60002707703416e-05,4.90969688674775e-05,5.06315846042675e-05,4.21936116591212e-05,6.21420836547524e-05,"v_1176",93,2.47641217404225e-05,18800.4235656806
"2737173",5.04313822853951e-05,4.61995492977302e-05,5.80189753051754e-05,6.24276809061395e-05,4.31148395688835e-05,6.53247694667813e-05,7.05131097973735e-05,5.75039840845114e-05,6.1290865573587e-05,7.32116180679887e-05,3.60577522441156e-05,"v_3724",136,2.47635084938834e-05,43016.1856238993
"374162",6.56503201348338e-06,1.24665450485939e-05,4.87182235386969e-06,9.11106694305819e-06,3.1936918199173e-06,6.32175188388206e-06,3.66668170946342e-06,6.72561217362706e-06,3.55309365643983e-06,4.7895451072516e-06,2.68515176285967e-06,"v_4629",5,2.47610558114198e-05,203.703130932702
"2706126",6.62471412269687e-05,6.08660728843112e-05,5.62474035401319e-05,8.97608817353141e-05,0.000105391830057271,5.47885163269779e-05,6.79746378446681e-05,5.91853871279181e-05,6.48439592300268e-05,4.94919661082665e-05,6.06077112188326e-05,"v_1313",133,2.47604427167158e-05,66516.3460397178
"1967665",1.49205273033713e-06,3.66663089664525e-06,1.32867882378264e-06,3.03702231435273e-06,7.98422954979325e-07,1.68580050236855e-06,5.92310122297938e-06,3.02652547813218e-06,1.77654682821991e-06,2.2807357653579e-06,3.06874487183962e-06,"v_2472",17,2.47604427167158e-05,29322.3634842727
"2775162",6.86344255955081e-06,6.59993561396145e-06,1.06294305902611e-05,6.07404462870546e-06,5.58896068485527e-06,8.00755238625061e-06,4.23078658784241e-06,2.69024486945082e-06,7.10618731287965e-06,6.84220729607371e-06,4.60311730775944e-06,"v_1670",9,2.47592166183862e-05,8257.67606027065
"999541",5.10282033775299e-05,7.21104076340233e-05,5.35900458925666e-05,5.43289547345322e-05,5.42927609385941e-05,4.38308130615823e-05,6.54361658919626e-05,5.04420913022029e-05,5.46288149677623e-05,4.3562053118336e-05,3.22218211543161e-05,"v_943",34,2.47567647859778e-05,2937.76929834304
"407035",5.6698003752811e-06,6.3554935541851e-06,6.20050117765233e-06,1.31604300288618e-05,7.18580659481392e-06,1.18006035165798e-05,9.02567805406381e-06,8.74329582571518e-06,7.55032401993463e-06,9.35101663796741e-06,1.68780967951179e-05,"v_4091",15,2.47567647859778e-05,1451.46365388389
