"","X0n7bM2TOMPOOA100365.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report","AYtCM2TOMPOOA100360.extra.kraken2.report","DYZgM2TOMPOOB100370.extra.kraken2.report","cSObM2TOMPOOM080315.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report","nodos","degrees","closeness","betweenness"
"1193324",1.46667268378537e-05,1.76208348751564e-05,7.98257517875266e-06,1.32448972965028e-05,6.5210828526592e-06,1.07655698129977e-05,1.08801620992337e-05,6.36176325811343e-06,"v_5037",107,3.14772262268249e-05,13520.805085943
"189425",2.228214269597e-05,1.32156261563673e-05,2.02985483116853e-05,2.64897945930057e-05,1.41929450322583e-05,1.07655698129977e-05,1.59407026105051e-05,1.90852897743403e-05,"v_3969",83,3.14742540601788e-05,28387.6508973682
"290633",2.4538562209486e-05,1.76208348751564e-05,2.41757991127938e-05,3.2471361114007e-05,2.80022969555366e-05,1.63636661157566e-05,2.20133512240309e-05,1.74948489598119e-05,"v_554",179,3.14732634626884e-05,28919.1602380965
"2666100",1.10000451283903e-05,2.20260435939455e-06,6.84220729607371e-06,1.15358782905025e-05,1.22749794873585e-05,8.18183305787829e-06,9.488513458634e-06,7.15698366537761e-06,"v_1263",97,3.147128245476e-05,34236.9187004425
"67824",2.11539329392121e-05,4.4052087187891e-06,1.02633109441106e-05,2.17899923265047e-05,8.43904839755897e-06,1.03349470204778e-05,9.36199994585222e-06,4.77132244358508e-06,"v_1819",157,3.14702920443102e-05,23525.1010739305
"184117",1.97436707432646e-05,1.10130217969727e-05,2.30354312301148e-05,2.22172470780048e-05,1.11242001604186e-05,1.07655698129977e-05,9.61502697141579e-06,7.15698366537761e-06,"v_5473",225,3.14693016961954e-05,39737.8468707236
"1072685",1.35385170810957e-05,4.4052087187891e-06,6.15798656646634e-06,1.23903877935027e-05,6.5210828526592e-06,5.59809630275883e-06,4.17494592179896e-06,4.77132244358508e-06,"v_1098",154,3.14683114104097e-05,43015.8351802718
"70771",1.18462024459588e-05,8.81041743757819e-06,1.20878995563969e-05,1.36721520480029e-05,7.67186217959906e-06,1.03349470204778e-05,7.21127022856184e-06,5.56654285084926e-06,"v_5467",173,3.14683114104097e-05,30343.1622780737
"29486",1.10000451283903e-05,1.10130217969727e-05,9.5790902145032e-06,1.15358782905025e-05,7.28826907061911e-06,8.6124558503982e-06,9.99456750976115e-06,7.95220407264179e-06,"v_1983",114,3.14673211869474e-05,24906.6430759596
"43658",2.6230876844623e-05,1.76208348751564e-05,2.37196519597222e-05,2.26445018295048e-05,2.14812141028774e-05,2.11005168334756e-05,2.21398647368127e-05,1.11330857016985e-05,"v_2432",221,3.14643508904411e-05,30170.8050504919
"1920191",1.69231463513696e-05,1.54182305157618e-05,1.45967088982906e-05,1.75174448115038e-05,2.07140278849175e-05,1.37799293606371e-05,1.46755674826873e-05,2.38566122179254e-06,"v_876",79,3.14633609162131e-05,12563.4206574034
"493",1.07179926892008e-05,8.81041743757819e-06,5.70183941339476e-06,1.06813687875023e-05,7.28826907061911e-06,4.73685071771901e-06,1.41695134315601e-05,6.36176325811343e-06,"v_1264",76,3.14633609162131e-05,22640.6923535239
"208479",2.25641951351595e-05,0,2.23512105005075e-05,2.22172470780048e-05,1.49601312502182e-05,1.16268153980376e-05,1.32839188420876e-05,4.77132244358508e-06,"v_4439",193,3.14623710042789e-05,9224.15474124567
"108981",1.24103073243377e-05,6.60781307818364e-06,9.35101663796741e-06,1.06813687875023e-05,1.30421657053184e-05,7.32058747283847e-06,1.97361079939587e-05,9.54264488717015e-06,"v_1569",74,3.14603913672686e-05,106914.527065099
"107637",2.84872963581389e-05,2.422864795334e-05,2.16669897709001e-05,2.94805778535063e-05,1.6110910577158e-05,1.98086484559159e-05,2.83390268631202e-05,1.3518746923491e-05,"v_2528",141,3.14603913672686e-05,30466.0767177346
"2735563",3.24360305067918e-05,6.60781307818364e-06,1.91581804290064e-05,2.64897945930057e-05,2.49335520836969e-05,1.33493065681172e-05,2.87185674014656e-05,1.03378652944343e-05,"v_2712",137,3.14594016421808e-05,26121.1411363207
"582402",1.29744122027167e-05,4.4052087187891e-06,9.35101663796741e-06,1.96537185690042e-05,1.30421657053184e-05,6.88996468031856e-06,1.06271350736701e-05,9.54264488717015e-06,"v_745",88,3.14574223788103e-05,7821.95118566104
"2640322",1.83334085473171e-05,2.20260435939455e-06,1.9614327582078e-05,1.23903877935027e-05,1.22749794873585e-05,6.45934188779865e-06,6.07264861352576e-06,8.74742447990597e-06,"v_4513",113,3.14574223788103e-05,13073.0853439251
"492",2.03077756216436e-05,1.98234392345509e-05,1.18598259798611e-05,2.09354828235045e-05,1.34257588142984e-05,1.50717977381968e-05,1.23983242526151e-05,1.11330857016985e-05,"v_1256",122,3.14564328405159e-05,26017.3636513891
"180",2.25641951351595e-05,1.10130217969727e-05,1.43686353217548e-05,1.53811710540033e-05,2.14812141028774e-05,8.6124558503982e-06,1.44225404571237e-05,1.51091877380194e-05,"v_5085",51,3.14554433644742e-05,48671.3520805642
"2608982",3.63847646554447e-05,1.98234392345509e-05,2.53161669954727e-05,4.05892013925087e-05,1.49601312502182e-05,1.37799293606371e-05,2.79594863247749e-05,1.27235265162269e-05,"v_4858",196,3.14504969178513e-05,29526.0696499157
"5741",1.12820975675798e-05,1.10130217969727e-05,8.21064875528846e-06,1.06813687875023e-05,7.67186217959906e-06,5.16747351023892e-06,1.17657566887062e-05,3.9761020363209e-06,"v_5553",85,3.14485187747657e-05,14376.4060874629
"169669",3.01796109932759e-05,1.54182305157618e-05,2.66846084546875e-05,2.56352850900055e-05,1.95632485579776e-05,1.80861572858362e-05,1.85974863789226e-05,1.19283061089627e-05,"v_1441",266,3.14475297965345e-05,47142.8562952721
"158877",3.18719256284128e-05,1.54182305157618e-05,1.87020332759348e-05,2.64897945930057e-05,1.95632485579776e-05,2.02392712484358e-05,1.93565674556134e-05,1.3518746923491e-05,"v_1897",168,3.14455520266658e-05,45807.6241272319
"664683",2.5666771966244e-05,6.60781307818364e-06,2.05266218882211e-05,2.73443040960059e-05,1.95632485579776e-05,2.54067447586747e-05,1.10066756120154e-05,1.03378652944343e-05,"v_2250",182,3.14435745055498e-05,26394.9120654117
"488",1.01538878108218e-05,1.10130217969727e-05,1.14036788267895e-05,1.4099406799503e-05,9.58982772449883e-06,8.18183305787829e-06,1.29043783037422e-05,5.56654285084926e-06,"v_1265",61,3.14425858382593e-05,10204.6642997165
"1805933",2.65129292838124e-05,1.98234392345509e-05,1.9614327582078e-05,3.2471361114007e-05,2.30155865387972e-05,2.19617624185154e-05,2.47966485052302e-05,1.43139673307552e-05,"v_1999",140,3.14415972331394e-05,20483.1863499391
"43988",2.5666771966244e-05,1.98234392345509e-05,2.09827690412927e-05,3.16168516110068e-05,2.10976209938974e-05,1.93780256633959e-05,1.01210810225429e-05,1.43139673307552e-05,"v_4610",293,3.14386317907445e-05,93141.4437466418
"50340",2.31283000135385e-05,8.81041743757819e-06,2.12108426178285e-05,2.00809733205043e-05,1.6494503686138e-05,1.11961926055177e-05,1.15127296631426e-05,1.82900693670761e-05,"v_1466",85,3.14376434342482e-05,12997.522582171
"29430",9.87183537163229e-06,2.20260435939455e-06,5.47376583685897e-06,5.55431176950119e-06,4.98671041673939e-06,4.73685071771901e-06,7.5908107669072e-06,3.9761020363209e-06,"v_1570",187,3.14376434342482e-05,59979.8167069829
"2107708",1.83334085473171e-05,6.60781307818364e-06,1.14036788267895e-05,8.54509503000183e-06,5.7538966346993e-06,6.02871909527874e-06,5.06054051127147e-06,3.18088162905672e-06,"v_6127",217,3.14376434342482e-05,66760.5688001578
"1175631",9.02567805406381e-06,6.60781307818364e-06,5.92991298993055e-06,6.83607602400146e-06,4.98671041673939e-06,5.16747351023892e-06,8.09686481803435e-06,2.38566122179254e-06,"v_2116",139,3.14356669076734e-05,35594.2765239063
"1236046",1.26923597635272e-05,1.76208348751564e-05,1.07194580971822e-05,1.28176425450027e-05,7.67186217959906e-06,5.59809630275883e-06,4.42797294736254e-06,2.38566122179254e-06,"v_5185",188,3.14356669076734e-05,55135.6937969747
"2785912",1.35385170810957e-05,2.20260435939455e-06,1.20878995563969e-05,1.28176425450027e-05,1.15077932693986e-05,6.88996468031856e-06,1.39164864059965e-05,1.19283061089627e-05,"v_608",91,3.14287510214344e-05,24852.2454563594
"146786",1.26923597635272e-05,6.60781307818364e-06,7.75450160221688e-06,1.49539163025032e-05,4.60311730775944e-06,5.59809630275883e-06,5.94613510074398e-06,3.18088162905672e-06,"v_4587",222,3.14287510214344e-05,26317.6369302695
"45663",3.55386073378763e-05,2.20260435939455e-05,2.8281123490438e-05,3.88801823865083e-05,2.60843314106368e-05,2.06698940409557e-05,1.8977026917268e-05,6.36176325811343e-06,"v_2872",362,3.14267756128221e-05,41964.4549207922
"10294",1.35385170810957e-05,1.10130217969727e-05,1.50528560513622e-05,1.58084258055034e-05,8.82264150653892e-06,9.04307864291811e-06,4.68099997292611e-06,3.18088162905672e-06,"v_6106",208,3.14267756128221e-05,28460.8916676108
"2051",2.228214269597e-05,1.54182305157618e-05,2.50880934189369e-05,2.43535208355052e-05,1.99468416669576e-05,1.8947402870876e-05,1.22718107398333e-05,8.74742447990597e-06,"v_3748",245,3.14257880016341e-05,63585.4189646724
"637389",9.02567805406381e-06,8.81041743757819e-06,8.21064875528846e-06,9.39960453300201e-06,7.28826907061911e-06,6.45934188779865e-06,6.19916212630755e-06,3.9761020363209e-06,"v_2988",234,3.14248004525171e-05,74274.9629685534
"1702221",2.3410352452728e-05,1.98234392345509e-05,1.9614327582078e-05,2.60625398415056e-05,1.53437243591981e-05,1.98086484559159e-05,1.21452972270515e-05,8.74742447990597e-06,"v_4564",219,3.14238129654652e-05,42804.958206426
"1965282",3.27180829459813e-05,1.98234392345509e-05,2.78249763373664e-05,3.41803801200073e-05,2.72351107375767e-05,2.62679903437145e-05,2.17603241984673e-05,1.03378652944343e-05,"v_2384",339,3.14208508766417e-05,63383.4563349299
"1118153",2.00257231824541e-05,1.76208348751564e-05,1.71055182401843e-05,1.83719543145039e-05,1.26585725963385e-05,8.18183305787829e-06,1.07536485864519e-05,1.3518746923491e-05,"v_2233",159,3.14169022934339e-05,20976.6222412622
"2321114",8.74362561487432e-06,1.10130217969727e-05,7.29835444914529e-06,1.23903877935027e-05,1.03570139424587e-05,7.75121026535838e-06,1.07536485864519e-05,7.15698366537761e-06,"v_2938",59,3.14149283739633e-05,20059.4442634085
"1422",3.21539780676023e-05,1.10130217969727e-05,2.87372706435096e-05,3.2898615865507e-05,2.4549958974717e-05,1.4210552153157e-05,1.94830809683952e-05,1.3518746923491e-05,"v_3874",258,3.14139415072409e-05,26063.3384172276
"1778675",3.49745024594973e-05,1.54182305157618e-05,2.44038726893296e-05,4.10164561440088e-05,1.99468416669576e-05,2.15311396259955e-05,2.92246214525927e-05,9.54264488717015e-06,"v_1225",186,3.14099946603009e-05,67660.2083118965
"55209",3.24360305067918e-05,2.422864795334e-05,2.46319462658654e-05,2.94805778535063e-05,1.6494503686138e-05,2.23923852110353e-05,2.18868377112491e-05,1.11330857016985e-05,"v_2020",300,3.14080216087189e-05,74746.937324972
"2629460",2.20000902567805e-05,2.20260435939455e-06,1.55090032044338e-05,1.19631330420026e-05,3.06874487183962e-06,5.59809630275883e-06,7.21127022856184e-06,4.77132244358508e-06,"v_4531",98,3.14080216087189e-05,10569.1437333992
"1636423",1.55128841554222e-05,1.32156261563673e-05,1.09475316737179e-05,1.62356805570035e-05,8.82264150653892e-06,7.32058747283847e-06,6.57870266465291e-06,9.54264488717015e-06,"v_939",150,3.14070351758794e-05,59153.527048046
"45065",2.228214269597e-05,4.4052087187891e-06,1.73335918167201e-05,2.64897945930057e-05,2.07140278849175e-05,1.33493065681172e-05,3.7954053834536e-05,6.36176325811343e-06,"v_2666",99,3.14070351758794e-05,15374.3330691699
"283735",8.46157317568482e-06,6.60781307818364e-06,8.21064875528846e-06,9.39960453300201e-06,5.7538966346993e-06,6.88996468031856e-06,1.51816215338144e-05,7.15698366537761e-06,"v_4962",70,3.14040762490971e-05,18919.9786810258
"693986",2.1718037817591e-05,1.10130217969727e-05,2.55442405720085e-05,2.56352850900055e-05,1.45765381412382e-05,1.76555344933163e-05,1.1259702637579e-05,1.19283061089627e-05,"v_202",172,3.14030900640623e-05,33225.731268055
"2107709",1.46667268378537e-05,8.81041743757819e-06,9.80716379103899e-06,1.15358782905025e-05,6.5210828526592e-06,6.88996468031856e-06,4.68099997292611e-06,7.95220407264179e-07,"v_6129",241,3.139816006782e-05,26608.7792763805
"1721",1.04359402500113e-05,8.81041743757819e-06,7.0702808726095e-06,8.54509503000183e-06,5.7538966346993e-06,4.3062279251991e-06,4.80751348570789e-06,3.18088162905672e-06,"v_3536",204,3.13902752927143e-05,49410.8373262902
"1613",1.94616183040751e-05,8.81041743757819e-06,2.09827690412927e-05,2.05082280720044e-05,1.6494503686138e-05,1.72249117007964e-05,9.36199994585222e-06,1.19283061089627e-05,"v_4129",136,3.13873195229127e-05,28734.4433716859
"2562661",1.24103073243377e-05,6.60781307818364e-06,8.21064875528846e-06,1.45266615510031e-05,4.60311730775944e-06,6.02871909527874e-06,5.44008104961683e-06,3.18088162905672e-06,"v_5664",215,3.13873195229127e-05,30651.2822212801
"1862358",1.80513561081276e-05,1.54182305157618e-05,1.87020332759348e-05,2.26445018295048e-05,1.41929450322583e-05,1.4210552153157e-05,8.72943238194328e-06,4.77132244358508e-06,"v_3526",231,3.13853493189379e-05,27135.9199363264
"891968",1.69231463513696e-05,1.54182305157618e-05,8.89486948489583e-06,1.49539163025032e-05,1.26585725963385e-05,9.04307864291811e-06,5.44008104961683e-06,4.77132244358508e-06,"v_5160",129,3.13764864610461e-05,21822.0266177851
"2731756",1.41026219594747e-05,8.81041743757819e-06,1.07194580971822e-05,1.02541140360022e-05,2.26319934298172e-05,8.18183305787829e-06,1.29043783037422e-05,7.15698366537761e-06,"v_2564",58,3.13755020080321e-05,14220.7215326449
"38301",2.53847195270545e-05,1.98234392345509e-05,2.44038726893296e-05,2.86260683505061e-05,1.68780967951179e-05,1.55024205307168e-05,9.86805399697936e-06,1.19283061089627e-05,"v_3519",295,3.13755020080321e-05,44780.9229116744
"53407",2.31283000135385e-05,1.32156261563673e-05,2.34915783831864e-05,2.39262660840051e-05,1.68780967951179e-05,1.33493065681172e-05,1.42960269443419e-05,1.3518746923491e-05,"v_1524",165,3.13745176167916e-05,20718.8674756501
"1536648",3.55386073378763e-05,1.76208348751564e-05,3.03337856792601e-05,3.54621443745076e-05,2.64679245196168e-05,2.15311396259955e-05,1.66997836871958e-05,1.66996285525478e-05,"v_4705",351,3.13715648136529e-05,53461.9503293111
"2684406",9.87183537163229e-06,1.54182305157618e-05,1.07194580971822e-05,1.36721520480029e-05,8.82264150653892e-06,6.02871909527874e-06,6.07264861352576e-06,2.38566122179254e-06,"v_3538",163,3.13646771006493e-05,34361.889854626
"446679",1.01538878108218e-05,6.60781307818364e-06,5.70183941339476e-06,7.69058552700165e-06,4.98671041673939e-06,3.44498234015928e-06,5.44008104961683e-06,4.77132244358508e-06,"v_4627",183,3.13646771006493e-05,60082.8476540103
