"","X0n7bM2TOMPOOA100365.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report","AYtCM2TOMPOOA100360.extra.kraken2.report","DYZgM2TOMPOOB100370.extra.kraken2.report","cSObM2TOMPOOM080315.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report","nodos","degrees","closeness","betweenness"
"2592814",2.11539329392121e-05,2.20260435939455e-05,1.30001938625401e-05,1.8799209066004e-05,8.05545528857901e-06,1.03349470204778e-05,1.51816215338144e-05,1.59044081452836e-06,"v_57",126,3.12793243665937e-05,31912.0570289354
"1501",1.60769890338012e-05,8.81041743757819e-06,8.89486948489583e-06,1.19631330420026e-05,1.03570139424587e-05,1.63636661157566e-05,1.05006215608883e-05,6.36176325811343e-06,"v_4358",69,3.12773676967346e-05,16231.2213009652
"960",1.29744122027167e-05,8.81041743757819e-06,1.07194580971822e-05,1.06813687875023e-05,9.97342083347878e-06,1.11961926055177e-05,8.98245940750686e-06,8.74742447990597e-06,"v_3003",101,3.12763894536015e-05,10382.1585512718
"1310165",2.08718805000226e-05,1.76208348751564e-05,1.55090032044338e-05,1.70901900600037e-05,1.45765381412382e-05,1.07655698129977e-05,7.97035130525256e-06,9.54264488717015e-06,"v_1002",197,3.12734550913185e-05,32950.2112052998
"2587865",5.64104878378988e-06,4.4052087187891e-06,4.10532437764423e-06,6.40882127250137e-06,5.37030352571934e-06,3.44498234015928e-06,6.32567563908934e-06,3.18088162905672e-06,"v_2595",152,3.12714991556695e-05,63331.8533939901
"1389011",2.76411390405704e-05,1.54182305157618e-05,2.3947725536258e-05,2.00809733205043e-05,1.53437243591981e-05,1.59330433232367e-05,2.41640809413213e-05,8.74742447990597e-06,"v_607",70,3.12685657108908e-05,3414.13011093614
"1515",9.30773049325331e-06,6.60781307818364e-06,6.61413371953792e-06,1.28176425450027e-05,4.98671041673939e-06,3.87560513267919e-06,4.30145943458075e-06,4.77132244358508e-06,"v_4340",163,3.12685657108908e-05,21370.3227247142
"1646",2.98975585540864e-05,2.20260435939455e-05,3.10180064088675e-05,2.8198813599006e-05,1.87960623400177e-05,1.67942889082765e-05,1.80914323277955e-05,1.43139673307552e-05,"v_3278",295,3.12675880182603e-05,55910.2984560323
"1196094",8.46157317568482e-06,6.60781307818364e-06,7.29835444914529e-06,8.97234978150192e-06,1.41929450322583e-05,6.88996468031856e-06,1.37899728932148e-05,7.15698366537761e-06,"v_1282",77,3.1266610386768e-05,13843.088003574
"359370",2.67949817230019e-05,1.32156261563673e-05,1.68774446636485e-05,2.3499011332505e-05,2.37827727567571e-05,1.80861572858362e-05,2.35315133774123e-05,1.11330857016985e-05,"v_2551",106,3.12646553071752e-05,11238.8515754838
"2546365",1.10000451283903e-05,1.10130217969727e-05,7.75450160221688e-06,1.36721520480029e-05,5.7538966346993e-06,4.73685071771901e-06,4.30145943458075e-06,2.38566122179254e-06,"v_4615",203,3.12646553071752e-05,43518.117680724
"264686",9.87183537163229e-06,8.81041743757819e-06,7.29835444914529e-06,1.06813687875023e-05,4.21952419877948e-06,3.01435954763937e-06,3.92191889623539e-06,2.38566122179254e-06,"v_4628",219,3.12636778590633e-05,26943.5005813587
"1879049",2.67949817230019e-05,1.32156261563673e-05,1.91581804290064e-05,3.37531253685072e-05,2.4166365865737e-05,1.76555344933163e-05,2.34049998646305e-05,1.82900693670761e-05,"v_1541",154,3.12627004720668e-05,16050.3577157228
"869211",2.79231914797599e-05,1.10130217969727e-05,3.01057121027243e-05,3.67439086290079e-05,2.03304347759375e-05,1.46411749456769e-05,8.72943238194328e-06,1.11330857016985e-05,"v_5110",222,3.12627004720668e-05,50524.3022648601
"93378",2.90514012365179e-05,1.98234392345509e-05,2.44038726893296e-05,3.58893991260077e-05,1.84124692310377e-05,2.19617624185154e-05,1.68262971999776e-05,1.19283061089627e-05,"v_2126",303,3.12607458813967e-05,51044.4429982552
"254246",2.11539329392121e-05,4.4052087187891e-06,1.34563410156116e-05,2.13627375750046e-05,1.45765381412382e-05,1.98086484559159e-05,2.92246214525927e-05,6.36176325811343e-06,"v_2686",84,3.12607458813967e-05,29005.7910284719
"1915309",1.12820975675798e-05,4.4052087187891e-06,5.70183941339476e-06,1.19631330420026e-05,6.90467596163915e-06,3.44498234015928e-06,1.17657566887062e-05,7.15698366537761e-06,"v_3006",82,3.12607458813967e-05,31462.3256630541
"2153354",1.21282548851482e-05,1.10130217969727e-05,9.35101663796741e-06,9.8268592845021e-06,8.05545528857901e-06,9.04307864291811e-06,6.19916212630755e-06,1.59044081452836e-06,"v_1793",199,3.12578144536134e-05,35630.0111445261
"1749259",3.86411841689607e-05,1.54182305157618e-05,2.53161669954727e-05,2.94805778535063e-05,2.4549958974717e-05,2.28230080035552e-05,2.64413241713934e-05,2.38566122179254e-05,"v_2314",164,3.12578144536134e-05,117474.973872147
"1283313",8.74362561487432e-06,1.10130217969727e-05,7.98257517875266e-06,1.23903877935027e-05,6.5210828526592e-06,5.16747351023892e-06,5.44008104961683e-06,3.9761020363209e-06,"v_5018",206,3.12568374331885e-05,33674.1978774186
"169480",1.29744122027167e-05,1.54182305157618e-05,9.35101663796741e-06,9.39960453300201e-06,9.20623461551887e-06,8.6124558503982e-06,1.11331891247972e-05,6.36176325811343e-06,"v_3266",110,3.12558604738388e-05,26372.8855342993
"166486",1.35385170810957e-05,0,1.04913845206464e-05,9.39960453300201e-06,8.43904839755897e-06,5.16747351023892e-06,9.488513458634e-06,3.9761020363209e-06,"v_4432",115,3.12548835755587e-05,11504.243034845
"267986",1.32564646419062e-05,6.60781307818364e-06,7.52642802568108e-06,1.19631330420026e-05,2.07140278849175e-05,1.24880609830774e-05,2.17603241984673e-05,7.15698366537761e-06,"v_4996",72,3.12548835755587e-05,45395.876875448
"585",8.17952073649533e-06,2.20260435939455e-06,7.75450160221688e-06,8.97234978150192e-06,8.82264150653892e-06,5.59809630275883e-06,1.16392431759244e-05,1.59044081452836e-06,"v_2152",113,3.1252929962184e-05,11671.6959650818
"1796652",3.58206597770658e-05,1.54182305157618e-05,1.55090032044338e-05,3.37531253685072e-05,1.95632485579776e-05,2.15311396259955e-05,1.4802080995469e-05,1.3518746923491e-05,"v_1153",225,3.12519532470779e-05,40220.9658365277
"1306274",1.26923597635272e-05,6.60781307818364e-06,8.89486948489583e-06,7.26333077550155e-06,6.13748974367925e-06,5.16747351023892e-06,3.16283781954467e-06,4.77132244358508e-06,"v_4626",181,3.12519532470779e-05,44818.359704294
"2593292",2.3974457331107e-05,3.08364610315237e-05,1.75616653932559e-05,2.43535208355052e-05,1.6494503686138e-05,9.90432422795793e-06,1.40429999187783e-05,7.95220407264179e-06,"v_4596",197,3.12490234680166e-05,23307.0377825854
"2560057",2.70770341621914e-05,1.76208348751564e-05,1.80178125463274e-05,2.60625398415056e-05,1.30421657053184e-05,9.47370143543802e-06,1.85974863789226e-05,2.14709509961328e-05,"v_572",42,3.12480469970627e-05,38173.5854167991
"156889",2.5102667087865e-05,1.54182305157618e-05,2.16669897709001e-05,3.33258706170071e-05,2.68515176285967e-05,2.06698940409557e-05,1.87239998917044e-05,1.11330857016985e-05,"v_783",211,3.12470705871325e-05,20708.7534506412
"1208660",9.87183537163229e-06,4.4052087187891e-06,5.24569226032318e-06,1.19631330420026e-05,6.13748974367925e-06,6.45934188779865e-06,8.34989184359792e-06,6.36176325811343e-06,"v_1070",81,3.12451179503203e-05,22915.7456380896
"2315253",7.33336341892685e-06,6.60781307818364e-06,6.15798656646634e-06,1.32448972965028e-05,7.67186217959906e-06,3.01435954763937e-06,5.56659456239862e-06,4.77132244358508e-06,"v_2581",119,3.12441417234269e-05,12431.605683804
"1307761",1.66410939121802e-05,1.54182305157618e-05,1.43686353217548e-05,2.3499011332505e-05,9.97342083347878e-06,1.11961926055177e-05,8.72943238194328e-06,1.11330857016985e-05,"v_5115",167,3.12431655575343e-05,27273.2467348316
"29429",1.88975134256961e-05,2.20260435939455e-05,1.50528560513622e-05,1.70901900600037e-05,1.15077932693986e-05,1.16268153980376e-05,1.02475945353247e-05,9.54264488717015e-06,"v_211",173,3.12412134087288e-05,33236.083633549
"257438",1.55128841554222e-05,0,8.21064875528846e-06,1.36721520480029e-05,1.03570139424587e-05,1.03349470204778e-05,8.6029188691615e-06,5.56654285084926e-06,"v_558",158,3.12412134087288e-05,10089.3472957027
"210",3.32821878243603e-05,1.76208348751564e-05,1.71055182401843e-05,3.11895968595067e-05,2.60843314106368e-05,1.80861572858362e-05,1.53081350465962e-05,9.54264488717015e-06,"v_2948",211,3.12412134087288e-05,30929.3427104532
"2479367",1.60769890338012e-05,1.54182305157618e-05,1.36844145921474e-05,1.32448972965028e-05,1.49601312502182e-05,9.04307864291811e-06,1.05006215608883e-05,7.15698366537761e-06,"v_1899",99,3.12402374258044e-05,13719.2133833079
"78398",5.92310122297938e-06,2.20260435939455e-06,4.10532437764423e-06,8.54509503000183e-06,5.7538966346993e-06,5.16747351023892e-06,5.81962158796219e-06,1.59044081452836e-06,"v_2118",181,3.12402374258044e-05,120440.099642404
"446692",9.02567805406381e-06,0,5.01761868378739e-06,1.53811710540033e-05,6.5210828526592e-06,2.58373675511946e-06,6.7052161774347e-06,4.77132244358508e-06,"v_548",162,3.12382856428839e-05,12245.6630632633
"342610",9.30773049325331e-06,1.10130217969727e-05,7.0702808726095e-06,7.26333077550155e-06,6.13748974367925e-06,4.73685071771901e-06,5.81962158796219e-06,2.38566122179254e-06,"v_2437",194,3.12382856428839e-05,45541.3689372646
"2739063",1.57949365946117e-05,6.60781307818364e-06,7.52642802568108e-06,1.02541140360022e-05,8.43904839755897e-06,1.46411749456769e-05,1.34104323548694e-05,3.18088162905672e-06,"v_2693",68,3.12382856428839e-05,7941.31993239574
"72803",1.24103073243377e-05,2.20260435939455e-06,8.89486948489583e-06,9.8268592845021e-06,6.13748974367925e-06,5.59809630275883e-06,2.40375674285395e-06,7.95220407264179e-07,"v_5373",210,3.12373098428763e-05,34396.6902980491
"1518147",8.74362561487432e-06,0,7.0702808726095e-06,8.97234978150192e-06,7.67186217959906e-06,8.18183305787829e-06,1.29043783037422e-05,3.9761020363209e-06,"v_4960",104,3.12363341038296e-05,14062.3091281328
"2596949",3.58206597770658e-05,2.422864795334e-05,3.05618592557959e-05,2.77715588475059e-05,1.91796554489977e-05,1.85167800783561e-05,1.99891350195223e-05,1.90852897743403e-05,"v_1753",236,3.12314563228083e-05,20548.0987970586
"1928",1.18462024459588e-05,8.81041743757819e-06,1.59651503575053e-05,1.70901900600037e-05,1.6110910577158e-05,1.4210552153157e-05,1.03741080481065e-05,9.54264488717015e-06,"v_3135",83,3.12304809494066e-05,10444.1654117929
"717774",7.61541585811634e-06,2.20260435939455e-06,4.10532437764423e-06,6.40882127250137e-06,1.22749794873585e-05,3.87560513267919e-06,8.98245940750686e-06,3.18088162905672e-06,"v_2285",103,3.12295056369258e-05,63975.403593689
"55211",3.15898731892233e-05,1.76208348751564e-05,2.23512105005075e-05,3.50348896230075e-05,2.76187038465566e-05,2.54067447586747e-05,2.37845404029759e-05,1.74948489598119e-05,"v_2027",191,3.12285303853601e-05,28427.7203330057
"881260",2.6230876844623e-05,2.86338566721291e-05,9.5790902145032e-06,2.43535208355052e-05,1.41929450322583e-05,1.07655698129977e-05,1.74588647638866e-05,7.15698366537761e-06,"v_1771",88,3.12265800649513e-05,23274.5071216035
"2508307",3.75129744122027e-05,1.98234392345509e-05,2.23512105005075e-05,2.60625398415056e-05,2.22484003208373e-05,1.37799293606371e-05,2.61882971458298e-05,2.2266171403397e-05,"v_641",86,3.12246299881346e-05,45784.4739922719
"1921086",3.10257683108444e-05,1.10130217969727e-05,1.89301068524706e-05,2.73443040960059e-05,2.4166365865737e-05,2.66986131362344e-05,1.88505134044862e-05,1.03378652944343e-05,"v_3009",198,3.12226801548645e-05,30656.9316286951
"33943",3.24360305067918e-05,2.422864795334e-05,2.96495649496528e-05,3.11895968595067e-05,2.22484003208373e-05,2.45454991736349e-05,1.51816215338144e-05,5.56654285084926e-06,"v_4011",312,3.12217053295451e-05,46223.1278621237
"2622400",3.35642402635498e-05,1.76208348751564e-05,2.2807357653579e-05,3.2471361114007e-05,2.72351107375767e-05,1.93780256633959e-05,2.10012431217766e-05,2.30613918106612e-05,"v_4007",86,3.12207305650952e-05,29491.2377378044
"810",2.98975585540864e-05,2.422864795334e-05,1.91581804290064e-05,2.52080303385054e-05,1.41929450322583e-05,1.11961926055177e-05,3.2007918733792e-05,6.36176325811343e-06,"v_4904",81,3.12197558615092e-05,6447.74893439981
"2478464",1.77693036689381e-05,1.10130217969727e-05,1.18598259798611e-05,1.23903877935027e-05,4.60311730775944e-06,1.16268153980376e-05,7.46429725412542e-06,1.03378652944343e-05,"v_1772",111,3.12178066369057e-05,6255.18806299539
"1470434",2.76411390405704e-05,1.76208348751564e-05,1.71055182401843e-05,2.90533231020062e-05,2.30155865387972e-05,1.24880609830774e-05,2.39110539157577e-05,1.90852897743403e-05,"v_2575",82,3.12178066369057e-05,57008.221851259
"43990",2.70770341621914e-05,2.422864795334e-05,3.21583742915465e-05,2.64897945930057e-05,1.68780967951179e-05,1.29186837755973e-05,1.37899728932148e-05,1.27235265162269e-05,"v_3515",279,3.12168321158769e-05,39432.3178554258
"556054",1.69231463513696e-05,1.76208348751564e-05,1.43686353217548e-05,1.53811710540033e-05,1.38093519232783e-05,1.37799293606371e-05,9.488513458634e-06,1.19283061089627e-05,"v_1024",173,3.12129346401149e-05,32449.5708707348
"82977",9.87183537163229e-06,6.60781307818364e-06,1.04913845206464e-05,1.11086235390024e-05,1.38093519232783e-05,8.6124558503982e-06,9.99456750976115e-06,4.77132244358508e-06,"v_1900",67,3.12129346401149e-05,7961.4940777546
"1816218",6.48720610135836e-06,4.4052087187891e-06,3.87725080110844e-06,6.83607602400146e-06,5.37030352571934e-06,3.87560513267919e-06,8.47640535637971e-06,2.38566122179254e-06,"v_2465",135,3.12119604232342e-05,31678.9340265671
"1448139",1.01538878108218e-05,0,5.24569226032318e-06,8.97234978150192e-06,5.37030352571934e-06,6.45934188779865e-06,6.19916212630755e-06,3.9761020363209e-06,"v_2490",135,3.12090381374446e-05,117453.831388654
"497725",1.15641500067693e-05,8.81041743757819e-06,7.75450160221688e-06,8.97234978150192e-06,7.67186217959906e-06,8.18183305787829e-06,5.56659456239862e-06,3.9761020363209e-06,"v_1840",184,3.12080641637799e-05,29689.0973147221
"905",3.83591317297712e-05,8.81041743757819e-06,2.75969027608306e-05,3.93074371380084e-05,2.68515176285967e-05,2.23923852110353e-05,1.3663459380433e-05,1.74948489598119e-05,"v_4544",233,3.1207090250905e-05,24869.3016633717
"154046",3.63847646554447e-05,2.64312523127346e-05,2.50880934189369e-05,3.07623421080066e-05,1.72616899040979e-05,1.80861572858362e-05,1.74588647638866e-05,9.54264488717015e-06,"v_4389",269,3.1204168876962e-05,52722.0418340336
"142877",8.74362561487432e-06,1.10130217969727e-05,5.47376583685897e-06,1.02541140360022e-05,6.5210828526592e-06,3.44498234015928e-06,5.18705402405326e-06,3.18088162905672e-06,"v_4409",161,3.1201248049922e-05,32174.2110808795
"161895",2.3410352452728e-05,1.54182305157618e-05,2.30354312301148e-05,2.26445018295048e-05,1.15077932693986e-05,1.55024205307168e-05,1.1259702637579e-05,1.19283061089627e-05,"v_3520",163,3.12002745624162e-05,18716.6878597873
"90245",9.5897829324428e-06,6.60781307818364e-06,4.10532437764423e-06,6.83607602400146e-06,7.67186217959906e-06,5.16747351023892e-06,1.42960269443419e-05,3.18088162905672e-06,"v_1096",90,3.11993011356546e-05,11750.2289527748
"28070",1.55128841554222e-05,1.54182305157618e-05,1.23159731329327e-05,2.39262660840051e-05,9.97342083347878e-06,1.11961926055177e-05,1.50551080210326e-05,1.27235265162269e-05,"v_4613",63,3.11983277696315e-05,5572.1433953282
"2604941",1.83334085473171e-05,2.20260435939455e-06,7.29835444914529e-06,1.36721520480029e-05,1.34257588142984e-05,1.4210552153157e-05,1.45490539699055e-05,1.11330857016985e-05,"v_1355",65,3.11973544643414e-05,10948.9148019323
"1315306",1.35385170810957e-05,8.81041743757819e-06,3.42110364803686e-06,9.39960453300201e-06,4.60311730775944e-06,3.01435954763937e-06,4.17494592179896e-06,2.38566122179254e-06,"v_2435",167,3.11924888486852e-05,16867.3389940383
"36745",3.38462927027393e-05,4.4052087187891e-06,1.71055182401843e-05,2.64897945930057e-05,6.13748974367925e-06,8.18183305787829e-06,6.95824320299827e-06,8.74742447990597e-06,"v_4354",78,3.11915159076731e-05,12878.5913299084
"1852373",1.91795658648856e-05,8.81041743757819e-06,1.14036788267895e-05,1.49539163025032e-05,6.13748974367925e-06,9.04307864291811e-06,1.4802080995469e-05,1.3518746923491e-05,"v_4551",54,3.11905430273541e-05,9990.31257823607
"621456",1.60769890338012e-05,2.20260435939455e-06,1.23159731329327e-05,1.79446995630038e-05,1.38093519232783e-05,1.50717977381968e-05,2.98571890165017e-05,1.03378652944343e-05,"v_376",87,3.11895702077225e-05,11020.2909397687
"577309",1.66410939121802e-05,6.60781307818364e-06,1.02633109441106e-05,1.62356805570035e-05,9.20623461551887e-06,1.29186837755973e-05,1.69528107127594e-05,1.27235265162269e-05,"v_5017",54,3.11895702077225e-05,11283.7833857366
"981385",3.72309219730132e-05,2.422864795334e-05,2.89653442200454e-05,3.16168516110068e-05,3.68249384620755e-05,1.76555344933163e-05,8.98245940750686e-06,8.74742447990597e-06,"v_5080",262,3.11895702077225e-05,22169.7340179702
"1709477",7.61541585811634e-06,2.20260435939455e-06,6.38606014300213e-06,1.15358782905025e-05,1.03570139424587e-05,6.88996468031856e-06,1.37899728932148e-05,4.77132244358508e-06,"v_2414",111,3.11837345640514e-05,12541.4109874747
"119603",1.12820975675798e-05,8.81041743757819e-06,4.7895451072516e-06,1.06813687875023e-05,7.67186217959906e-06,6.88996468031856e-06,1.05006215608883e-05,7.15698366537761e-06,"v_4222",63,3.11837345640514e-05,7972.21910443388
"105841",6.76925854054786e-06,0,5.70183941339476e-06,8.97234978150192e-06,6.90467596163915e-06,5.59809630275883e-06,8.34989184359792e-06,2.38566122179254e-06,"v_4442",135,3.11827621690729e-05,58105.5069038494
"1814290",2.93334536757074e-05,2.20260435939455e-05,2.46319462658654e-05,2.43535208355052e-05,2.33991796477771e-05,1.93780256633959e-05,1.77118917894501e-05,1.98805101816045e-05,"v_2197",260,3.11817898347365e-05,36843.9227511242
