"","FvY2M2TOMPOOB051329.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report","dSz8M2TOMPOOA051340.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","vcXtM2TOMPOOB050180.extra.kraken2.report","iYASM2TOMPOOA050195.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","cSObM2TOMPOOM080315.extra.kraken2.report","OeS0M2TOMPOOA051355.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","nodos","degrees","closeness","betweenness"
"2282148",3.3744692381697e-06,2.20260435939455e-06,6.3716263831208e-07,2.53027025563573e-07,2.01768365208812e-06,1.79046327640456e-06,1.34786572202246e-06,1.33241012116494e-06,1.15077932693986e-06,1.22221029888175e-06,8.6124558503982e-07,"v_5528",15,2.17599442945426e-05,17235.8345402072
"300028",0.000216978372014312,0.000189423974907931,0.000191785954131936,0.000103614566968283,0.000237077829120354,0.000187103412384276,0.000223745709855729,0.000252713786314283,0.00016571222307934,0.000214375686423859,0.000186890291953641,"v_3445",262,2.17500054375014e-05,17777.8437736045
"574556",3.71191616198667e-06,2.20260435939455e-06,2.23006923409228e-06,5.06054051127147e-07,6.72561217362706e-07,8.95231638202279e-07,1.34786572202246e-06,1.33241012116494e-06,0,9.77768239105401e-07,8.6124558503982e-07,"v_749",10,2.17481133511668e-05,26802.248785186
"1069220",0.000236887740519513,0.000158587513876407,0.000183821421153035,0.000116898485810371,0.000227998252685957,0.000180239969824726,0.000233630058483894,0.000250493102779008,0.000193714520034876,0.000197509184299291,0.000183445309613482,"v_3436",247,2.17429118107497e-05,16696.547824001
"269796",2.02468154290182e-06,2.20260435939455e-06,3.50439451071644e-06,3.7954053834536e-06,1.68140304340676e-06,2.08887382247199e-06,1.34786572202246e-06,1.77654682821991e-06,3.83593108979953e-07,1.22221029888175e-06,3.87560513267919e-06,"v_501",5,2.17414936406131e-05,4189.59241613818
"179879",0.000232500930509892,0.000147574492079435,0.000180317026642319,0.000115886377708117,0.000200759523382768,0.000222912677912368,0.000214759938375579,0.000164774718317397,0.000173000492149959,0.000237842124162389,0.000136507425228811,"v_901",203,2.17391304347826e-05,8858.54719210744
"2703885",1.68723461908485e-06,4.4052087187891e-06,2.86723187240436e-06,3.28935133232645e-06,3.36280608681353e-06,3.28251600674169e-06,2.69573144404493e-06,1.33241012116494e-06,7.67186217959906e-07,2.4444205977635e-06,3.01435954763937e-06,"v_2001",6,2.17348779586603e-05,4577.72357675927
"2792603",0.000257472002872348,0.000138764074641857,0.000211219414600454,0.000150424566697544,0.000207485135556395,0.000249172805966301,0.000255195910036253,0.000202970475124125,0.000203687940868355,0.000209731287288108,0.000162344792780006,"v_2179",267,2.17348779586603e-05,16155.5637146447
"1441095",1.38353238764958e-05,3.08364610315237e-05,2.07077857451426e-05,4.78221078315154e-05,1.7150311042749e-05,1.31300640269668e-05,1.34786572202246e-05,2.44275188880238e-05,1.91796554489977e-05,1.41776394670283e-05,1.72249117007964e-05,"v_3853",10,2.17348779586603e-05,4323.63864061411
"1560339",3.03702231435273e-06,2.20260435939455e-06,1.91148791493624e-06,1.01210810225429e-06,1.00884182604406e-06,1.79046327640456e-06,2.69573144404493e-06,1.33241012116494e-06,2.68515176285967e-06,4.888841195527e-06,4.73685071771901e-06,"v_1762",1,2.17320438987287e-05,0
"1608473",3.3744692381697e-07,2.20260435939455e-06,2.54865055324832e-06,1.77118917894501e-06,1.68140304340676e-06,1.49205273033713e-06,4.04359716606739e-06,1.77654682821991e-06,3.83593108979953e-06,9.77768239105401e-07,2.15311396259955e-06,"v_1551",5,2.17315716272601e-05,2536.58378105728
"1712516",1.04608546383261e-05,1.54182305157618e-05,1.94334604685184e-05,3.11223241443195e-05,1.91679946948371e-05,1.25332429348319e-05,1.61743886642696e-05,1.59889214539792e-05,1.80288761220578e-05,1.49109656463574e-05,1.76555344933163e-05,"v_3979",13,2.17287384294468e-05,330.643445063779
"2490635",1.68723461908485e-06,2.20260435939455e-06,1.27432527662416e-06,5.06054051127147e-07,1.34512243472541e-06,5.96821092134853e-07,3.5943085920599e-06,8.88273414109957e-07,0,2.4444205977635e-07,8.6124558503982e-07,"v_6352",8,2.17277941943334e-05,19478.5677942445
"224325",1.34978769526788e-06,0,1.27432527662416e-06,5.06054051127147e-07,1.34512243472541e-06,1.19364218426971e-06,4.49288574007488e-07,0,1.15077932693986e-06,2.4444205977635e-07,0,"v_5436",14,2.17249619813165e-05,62805.6205590874
"2643059",0.000202805601213999,0.000196031787986115,0.000168210936514389,0.00010057824266152,0.000207485135556395,0.000162633747606747,0.000188251912509137,0.000194087740983026,0.000144231008976462,0.000159131780914404,0.000180861572858362,"v_3333",86,2.17197715080037e-05,1595.68905893917
"169427",0.000230813695890808,0.000191626579267326,0.000183184258514723,0.000110193269632936,0.000216900992599473,0.000252455321973043,0.000221948555559699,0.000196752561225355,0.000169164561060159,0.000255441952466286,0.000139091161983931,"v_981",237,2.17117547440184e-05,5561.82260869894
"2527990",0.000353644376160185,0.000151979700798224,0.000219821110217667,0.000125121864141187,0.000183272931731337,0.000215750824806749,0.000258340930054306,0.000270035117889427,0.00016225988509852,0.000180887124234499,0.000146411749456769,"v_4834",382,2.17117547440184e-05,19367.9429269864
"2733866",1.01234077145091e-06,4.4052087187891e-06,1.27432527662416e-06,2.65678376841752e-06,3.36280608681353e-07,2.98410546067426e-07,3.5943085920599e-06,2.22068353527489e-06,1.91796554489977e-06,2.4444205977635e-07,1.72249117007964e-06,"v_1606",11,2.17046860417164e-05,10149.1388874912
"2684853",0.000219677947404848,0.000376645345456468,0.000166936611237765,0.000139544404598311,0.00017654731955771,0.000173674937811242,0.000228687884169811,0.0002140738928005,0.000154971616027901,0.000180887124234499,0.000121866250283134,"v_3987",149,2.17042149585449e-05,7259.14135138276
"28080",1.34978769526788e-06,2.20260435939455e-06,1.27432527662416e-06,2.15072971729037e-06,1.00884182604406e-06,2.38728436853941e-06,3.5943085920599e-06,8.88273414109957e-07,3.83593108979953e-07,9.77768239105401e-07,2.15311396259955e-06,"v_2919",7,2.16952682619921e-05,3691.50968839028
"1195070",6.7489384763394e-07,0,1.91148791493624e-06,2.53027025563573e-07,1.00884182604406e-06,3.28251600674169e-06,3.14502001805241e-06,8.88273414109957e-07,1.15077932693986e-06,1.22221029888175e-06,0,"v_5652",9,2.16943269335069e-05,1181.4313746763
"1702170",6.7489384763394e-07,0,6.3716263831208e-07,2.53027025563573e-06,6.72561217362706e-07,1.19364218426971e-06,1.34786572202246e-06,8.88273414109957e-07,7.67186217959906e-07,7.33326179329051e-07,8.6124558503982e-07,"v_1806",8,2.16929150939303e-05,13064.1387187303
"2211140",0.000278731159072817,0.000167397931313986,0.000185095746429659,6.13590536991666e-05,0.000251201614684971,0.000253350553611245,0.00036122801350202,0.000261152383748327,0.000153437243591981,0.000242242081238363,0.000106363829752418,"v_5075",399,2.16858586515733e-05,13322.8540586844
"1678129",3.74566085436837e-05,5.28625046254692e-05,3.34510385113842e-05,4.01047835518264e-05,3.26192190420912e-05,4.29711186337094e-05,3.54937973465915e-05,3.86398935137831e-05,4.25788350967748e-05,3.56885407273471e-05,4.56460160071104e-05,"v_892",5,2.16835075241771e-05,1377.59156128991
"2259340",0.000204830282756901,0.000140966679001251,0.000233838688260533,0.000190908890787716,0.000181591528687931,0.000191877981121355,0.000207571321191459,0.000210076662437005,0.000212894175483874,0.000172331652142327,0.000164928529535125,"v_585",70,2.1680216802168e-05,33861.1629106255
"57372",1.34978769526788e-06,0,9.5574395746812e-07,1.13862161503608e-06,0,2.38728436853941e-06,4.49288574007488e-07,4.44136707054978e-07,7.67186217959906e-07,2.4444205977635e-07,0,"v_4736",19,2.16797467805576e-05,29439.7609478889
"37923",0.000228789014347906,0.000207044809783088,0.000193697442046872,0.000109307675043464,0.000182600370513975,0.000193071623305625,0.000216557092671609,0.000251825512900173,0.000157656767790761,0.00020630909845124,0.000196363993389079,"v_3260",155,2.16792767793266e-05,4740.45785853863
"754502",0.000233513271281343,0.000147574492079435,0.000199750487110837,0.000122718107398333,0.000220600079294968,0.000227090425557312,0.000248456581426141,0.000202970475124125,0.000157273174681781,0.000263019656319353,0.000161483547194966,"v_978",289,2.16759873412234e-05,6145.57757047642
"1639",1.68723461908485e-05,1.10130217969727e-05,1.94334604685184e-05,0.000211404079858366,2.11856783469252e-05,1.99935065865176e-05,1.97686972563295e-05,1.59889214539792e-05,3.87429040069753e-05,1.31998712279229e-05,3.10048410614335e-05,"v_4095",9,2.16745778875956e-05,7073.179735375
"190721",0.000244649019767303,0.000149777096438829,0.000194971767323496,0.000183824134071936,0.000174529635905622,0.000229776120471918,0.000237224367075954,0.000223400763648654,0.000197934044233656,0.000227575557651782,0.000195933370596559,"v_1000",195,2.16741081104513e-05,7214.85700122606
"1177180",1.34978769526788e-06,0,1.27432527662416e-06,2.53027025563573e-07,3.36280608681353e-07,2.98410546067426e-07,1.34786572202246e-06,2.22068353527489e-06,3.83593108979953e-07,1.71109441843445e-06,1.29186837755973e-06,"v_1839",15,2.16741081104513e-05,2483.88009047128
"436717",1.68723461908485e-06,6.60781307818364e-06,2.23006923409228e-06,2.27724323007216e-06,1.00884182604406e-06,8.95231638202279e-07,1.34786572202246e-06,0,7.67186217959906e-07,4.888841195527e-07,8.6124558503982e-07,"v_1590",13,2.16651862122755e-05,2312.27015569157
"266951",0.000147126858784199,0.0001211432397667,0.000227148480558256,0.000154979053157689,0.000168140304340676,0.000187700233476411,0.000170729658122845,0.000177210546114936,0.000193714520034876,0.000163042853870826,0.000124880609830774,"v_471",39,2.16637781629116e-05,1194.33352876874
"2698828",0.000163324311127414,0.000136561470282462,0.000226192736600788,0.000157003269362197,0.000194033911209141,0.000195757318220232,0.000207122032617452,0.000234060044617974,0.000196016078688756,0.000202153583435042,0.000163206038365046,"v_377",31,2.16628395650102e-05,6340.89535807928
"57480",0.000238912422062415,0.000143169283360646,0.000199750487110837,0.00013309221544644,0.000212865625295296,0.000243801416137087,0.000257442352906291,0.000222068353527489,0.000220182444554493,0.000230997746488651,0.000174402230970563,"v_1236",313,2.16600242592272e-05,31784.9299159032
"2794947",2.02468154290182e-06,0,2.23006923409228e-06,2.53027025563573e-07,0,1.19364218426971e-06,4.49288574007488e-07,1.33241012116494e-06,7.67186217959906e-07,0,4.3062279251991e-07,"v_5562",8,2.1659555112738e-05,2699.49285350099
"483",1.68723461908485e-06,2.20260435939455e-06,3.82297582987248e-06,4.68099997292611e-06,2.69024486945082e-06,5.07297928314625e-06,6.73932861011232e-06,4.44136707054978e-06,1.91796554489977e-06,1.22221029888175e-06,4.73685071771901e-06,"v_1269",2,2.16590859865714e-05,15.6993577329752
"561184",0.000220352841252481,0.000154182305157618,0.000207715020089738,0.00020039740424635,0.000163768656427819,0.000197249370950569,0.000207571321191459,0.000209188389022895,0.000194481706252836,0.000166465042707694,0.000173971608178044,"v_665",72,2.16567406605306e-05,18910.9239026435
"1473",2.02468154290182e-06,2.20260435939455e-06,1.91148791493624e-06,3.32730538616099e-05,0,2.68569491460684e-06,4.49288574007488e-06,1.77654682821991e-06,3.83593108979953e-06,0,2.15311396259955e-06,"v_3905",2,2.16553337086924e-05,4423.24565362234
"306",3.3744692381697e-07,0,9.5574395746812e-07,5.06054051127147e-07,3.36280608681353e-07,2.98410546067426e-07,1.79715429602995e-06,8.88273414109957e-07,2.30155865387972e-06,0,0,"v_1413",10,2.16548647653695e-05,52616.1956117794
"1223573",1.68723461908485e-06,0,6.3716263831208e-07,5.06054051127147e-07,1.34512243472541e-06,1.19364218426971e-06,4.49288574007488e-07,1.77654682821991e-06,1.15077932693986e-06,1.4666523586581e-06,8.6124558503982e-07,"v_2091",10,2.16492390292481e-05,11938.4765636114
"1311",6.7489384763394e-07,0,2.23006923409228e-06,6.32567563908934e-06,1.00884182604406e-06,2.98410546067426e-07,1.79715429602995e-06,0,1.91796554489977e-06,9.77768239105401e-07,1.29186837755973e-06,"v_4264",6,2.16483016907324e-05,1643.57778883376
"1161918",6.7489384763394e-07,0,3.1858131915604e-07,6.32567563908934e-07,3.36280608681353e-07,5.96821092134853e-07,1.34786572202246e-06,1.33241012116494e-06,7.67186217959906e-07,4.888841195527e-07,8.6124558503982e-07,"v_5147",15,2.16478330519115e-05,69706.792459565
"2734274",1.01234077145091e-06,0,1.27432527662416e-06,3.7954053834536e-07,0,1.79046327640456e-06,1.79715429602995e-06,0,3.83593108979953e-07,1.4666523586581e-06,4.3062279251991e-07,"v_6611",18,2.16468958351372e-05,6605.02321718251
"91890",2.36212846671879e-06,8.81041743757819e-06,1.5929065957802e-06,6.45218915187112e-06,1.68140304340676e-06,1.49205273033713e-06,4.49288574007488e-07,8.88273414109957e-07,7.67186217959906e-07,4.888841195527e-07,8.6124558503982e-07,"v_2662",9,2.16445531482003e-05,2329.42063887299
"29314",0.000181883891937347,0.000160790118235802,0.000151007545279963,0.000151057134261453,0.000164777498253863,0.000153681431224725,0.000178367563880973,0.000196752561225355,0.000226319934298172,0.000178442703636736,0.000148134240626849,"v_3433",14,2.16398692951895e-05,6491.3398522409
"1211322",0.000275694136758465,0.000176208348751564,0.000201024812387461,9.80479724058847e-05,0.000240440635207167,0.000223509499004502,0.000254746621462246,0.000260708247041272,0.00016724659551526,0.000240042102700376,0.000163636661157566,"v_4666",416,2.16384645345566e-05,28370.4894868159
"1229205",0.000241949444376768,0.000174005744392169,0.000197201836557589,0.000125121864141187,0.000207148854947713,0.000230372941564053,0.000239470809945991,0.000199417381467685,0.000172616899040979,0.000288197188476317,0.000169665380252844,"v_980",315,2.1636591804059e-05,19446.9704864011
"1982900",1.01234077145091e-06,0,3.1858131915604e-07,3.7954053834536e-07,6.72561217362706e-07,3.58092655280912e-06,1.79715429602995e-06,1.33241012116494e-06,0,7.33326179329051e-07,8.6124558503982e-07,"v_5660",9,2.16337833160263e-05,1467.00985713919
"582744",3.00327762197103e-05,2.422864795334e-05,2.51679242133271e-05,2.18868377112491e-05,2.05131171295625e-05,2.62601280539335e-05,2.29137172743819e-05,1.9542015110419e-05,4.60311730775944e-05,3.00663733524911e-05,2.49761219661548e-05,"v_1210",2,2.16323793454042e-05,10461.4816237568
"2593540",1.01234077145091e-06,0,9.5574395746812e-07,1.13862161503608e-06,1.68140304340676e-06,1.49205273033713e-06,1.34786572202246e-06,0,2.68515176285967e-06,4.888841195527e-07,1.29186837755973e-06,"v_2958",6,2.16319113956909e-05,1621.80491486205
"1348774",0.000197069003509111,0.000136561470282462,0.000256139380601456,0.000184203674610281,0.000200423242774086,0.000229776120471918,0.000214310649801572,0.00020341461183118,0.000202153568432435,0.000168420579185905,0.000179569704480802,"v_468",86,2.16253622248173e-05,21481.9405829883
"1690818",1.68723461908485e-06,0,3.1858131915604e-07,6.32567563908934e-07,2.01768365208812e-06,2.08887382247199e-06,0,0,7.67186217959906e-07,1.22221029888175e-06,4.3062279251991e-07,"v_5569",5,2.16253622248173e-05,2993.23867260401
"2320867",0.000608416803641997,0.000140966679001251,0.000206440694813114,0.000132080107344185,0.000161414692167049,0.000198443013134839,0.00019499124111925,0.000243386915466128,0.000149984905611162,0.000156198476197088,0.000121005004698095,"v_1297",281,2.16244269526858e-05,3665.91703590901
"1961362",0.000160962182660695,0.000125548448485489,0.000224281248685852,0.000169781134153158,0.000202440926426174,0.000214855593168547,0.000212513495505542,0.000215406302921664,0.000178754388784658,0.000189687038386448,0.000145981126664249,"v_352",38,2.16178823122487e-05,16196.4047485342
"487904",2.80080946768085e-05,8.81041743757819e-06,3.28138758730721e-05,2.51761890435756e-05,2.95926935639591e-05,3.01394651528101e-05,2.78558915884642e-05,2.93130226656286e-05,3.45233798081958e-05,3.32441201295836e-05,2.79904815137941e-05,"v_1687",3,2.16178823122487e-05,9.13938727108556
"1980923",1.01234077145091e-06,0,9.5574395746812e-07,2.53027025563573e-07,3.36280608681353e-07,8.95231638202279e-07,4.49288574007488e-07,1.33241012116494e-06,3.83593108979953e-07,7.33326179329051e-07,8.6124558503982e-07,"v_5917",16,2.16169476869866e-05,109440.626218714
"345370",0.000293241376796947,0.000185018766189142,0.000183821421153035,0.000109687215581809,0.0001839454929487,0.000228880888833716,0.000267775990108463,0.000310895694938485,0.00016494503686138,0.000226842231472453,0.000162344792780006,"v_2846",384,2.16146114773587e-05,18547.4883279363
"2646250",0.00019605666273766,0.000204842205423693,0.000211856577238767,6.22446482886391e-05,0.000248175089206838,0.000191579570575288,0.00019678839541528,0.000267370297647097,0.000138860705450743,0.000186753733669132,0.000170526625837884,"v_3622",71,2.1612742873198e-05,4325.75575645737
"2169400",0.000151851115717637,9.2509383094571e-05,0.000159609240897176,0.000381311727524305,0.00013182199860309,0.000159948052692141,0.000155453846606591,0.000168327811973837,0.000156889581572801,0.000120021051350188,0.00014468925828669,"v_664",53,2.16104075722868e-05,19427.1467476639
"1792508",0.000252072852091277,0.000165195326954591,0.000209626508004674,0.000191288431326061,0.000186635737818151,0.000232461815386525,0.000233630058483894,0.000248272419243733,0.000215579327246734,0.000188953712207119,0.000184737177991041,"v_622",201,2.16094735932233e-05,16687.5636378045
"283699",2.36212846671879e-06,0,9.5574395746812e-07,5.06054051127147e-07,3.36280608681353e-07,1.19364218426971e-06,4.49288574007488e-07,4.44136707054978e-07,3.83593108979953e-07,4.888841195527e-07,8.6124558503982e-07,"v_2424",17,2.16085396948874e-05,234547.614487667
"273116",1.34978769526788e-06,2.20260435939455e-06,1.27432527662416e-06,7.5908107669072e-07,1.00884182604406e-06,1.49205273033713e-06,1.34786572202246e-06,2.22068353527489e-06,3.83593108979953e-07,4.888841195527e-07,8.6124558503982e-07,"v_5521",13,2.16071389987252e-05,34386.3688533617
"2806008",1.01234077145091e-06,0,1.91148791493624e-06,1.77118917894501e-06,2.69024486945082e-06,2.98410546067426e-07,8.98577148014976e-07,0,1.53437243591981e-06,9.77768239105401e-07,1.29186837755973e-06,"v_2378",7,2.16066721403569e-05,6680.8421288615
"1218494",1.01234077145091e-06,0,6.3716263831208e-07,1.64467566616323e-06,0,5.96821092134853e-07,8.98577148014976e-07,2.66482024232987e-06,0,4.888841195527e-07,0,"v_4118",10,2.15950072343274e-05,22750.6893358689
"55079",5.06170385725455e-05,1.98234392345509e-05,4.04598275328171e-05,7.32513239006545e-05,5.24597749542911e-05,5.25202561078671e-05,5.34653403068911e-05,4.88550377760476e-05,5.83061525649529e-05,4.44884548792957e-05,6.37321732929467e-05,"v_3998",8,2.15903447978064e-05,354.474588973605
"2774875",0.000213266455852325,0.000222463040298849,0.00017298965630173,0.000143592837007328,0.000166795181905951,0.000208588971701131,0.000193643375397227,0.000179875366357266,0.00016187629198954,0.000170620557723892,0.000184737177991041,"v_805",48,2.15894125520845e-05,63700.1113366766
"60481",1.01234077145091e-06,4.4052087187891e-06,1.91148791493624e-06,4.17494592179896e-06,6.72561217362706e-07,1.49205273033713e-06,2.69573144404493e-06,2.22068353527489e-06,1.91796554489977e-06,1.9555364782108e-06,1.72249117007964e-06,"v_2377",9,2.15884803868656e-05,869.725049294161
"1933904",1.68723461908485e-06,4.4052087187891e-06,3.1858131915604e-07,7.5908107669072e-07,6.72561217362706e-07,1.49205273033713e-06,3.14502001805241e-06,8.88273414109957e-07,1.15077932693986e-06,4.888841195527e-07,1.72249117007964e-06,"v_311",11,2.15870822899577e-05,21596.7235423803
"99653",0.000241611997452951,0.000253299501330373,0.000175856888174134,8.88124859728143e-05,0.00021118422225189,0.000193071623305625,0.000226441441299774,0.000254490333142503,0.00016686300240628,0.00022170894821715,0.000177847213310723,"v_3443",179,2.15833549166882e-05,12422.5572404157
"1784719",0.000243636678995852,0.000222463040298849,0.000187325815663751,0.000183191566508027,0.000196051594861229,0.000187700233476411,0.000214759938375579,0.000258931700213052,0.000192947333816916,0.00017282053626188,0.000177847213310723,"v_3193",82,2.15824232744853e-05,22528.711298635
"35554",0.000293241376796947,0.000176208348751564,0.000209307926685518,0.000109813729094591,0.00022127264051233,0.000252455321973043,0.00028439966734674,0.000258931700213052,0.000186426250964257,0.000217064549081399,0.000167942889082765,"v_2829",402,2.15796288303841e-05,17936.9792176701
"93221",0.000241949444376768,0.000182816161829747,0.000213449483834547,0.000128790756011859,0.000237414109729035,0.000276924986750572,0.00026642812438644,0.00020785597890173,0.000176452830130778,0.00023441993532552,0.000153732336929608,"v_1006",282,2.15777662696358e-05,9804.8112321763
"214888",6.7489384763394e-07,0,1.91148791493624e-06,1.13862161503608e-06,1.34512243472541e-06,1.19364218426971e-06,4.49288574007488e-07,4.44136707054978e-07,0,1.71109441843445e-06,4.3062279251991e-07,"v_4804",17,2.15712498382156e-05,213557.51773844
"2734263",6.7489384763394e-07,0,6.3716263831208e-07,0,3.36280608681353e-07,1.19364218426971e-06,1.34786572202246e-06,8.88273414109957e-07,3.83593108979953e-07,2.19997853798715e-06,4.3062279251991e-07,"v_5768",13,2.15712498382156e-05,9228.00120511729
"882378",0.000138353238764958,0.000160790118235802,0.000207396438770582,9.27344048690497e-05,0.000223290324164418,0.000155770305047197,0.000167135349530785,0.000152338890519858,0.000120831829328685,0.000163042853870826,0.000117129399565415,"v_1022",7,2.15642723136308e-05,79.0218062825772
"105",0.00010697067484998,7.26859438600201e-05,8.92027693636912e-05,0.000265172322790625,7.09552084317655e-05,8.65390583595537e-05,9.74956205596249e-05,8.43859743404459e-05,9.47474979180484e-05,8.09103217859719e-05,0.000100335110657139,"v_4914",17,2.15605528125741e-05,17420.6045893227
"273678",0.00020044347274728,0.000257704710049162,0.000131892666130601,0.000185215782712536,0.000133503401646497,0.000134881566822477,0.000143323055108389,0.000161665761368012,0.000139244298559723,0.000118065514871977,0.000121435627490615,"v_3164",33,2.15572993015435e-05,55134.6257455232
"1115758",6.07404462870546e-06,2.20260435939455e-06,1.27432527662416e-06,1.1892270201488e-05,2.01768365208812e-06,2.68569491460684e-06,2.69573144404493e-06,1.33241012116494e-06,5.67717801290331e-05,1.22221029888175e-06,4.3062279251991e-06,"v_4472",4,2.15480089639717e-05,13509.8806319999
"1482",9.44851386687516e-06,1.32156261563673e-05,8.28311429805704e-06,0.000153334377491525,1.00884182604406e-05,9.54913747415765e-06,1.07829257761797e-05,9.32687084815455e-06,1.80288761220578e-05,5.13328325530335e-06,1.76555344933163e-05,"v_3902",6,2.15466161039409e-05,24.1326294942756
"40933",1.01234077145091e-06,0,6.3716263831208e-07,1.51816215338144e-06,0,2.08887382247199e-06,8.98577148014976e-07,0,3.83593108979953e-07,7.33326179329051e-07,0,"v_313",15,2.15461518572783e-05,91566.2630302325
"29382",1.01234077145091e-06,2.20260435939455e-06,1.5929065957802e-06,1.39164864059965e-05,2.35396426076947e-06,1.49205273033713e-06,2.24644287003744e-06,2.22068353527489e-06,3.45233798081958e-06,1.4666523586581e-06,3.01435954763937e-06,"v_4071",5,2.15429026907085e-05,2353.70280216511
"2654982",0.000251397958243643,0.000171803140032775,0.000197520417876745,0.00011613940473368,0.000217573553816835,0.000285578892586527,0.000292486861678875,0.000207411842194675,0.000170315340387099,0.000260330793661813,0.000145981126664249,"v_975",316,2.15419745373861e-05,11895.9530471693
"67081",0.000148814093403284,0.000275325544924318,0.000145273081535154,0.000116012891220898,0.000158051886080236,0.000130703819177533,0.000143772343682396,0.000163886444903287,0.000187960623400177,0.000117332188692648,0.000114545662810296,"v_3387",9,2.15410464640372e-05,5981.47587127277
"2583532",0.000130929406440984,0.000107927613610333,0.000143361593620218,0.000217729755497455,0.000122406141560012,0.000142341830474162,0.000124902223574082,0.000111922450177855,0.000137709926123803,0.000117576630752424,0.000120574381905575,"v_268",39,2.15377988369589e-05,5049.20148746308
"482957",0.000275356689834648,0.000198234392345509,0.000202936300302397,0.000145364026186273,0.000222281482338374,0.000259617175078661,0.000280356070180672,0.000248272419243733,0.000190645775163037,0.000257886373064049,0.000152009845759528,"v_899",372,2.15368711233632e-05,18059.8981438717
"2560506",1.01234077145091e-06,0,1.5929065957802e-06,2.53027025563573e-07,1.34512243472541e-06,2.98410546067426e-07,2.24644287003744e-06,0,7.67186217959906e-07,7.33326179329051e-07,4.3062279251991e-07,"v_5748",14,2.15368711233632e-05,29812.8597167182
"2638792",0.000291554142177862,0.000200436996704904,0.00021153799591961,9.51381616119036e-05,0.000240440635207167,0.00023425227866293,0.000280356070180672,0.000261152383748327,0.000192180147598956,0.000222931158516031,0.000170526625837884,"v_3821",411,2.15350159359118e-05,20095.6606250273
"765911",0.000293578823720764,0.000160790118235802,0.000181591351918943,0.000146882188339654,0.00018898970207892,0.000261407638355066,0.000283051801624717,0.000252269649607228,0.000198701230451616,0.000209731287288108,0.000170096003045364,"v_2194",342,2.15345521889872e-05,13714.3665639426
"380021",0.000417084397837775,0.000200436996704904,0.000187644396982907,0.0001458700802374,0.000180918967470568,0.000216347645898884,0.000260138084350335,0.000243386915466128,0.000186809844073237,0.000186998175728908,0.000164497906742606,"v_1427",320,2.15322337539296e-05,15977.7927645236
"2004647",1.68723461908485e-06,2.20260435939455e-06,1.27432527662416e-06,1.39164864059965e-06,6.72561217362706e-07,2.38728436853941e-06,1.34786572202246e-06,8.88273414109957e-07,1.91796554489977e-06,1.9555364782108e-06,8.6124558503982e-07,"v_1546",7,2.15322337539296e-05,30806.1754371435
"1198114",0.000283117969082438,0.000167397931313986,0.000213130902515391,8.46375400510153e-05,0.000261962594162774,0.00025275373251911,0.000326632793303444,0.000252269649607228,0.000148066940066262,0.00024713092243389,0.000127464346585893,"v_5066",379,2.15238915195867e-05,13344.7636443824
"849864",3.3744692381697e-07,0,1.27432527662416e-06,1.39164864059965e-06,1.34512243472541e-06,2.98410546067426e-07,1.79715429602995e-06,4.44136707054978e-07,1.91796554489977e-06,0,0,"v_356",13,2.15220385674931e-05,10243.0258687642
"2587855",0.000109670250240515,0.000125548448485489,0.000151326126599119,0.000117657566887062,0.000147290906602433,0.00015069732576405,0.000141525900812359,0.000132352738702384,0.000142313043431563,0.000122709914007728,0.000109378189300057,"v_601",16,2.15206490627757e-05,191.17019657355
"47671",0.000243299232072035,0.000176208348751564,0.000215679553068639,0.000146123107262964,0.000219254956860242,0.000245293468867425,0.000260587372924343,0.000263817203990657,0.000199084823560596,0.000230753304428875,0.000206268317617037,"v_1020",358,2.15160186759042e-05,14134.2288664246
"502394",0.000304714572206724,0.000200436996704904,0.000213449483834547,0.00010057824266152,0.00021387446712134,0.000216944466991019,0.000281703935902695,0.000288688859585736,0.000176452830130778,0.000250064227151206,0.000166651020705205,"v_4665",405,2.15127785904827e-05,24296.335346714
"696125",3.3744692381697e-07,0,1.5929065957802e-06,3.92191889623539e-06,6.72561217362706e-07,0,1.34786572202246e-06,8.88273414109957e-07,3.83593108979953e-07,1.71109441843445e-06,0,"v_326",7,2.15113902811539e-05,723.186070066748
"134537",0.000282780522158621,0.000202639601064298,0.000228422805834881,0.000131194512754713,0.000186635737818151,0.000208290561155064,0.000247108715704118,0.000228286267426259,0.000169931747278119,0.0002625307721998,0.000138229916398891,"v_977",290,2.1510927551196e-05,11194.397815738
"126673",0.000169735802679936,0.000134358865923067,0.000140494361747814,0.000100957783199866,0.00017150311042749,0.000145922757026972,0.000181063295325018,0.000190090510619531,0.000139627891668703,0.00017282053626188,0.000226507588865473,"v_3384",22,2.15104648411452e-05,397.537040605723
"303541",1.01234077145091e-06,4.4052087187891e-06,1.5929065957802e-06,1.77118917894501e-06,3.36280608681353e-07,8.95231638202279e-07,1.79715429602995e-06,1.33241012116494e-06,3.83593108979953e-07,2.4444205977635e-07,1.29186837755973e-06,"v_4115",16,2.15104648411452e-05,31194.9202937731
