"","FvY2M2TOMPOOB051329.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report","dSz8M2TOMPOOA051340.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","vcXtM2TOMPOOB050180.extra.kraken2.report","iYASM2TOMPOOA050195.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","cSObM2TOMPOOM080315.extra.kraken2.report","OeS0M2TOMPOOA051355.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","nodos","degrees","closeness","betweenness"
"515635",2.12591562004691e-05,8.81041743757819e-06,2.19821110217667e-05,8.72943238194328e-06,1.95042753035185e-05,1.22348323887645e-05,1.7522254386292e-05,2.79806125444636e-05,1.99468416669576e-05,1.71109441843445e-05,1.16268153980376e-05,"v_5254",39,2.68441962847632e-05,2265.8243104271
"544580",5.26417201154473e-05,3.74442741097073e-05,3.34510385113842e-05,2.12542701473402e-05,4.03536730417624e-05,4.29711186337094e-05,5.30160517328836e-05,4.75226276548827e-05,3.60577522441156e-05,3.27552360100309e-05,3.01435954763937e-05,"v_3729",291,2.68434756932328e-05,40109.9266036851
"2153385",9.11106694305819e-06,2.20260435939455e-06,7.64595165974496e-06,3.54237835789003e-06,5.04420913022029e-06,9.54913747415765e-06,6.29004003610483e-06,7.10618731287965e-06,8.05545528857901e-06,1.00221244508304e-05,5.59809630275883e-06,"v_1890",25,2.6840593713933e-05,13178.0577730304
"1812935",3.00327762197103e-05,1.98234392345509e-05,3.72740143412567e-05,1.93565674556134e-05,2.38759232163761e-05,3.78981393505632e-05,2.96530458844942e-05,2.57599290091887e-05,1.99468416669576e-05,3.07996995318201e-05,2.4114876381115e-05,"v_1746",47,2.68398733157979e-05,2800.26636976276
"2733484",2.12591562004691e-05,1.98234392345509e-05,1.72033912344262e-05,1.02475945353247e-05,1.7150311042749e-05,1.58157589415736e-05,1.52758115162546e-05,2.17626986456939e-05,1.26585725963385e-05,1.93109227223317e-05,9.04307864291811e-06,"v_2232",35,2.68398733157979e-05,2794.33243051404
"35817",1.01234077145091e-05,0,5.41588242565268e-06,6.07264861352576e-06,1.00884182604406e-05,5.07297928314625e-06,7.63790575812729e-06,7.55032401993463e-06,7.28826907061911e-06,3.17774677709255e-06,6.02871909527874e-06,"v_2949",21,2.68391529563327e-05,4666.86661069566
"6033",6.07404462870546e-06,4.4052087187891e-06,5.73446374480872e-06,2.78329728119931e-06,6.05305095626435e-06,6.86344255955081e-06,1.03336372021722e-05,3.10895694938485e-06,5.37030352571934e-06,6.11105149440875e-06,5.16747351023892e-06,"v_5538",37,2.6837712353399e-05,4733.94765989165
"375288",4.85923570296437e-05,1.54182305157618e-05,3.59996890646325e-05,3.25139727849192e-05,3.12740966073658e-05,3.99870131730351e-05,5.48132060289135e-05,4.35253972913879e-05,4.37296144237146e-05,3.78885192653343e-05,3.10048410614335e-05,"v_5023",184,2.68369921099243e-05,29437.5655490411
"428406",4.42055470200231e-05,3.30390653909182e-05,3.31324571922281e-05,1.91035404300498e-05,3.66545863462675e-05,4.6850455732586e-05,4.44795688267413e-05,3.90840302208381e-05,3.03038556094163e-05,3.59329827871235e-05,3.27273322315131e-05,"v_999",283,2.68355517389438e-05,33166.1919766493
"296",4.58927816391079e-05,2.422864795334e-05,3.63182703837885e-05,2.03686755578677e-05,2.25308007816506e-05,3.61076760741586e-05,3.32473544765541e-05,3.46426631502883e-05,2.33991796477771e-05,3.39774463089127e-05,2.15311396259955e-05,"v_1458",133,2.68333914723482e-05,6551.15111419172
"300876",6.07404462870546e-06,0,2.86723187240436e-06,2.27724323007216e-06,1.34512243472541e-06,4.17774764494397e-06,5.84075146209734e-06,2.66482024232987e-06,3.83593108979953e-06,1.9555364782108e-06,1.72249117007964e-06,"v_2607",46,2.68319514878317e-05,29858.9040573475
"1981174",8.16621555637068e-05,2.20260435939455e-05,3.91855022561929e-05,4.11168916540807e-05,3.12740966073658e-05,3.93901920809003e-05,4.13345488086889e-05,3.33102530291234e-05,3.14546349363562e-05,2.29775536189769e-05,2.71292359287543e-05,"v_1333",96,2.68297918008156e-05,57821.4195980218
"288004",1.1473195409777e-05,2.20260435939455e-06,1.5929065957802e-05,1.45490539699055e-05,1.04246988691219e-05,1.34284745730342e-05,1.07829257761797e-05,1.15475543834294e-05,1.26585725963385e-05,7.82214591284321e-06,4.3062279251991e-06,"v_2714",23,2.68297918008156e-05,12233.1167206767
"2629145",9.11106694305819e-06,4.4052087187891e-06,5.09730110649664e-06,3.41586484510824e-06,3.36280608681353e-06,2.68569491460684e-06,1.07829257761797e-05,6.2179138987697e-06,7.67186217959906e-06,4.888841195527e-06,6.45934188779865e-06,"v_4393",18,2.68269127588797e-05,75805.995145935
"1986204",5.36540608868983e-05,2.422864795334e-05,2.70794121282634e-05,1.22718107398333e-05,3.12740966073658e-05,3.61076760741586e-05,5.34653403068911e-05,4.35253972913879e-05,3.68249384620755e-05,3.69107510262289e-05,3.22967094389932e-05,"v_4701",208,2.68269127588797e-05,22579.2753850322
"1653476",5.39915078107152e-06,2.20260435939455e-06,3.1858131915604e-06,1.26513512781787e-06,3.02652547813218e-06,2.98410546067426e-06,8.98577148014976e-06,5.32964048465974e-06,2.30155865387972e-06,3.4221888368689e-06,1.72249117007964e-06,"v_5214",69,2.68261930949379e-05,92623.4735627258
"2732364",1.01234077145091e-05,4.4052087187891e-06,4.14155714902852e-06,2.65678376841752e-06,1.27786631298914e-05,1.01459585662925e-05,7.18861718411981e-06,8.43859743404459e-06,6.5210828526592e-06,8.31103003239591e-06,4.3062279251991e-06,"v_930",24,2.68254734696067e-05,9076.48022986473
