"","s9OmM2TOMPOOB051285.extra.kraken2.report","FvY2M2TOMPOOB051329.extra.kraken2.report","nG3jM2TOMPOOA051345.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","X0n7bM2TOMPOOA100365.extra.kraken2.report","AYtCM2TOMPOOA100360.extra.kraken2.report","TECcM2TOMPOOA051310.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report","DYZgM2TOMPOOB100370.extra.kraken2.report","XR8LM2TOMPOOB051125.extra.kraken2.report","nodos","degrees","closeness","betweenness"
"1385592",8.73772088084615e-05,0.000100896630221274,8.14391414078911e-05,9.1468325561328e-05,9.95645110338914e-05,7.89134574813835e-05,7.90249129386552e-05,0.000102751162372524,3.65801387341523e-05,0.000103822904614522,7.83897233601376e-05,"v_936",125,2.51762336354481e-05,19536.2751707034
"2724121",4.12420425575938e-05,4.21808654771213e-05,5.18974920736561e-05,4.90969688674775e-05,4.45642853919401e-05,4.2421685235657e-05,3.92892222519868e-05,5.40329388338275e-05,5.88463101375493e-05,5.25523344345112e-05,3.87734115544766e-05,"v_1669",8,2.33029618064456e-05,19535.6738660959
"2080740",0.000101707071053049,9.11106694305819e-05,4.79053772987595e-05,7.26366114751722e-05,9.8154248837944e-05,0.000100352373675748,8.30431288507903e-05,0.000116037950610351,6.36176325811343e-05,8.80144788090188e-05,9.56691785094152e-05,"v_3480",87,2.41097475709429e-05,19489.1432227064
"1658672",0.000153434378667658,0.000151176221870003,0.000134135056436527,0.000109627478430121,0.000175154564736676,0.000111299905349466,0.000128136440753639,0.000122238451788003,6.60032938029269e-05,0.000170474645848536,0.000131913889310339,"v_880",270,2.36820916023303e-05,19478.6224129248
"1005048",8.63286823027599e-05,0.000109670250240515,9.50123316425397e-05,8.5751555213745e-05,0.000104641454939302,7.50362066802751e-05,8.39360657201536e-05,8.81356953109153e-05,6.36176325811343e-05,0.000108522706881023,0.000100305129890929,"v_1140",163,2.48855265777424e-05,19473.6648473903
"187218",0,6.7489384763394e-07,0,3.36280608681353e-07,2.82052439189494e-07,1.14036788267895e-06,0,1.32867882378264e-06,0,4.27254751500091e-07,0,"v_6087",9,1.8657064497472e-05,19461.7905591519
"227470",3.49508835233846e-07,0,0,0,8.46157317568482e-07,2.2807357653579e-07,4.46468434681668e-07,4.42892941260881e-07,0,0,0,"v_5902",6,1.73780063951064e-05,19461.756600582
"2059855",0,6.7489384763394e-07,0,0,0,2.2807357653579e-07,0,0,0,4.27254751500091e-07,0,"v_6570",24,1.62641294624705e-05,19459.4669071999
"2649508",0.000169511785088415,0.000160962182660695,0.000101399715282374,0.000148972309645839,0.000173744302540728,0.000198424011586138,0.000168318599874989,0.000190443964742179,6.67985142101911e-05,0.000159366022309534,0.000194709958023567,"v_3342",135,2.22751876684561e-05,19430.4894667448
"2640676",2.06210212787969e-05,2.66583069815406e-05,1.75653050095451e-05,1.54689079993422e-05,1.63590414729907e-05,1.64212975105769e-05,2.50022323421734e-05,2.25875400043049e-05,1.03378652944343e-05,1.79446995630038e-05,1.55936546469091e-05,"v_751",58,2.81729821101564e-05,19425.3395419554
"488",1.64269152559908e-05,1.41727708003127e-05,6.3873836398346e-06,7.73445399967112e-06,1.01538878108218e-05,1.14036788267895e-05,1.4733458344495e-05,1.32867882378264e-05,5.56654285084926e-06,1.4099406799503e-05,1.34864040189484e-05,"v_1265",88,2.83502962605959e-05,19412.7988434571
"2814294",9.43673855131384e-06,1.55225584955806e-05,1.19763443246899e-05,7.39817339098976e-06,1.26923597635272e-05,1.00352373675748e-05,1.071524243236e-05,9.3007517664785e-06,7.95220407264179e-06,9.39960453300201e-06,8.00755238625061e-06,"v_2361",62,2.84859706594502e-05,19409.6635568736
"2067957",0.00012267760116708,0.000132616641060069,0.000126150826886733,0.000102565585647813,0.000130590279344736,0.000117001744762861,0.000110277703366372,0.00010540852002009,8.66790243917956e-05,0.000155520729546033,0.000107048331900403,"v_188",251,2.40818783865141e-05,19407.2238398843
"2774459",2.86597244891754e-05,3.61068208484158e-05,4.71069543437802e-05,1.84954334774744e-05,2.31283000135385e-05,2.05266218882211e-05,1.96446111259934e-05,2.52448976518702e-05,1.3518746923491e-05,2.73443040960059e-05,2.31797569075676e-05,"v_1349",93,2.75877289781505e-05,19397.8809447765
"2730360",8.56296646322922e-05,0.000102583864840359,8.14391414078911e-05,6.92738053883587e-05,8.77183085879327e-05,8.55275912009214e-05,7.81319760692919e-05,8.50354447220891e-05,4.29419019922657e-05,8.63054598030185e-05,9.10332271279017e-05,"v_2226",119,2.52270433905146e-05,19361.8981124728
"1448139",5.24263252850769e-06,5.06170385725455e-06,7.98422954979325e-06,7.73445399967112e-06,1.01538878108218e-05,5.24569226032318e-06,8.92936869363336e-06,3.98603647134793e-06,3.9761020363209e-06,8.97234978150192e-06,7.16465213506634e-06,"v_2490",22,2.72635568036206e-05,19348.33704614
"573413",1.29318269036523e-05,1.51851115717637e-05,7.18580659481392e-06,1.27786631298914e-05,1.55128841554222e-05,1.32282674390758e-05,1.607286364854e-05,1.68299317679135e-05,5.56654285084926e-06,2.00809733205043e-05,8.42900251184275e-06,"v_5116",91,2.86368843069874e-05,19346.0144239274
"1404649",1.46793710798215e-05,9.11106694305819e-06,7.18580659481392e-06,8.74329582571518e-06,1.35385170810957e-05,1.04913845206464e-05,7.14349495490669e-06,9.3007517664785e-06,7.15698366537761e-06,1.79446995630038e-05,7.58610226065847e-06,"v_19",41,2.83720138455428e-05,19344.2020788558
"191390",9.47168943483722e-05,6.64770439919431e-05,0.000102198138237354,3.69908669549488e-05,5.33079110068144e-05,4.33339795418002e-05,5.08974015537102e-05,3.98603647134793e-05,3.18088162905672e-05,6.19519389675133e-05,4.88882145686879e-05,"v_1504",163,2.61082972168555e-05,19328.3897874919
"2529390",0,6.7489384763394e-07,0,3.36280608681353e-07,5.64104878378988e-07,2.2807357653579e-07,4.46468434681668e-07,0,0,0,0,"v_6030",18,1.74782395917083e-05,19322.8714152147
"225991",0.000228928287078169,0.000243974125919669,0.000250704807863508,0.000185290615383425,0.000235513786723228,0.000193862540055422,0.000195999642825252,0.000207273896510092,0.000198009881408781,0.000208927573483545,0.000208196362042516,"v_849",126,2.17523710084399e-05,19307.1377487508
"1179675",1.85239682673938e-05,2.227149697192e-05,1.59684590995865e-05,1.61414692167049e-05,1.91795658648856e-05,1.57370767809695e-05,1.56263952138584e-05,1.72728247091744e-05,8.74742447990597e-06,2.56352850900055e-05,2.52870075355282e-05,"v_929",46,2.81706011606288e-05,19290.348639516
"992186",2.726168914824e-05,3.20574577626122e-05,2.87432263792557e-05,2.15219589556066e-05,2.4538562209486e-05,2.25792840770433e-05,2.67881060809001e-05,2.2144647063044e-05,1.59044081452836e-05,2.47807755870053e-05,2.19154065307911e-05,"v_599",115,2.763041556145e-05,19254.5299562761
"1811807",4.64846750861015e-05,7.82876863255371e-05,6.1478567533408e-05,5.24597749542911e-05,7.58721061419739e-05,4.85796718021234e-05,7.27743548531119e-05,4.87182235386969e-05,2.62422734397179e-05,7.13515435005153e-05,5.39456160757936e-05,"v_2215",129,2.61965263406072e-05,19247.9618874558
"2126321",8.14355586094861e-05,9.54974794402025e-05,7.74470266329945e-05,9.18046061700093e-05,9.6461934202807e-05,7.7316942445633e-05,8.70613447629253e-05,9.07930529584806e-05,3.73753591414164e-05,9.05780073180194e-05,7.16465213506634e-05,"v_1996",122,2.51149006705678e-05,19238.2824717125
"714995",8.73772088084615e-06,9.44851386687516e-06,8.78265250477257e-06,6.72561217362706e-06,1.29744122027167e-05,5.24569226032318e-06,8.03643182427002e-06,3.54314353008705e-06,5.56654285084926e-06,1.11086235390024e-05,8.85045263743489e-06,"v_526",44,2.79704631908704e-05,19238.0316316992
"2823875",4.61351662508677e-05,5.6691083201251e-05,6.46722593533253e-05,3.02652547813218e-05,3.61027122162552e-05,2.91934177965812e-05,3.57174747745334e-05,3.32169705945661e-05,1.82900693670761e-05,3.63166538775078e-05,2.61299077867125e-05,"v_1336",189,2.7244244653317e-05,19229.4058280186
"375175",2.09705301140308e-06,5.06170385725455e-06,2.39526886493797e-06,1.68140304340676e-06,3.38462927027393e-06,4.56147153071581e-06,4.91115278149835e-06,3.10025058882617e-06,2.38566122179254e-06,3.41803801200073e-06,3.79305113032924e-06,"v_4201",31,2.67201068804275e-05,19196.0299996005
"2686360",4.12420425575938e-05,5.23042731916304e-05,5.10990691186768e-05,5.04420913022029e-05,5.75386975946568e-05,4.40182002714076e-05,4.50933119028485e-05,4.0746150596001e-05,4.13514611777373e-05,5.55431176950119e-05,4.13021123080295e-05,"v_2255",42,2.59659326963025e-05,19192.4085033294
"80866",0.000203763650941332,0.00025612221517708,0.000242720578313715,0.0001641049370365,0.00025102667087865,0.000174704359626415,0.000201357264041432,0.000192215536507222,0.000105764314166136,0.000212345611495545,0.000194288507897975,"v_874",321,2.23199339329956e-05,19185.7296256436
"161879",5.27758341203107e-05,5.06170385725455e-05,3.91227247939869e-05,4.67430046067081e-05,5.30258585676249e-05,4.94919661082665e-05,4.42003750334851e-05,4.42892941260881e-05,2.06757305888687e-05,5.51158629435118e-05,4.97311148198722e-05,"v_3498",115,2.70936627922729e-05,19169.102911968
"666509",2.97082509948769e-05,3.4082139305514e-05,3.4332187064111e-05,1.68140304340676e-05,3.35642402635498e-05,2.21231369239717e-05,2.63416376462184e-05,3.49885423596096e-05,1.27235265162269e-05,3.20441063625069e-05,2.19154065307911e-05,"v_698",95,2.75892512277217e-05,19165.4253272263
"2560029",5.24263252850769e-06,5.39915078107152e-06,5.58896068485527e-06,2.35396426076947e-06,9.5897829324428e-06,3.19303007150107e-06,8.03643182427002e-06,2.2144647063044e-06,1.59044081452836e-06,8.97234978150192e-06,5.47885163269779e-06,"v_2496",55,2.78388686283789e-05,19151.3333151423
"1491",1.92229859378615e-05,2.2946390819554e-05,1.03794984147312e-05,1.58051886080236e-05,2.67949817230019e-05,1.75616653932559e-05,2.36628270381284e-05,2.03730752980005e-05,1.3518746923491e-05,1.75174448115038e-05,1.8543805526054e-05,"v_4355",95,2.82965478211658e-05,19138.8661334776
"1763535",0.000134560901565031,0.000154213244184355,0.000161281436905824,0.00010189302443045,0.000163026309851528,0.000115633303303646,0.000118760603625324,0.000116923736492873,6.99793958392478e-05,0.000142703087001031,0.000114212984035469,"v_821",246,2.37416904083571e-05,19101.4473084208
"2501972",0,6.7489384763394e-07,0,0,0,2.2807357653579e-07,4.46468434681668e-07,0,0,0,0,"v_6780",21,1.62517064291751e-05,19101.1951485775
"1985720",3.49508835233846e-07,3.3744692381697e-07,0,0,1.12820975675798e-06,2.2807357653579e-07,0,4.42892941260881e-07,0,0,0,"v_6043",7,1.78275364127431e-05,19087.4356008192
"2621872",0.000521117673333664,0.000473775481039026,0.000293819647432392,0.000593535274322588,0.000484001985649172,0.000622868937519244,0.000506295204929012,0.000572217680109058,0.000326835587385578,0.000464853169632099,0.000685277904212815,"v_3660",129,1.84846300301299e-05,19046.3687494119
"2734246",0,3.3744692381697e-07,0,0,0,2.2807357653579e-07,4.46468434681668e-07,8.85785882521762e-07,0,0,0,"v_6626",5,1.67594020245358e-05,19044.5366472587
"2676247",7.33968553991076e-06,7.76127924779031e-06,1.59684590995865e-06,2.35396426076947e-06,5.92310122297938e-06,4.33339795418002e-06,3.57174747745334e-06,2.65735764756528e-06,3.18088162905672e-06,4.27254751500091e-06,7.16465213506634e-06,"v_4919",49,2.73052453376294e-05,19041.5329155828
"2560849",3.49508835233846e-07,3.3744692381697e-07,7.98422954979325e-07,6.72561217362706e-07,0,4.56147153071581e-07,0,0,0,4.27254751500091e-07,8.42900251184275e-07,"v_6673",9,1.80056897979762e-05,19037.5725938422
"2520516",0,0,1.59684590995865e-06,0,2.82052439189494e-07,4.56147153071581e-07,0,4.42892941260881e-07,0,8.54509503000183e-07,4.21450125592137e-07,"v_5934",8,1.87920472056226e-05,19023.7707197536
"590652",0.000137706481082135,0.000160287288813061,0.000112577636652085,0.000145273222950344,0.000168103253756938,0.000166721784447663,0.000120992945798732,0.000186900821212092,7.5545938690097e-05,0.000160647786564034,0.000157622346971459,"v_3414",95,2.27941008866905e-05,19022.2881167222
"29486",1.08347738922492e-05,9.78596079069213e-06,1.27747672796692e-05,9.41585704307788e-06,1.10000451283903e-05,9.5790902145032e-06,9.8223055629967e-06,1.24010023553047e-05,7.95220407264179e-06,1.15358782905025e-05,6.32175188388206e-06,"v_1983",37,2.80269058295964e-05,19016.0952331706
"33010",0.000160774064207569,0.000138353238764958,8.54312561827878e-05,0.000123414983386057,0.000131154384223115,0.000180862346192882,0.000132601125100455,0.000144383098851047,5.40749876939642e-05,0.000150393672528032,0.000172794551492776,"v_3683",116,2.2706114756704e-05,19011.0149637665
"2633479",2.79607068187077e-06,3.71191616198667e-06,1.59684590995865e-06,1.00884182604406e-06,5.64104878378988e-06,2.96495649496528e-06,2.23234217340834e-06,4.42892941260881e-06,4.77132244358508e-06,2.56352850900055e-06,2.52870075355282e-06,"v_4395",13,2.5046335721084e-05,19009.1438915064
"1380685",8.3882120456123e-06,1.61974523432146e-05,5.58896068485527e-06,8.74329582571518e-06,1.46667268378537e-05,9.5790902145032e-06,2.05375479953567e-05,8.41496588395674e-06,2.2266171403397e-05,1.06813687875023e-05,8.42900251184275e-06,"v_4001",21,2.56443133735094e-05,19008.9594982469
"1458426",0.000185239682673938,0.000212591562004691,0.000182838856690265,0.000142246697472212,0.000271052394061104,0.00015280929627898,0.000187070274131619,0.000177600069445613,8.66790243917956e-05,0.000253789322391054,0.000170265850739224,"v_884",339,2.24628240262366e-05,19005.6102498088
"319707",0.000185589191509172,0.000177834528851543,0.000120561866201878,0.000157715605471555,0.000177410984250192,0.000205038145305676,0.000172336815787124,0.000197530251802353,0.000112126077424249,0.000182865033642039,0.000194709958023567,"v_3385",152,2.1945706322558e-05,18993.9752488711
"1441386",1.43298622445877e-05,1.0798301562143e-05,4.79053772987595e-06,6.72561217362706e-06,6.48720610135836e-06,5.70183941339476e-06,7.14349495490669e-06,1.32867882378264e-05,1.59044081452836e-06,7.69058552700165e-06,1.64365548980934e-05,"v_5194",46,2.77407900577008e-05,18983.9938106797
"637971",8.73772088084615e-06,6.07404462870546e-06,5.58896068485527e-06,6.38933156494571e-06,7.33336341892685e-06,3.87725080110844e-06,4.46468434681668e-06,8.41496588395674e-06,1.59044081452836e-06,5.55431176950119e-06,6.32175188388206e-06,"v_4128",19,2.74175417432073e-05,18979.0769065234
"2624378",0.000583330246005289,0.000563198915850523,0.000364879290425551,0.000503748351804667,0.000577079290581705,0.000606219566432131,0.000535762121618002,0.000592147862465798,0.000306159856796709,0.000602856454366629,0.000599723528717612,"v_3467",121,1.88199868260092e-05,18964.5508917315
"1265350",3.49508835233846e-07,0,7.98422954979325e-07,3.36280608681353e-07,2.82052439189494e-07,0,0,0,0,4.27254751500091e-07,0,"v_2069",11,1.6675560298826e-05,18955.7807045645
"1494",3.49508835233846e-07,2.36212846671879e-06,0,2.35396426076947e-06,3.38462927027393e-06,1.59651503575053e-06,8.92936869363336e-07,1.77157176504352e-06,5.56654285084926e-06,2.56352850900055e-06,2.10725062796069e-06,"v_4378",17,2.36110783179468e-05,18946.67945695
"359",0.000111143809604363,0.000127554937202815,0.000144514554851258,0.000118370774255836,0.000192923868405614,0.000120422848410897,0.000121439414233414,0.00010540852002009,0.000226637816070291,0.000148684653522032,0.000133599689812708,"v_156",55,2.20818796095924e-05,18935.974659648
"28045",3.49508835233846e-07,3.3744692381697e-07,1.59684590995865e-06,1.34512243472541e-06,2.82052439189494e-07,4.56147153071581e-07,4.46468434681668e-07,8.85785882521762e-07,0,8.54509503000183e-07,4.21450125592137e-07,"v_3425",6,1.8321058224323e-05,18934.913278225
"214888",1.04852650570154e-06,6.7489384763394e-07,1.59684590995865e-06,1.34512243472541e-06,1.41026219594747e-06,1.36844145921474e-06,4.46468434681668e-07,8.85785882521762e-07,7.95220407264179e-07,1.70901900600037e-06,1.26435037677641e-06,"v_4804",12,2.23094770658576e-05,18917.4719647529
"2518599",0.000152036343326723,0.000188632830413686,0.000173257781230513,0.000158388166688917,0.000224795794034027,0.000136159925191867,0.000161621573354764,0.000160327244736439,9.06551264281164e-05,0.000208500318732045,0.000135706940440668,"v_1008",273,2.27722997745542e-05,18908.4293815063
"573569",3.49508835233846e-07,3.3744692381697e-07,0,0,5.64104878378988e-07,0,4.46468434681668e-07,0,0,0,1.26435037677641e-06,"v_2728",5,1.7619592987402e-05,18907.3110744736
"2769490",1.04852650570154e-06,5.39915078107152e-06,0,1.34512243472541e-06,5.35899634460039e-06,2.5088093418937e-06,2.23234217340834e-06,3.98603647134793e-06,7.95220407264179e-07,6.40882127250137e-06,1.26435037677641e-06,"v_2474",67,2.65922084829145e-05,18904.5156204833
"1235990",1.04852650570154e-06,5.06170385725455e-06,0,2.69024486945082e-06,3.66668170946342e-06,2.5088093418937e-06,3.12527904277168e-06,4.42892941260881e-07,1.59044081452836e-06,2.99078326050064e-06,4.21450125592137e-07,"v_2024",24,2.54829009734468e-05,18902.2322294307
"158627",4.61351662508677e-05,5.77034239727019e-05,5.58896068485527e-05,1.78228722601117e-05,3.66668170946342e-05,2.3947725536258e-05,3.83962853826234e-05,3.01167200057399e-05,1.90852897743403e-05,3.7598418132008e-05,2.99229589170418e-05,"v_1517",147,2.74340895997366e-05,18849.8505916508
"1263829",0,0,0,3.36280608681353e-07,0,2.2807357653579e-07,0,4.42892941260881e-07,0,4.27254751500091e-07,0,"v_6526",17,1.59764826175869e-05,18837.6270437165
"980427",0.000151337325656255,0.000185595808099334,0.000148506669626154,0.000134512243472541,0.000158795523263685,0.000142317911758333,0.000143316367532815,0.000138182597673395,7.63411590973612e-05,0.000155520729546033,0.000144135942952511,"v_4670",298,2.34301780693533e-05,18812.8757880225
"200451",8.70276999732276e-05,0.000100559183297457,0.000122957135066816,4.70792852153894e-05,7.38977390676475e-05,5.6562246980876e-05,6.69702652022502e-05,5.40329388338275e-05,2.62422734397179e-05,8.11784027850174e-05,5.77386672061228e-05,"v_1431",167,2.5497845432061e-05,18808.6332505288
"885581",1.04852650570154e-05,1.01234077145091e-05,4.79053772987595e-06,9.41585704307788e-06,1.01538878108218e-05,9.35101663796741e-06,8.92936869363336e-06,1.15152164727829e-05,3.18088162905672e-06,8.97234978150192e-06,1.26435037677641e-05,"v_4407",30,2.74944323774436e-05,18796.3381514914
"265293",0.000123027110002314,0.000153538350336721,0.000108585521877188,0.000132494559820453,0.000154564736675843,0.000117001744762861,0.000119207072060005,0.000153683850617526,5.40749876939642e-05,0.000173465429109037,0.000118006035165798,"v_989",155,2.37315487208695e-05,18785.5980795617
"1799",0.000125473671848951,0.000145777071088931,0.000105391830057271,0.0001442643811243,0.000155692946432601,0.000150756634090157,0.000136172872577909,0.000165641960031569,9.54264488717015e-05,0.000148257398770532,0.000148350444208432,"v_3388",103,2.28608005852365e-05,18780.2393923712
"2708020",6.29115903420923e-06,5.39915078107152e-06,3.99211477489662e-06,9.41585704307788e-06,9.5897829324428e-06,4.7895451072516e-06,3.12527904277168e-06,4.87182235386969e-06,1.59044081452836e-06,1.15358782905025e-05,2.52870075355282e-06,"v_2660",46,2.79618600229287e-05,18736.3705625602
"2487929",1.74754417616923e-06,5.06170385725455e-06,3.1936918199173e-06,2.69024486945082e-06,3.10257683108444e-06,1.14036788267895e-06,2.67881060809001e-06,2.2144647063044e-06,0,4.69980226650101e-06,3.3716010047371e-06,"v_2691",21,2.57692109467608e-05,18728.4409218445
"354",0.000266325732448191,0.000296953292958934,0.000301005454027205,0.000147963467819795,0.000204770070851573,0.000142774058911405,0.000185284400392892,0.000147926242381134,8.58838039845314e-05,0.000211491101992545,0.000169844400613631,"v_1536",213,2.2145451324298e-05,18727.0420843122
"441500",9.15713148312676e-05,0.000105958334078529,8.14391414078911e-05,9.04594837352839e-05,8.91285707838801e-05,9.30540192266025e-05,8.97401553710153e-05,0.000107180091785133,3.9761020363209e-05,8.80144788090188e-05,0.000115477334412246,"v_3484",86,2.37840409085504e-05,18723.0838218048
"1100043",1.04852650570154e-06,1.01234077145091e-06,0,6.72561217362706e-07,5.64104878378988e-07,2.2807357653579e-07,1.78587373872667e-06,8.85785882521762e-07,0,1.28176425450027e-06,8.42900251184275e-07,"v_6134",16,2.24698903469351e-05,18715.1135838475
"2163016",2.44656184663692e-06,1.34978769526788e-06,0,6.72561217362706e-07,5.64104878378988e-07,1.14036788267895e-06,1.78587373872667e-06,8.85785882521762e-07,7.95220407264179e-07,1.70901900600037e-06,1.26435037677641e-06,"v_2601",16,2.3088289619505e-05,18713.2618949356
"2648404",6.92027493763015e-05,7.8962580173171e-05,5.66880298035321e-05,7.29728920838536e-05,8.60259939527957e-05,8.27907082824919e-05,6.69702652022502e-05,8.10494082507412e-05,3.26040366978314e-05,8.67327145545186e-05,7.24894216018476e-05,"v_5302",67,2.53222253171609e-05,18707.1028927567
"170673",3.8445971875723e-06,5.39915078107152e-06,4.79053772987595e-06,4.03536730417623e-06,3.38462927027393e-06,2.5088093418937e-06,4.46468434681668e-06,4.42892941260881e-06,7.95220407264179e-07,4.27254751500091e-06,4.63595138151351e-06,"v_2634",20,2.60037445392136e-05,18703.8218412469
"436515",0.0002498988171922,0.000259159237491433,0.000305795991757081,0.000218246115034198,0.000316744889209802,0.000236512298867615,0.000230377712295741,0.000248905832988615,0.000121668722311419,0.000294805778535063,0.000217046814679951,"v_811",254,2.14578460614124e-05,18701.3633956095
"71997",2.44656184663692e-06,5.39915078107152e-06,1.59684590995865e-06,3.02652547813218e-06,4.7948914662214e-06,5.70183941339476e-06,2.23234217340834e-06,3.98603647134793e-06,0,3.84529276350082e-06,2.10725062796069e-06,"v_5386",50,2.67329644184244e-05,18700.668094678
"331696",0.00103454615229218,0.00119692423877879,0.00393382989918313,0.00181591528687931,0.00220649623177941,0.00101355897412505,0.00106750602732387,0.00144515966733425,0.000759435488937291,0.00210764768914995,0.00100515854953725,"v_240",8,1.56607260312588e-05,18694.7237256912
"53458",0.000312111389863824,0.000264895835196322,0.000175653050095451,0.000302652547813218,0.000284026806263821,0.000433339795418002,0.000250022323421734,0.000302938771822442,0.000167791505932742,0.000274724805214559,0.000311873092938182,"v_3297",147,2.03678432490784e-05,18687.2454786898
"2479392",1.74754417616923e-05,3.4082139305514e-05,3.03400722892143e-05,8.74329582571518e-06,1.57949365946117e-05,8.66679590836004e-06,1.4733458344495e-05,1.41725741203482e-05,8.74742447990597e-06,1.75174448115038e-05,1.64365548980934e-05,"v_1358",71,2.81896600327e-05,18671.0255829485
"2594913",7.86394879276153e-05,8.30119432589747e-05,6.3873836398346e-05,7.66719787793485e-05,7.89746829730583e-05,8.68960326601362e-05,7.45602285918386e-05,8.9021481193437e-05,3.41944775123597e-05,8.50236955485182e-05,8.97688767511253e-05,"v_3489",95,2.47334965744107e-05,18666.716371072
"1008459",6.99017670467692e-07,2.02468154290182e-06,3.1936918199173e-06,1.68140304340676e-06,3.10257683108444e-06,1.59651503575053e-06,1.78587373872667e-06,3.10025058882617e-06,0,5.98156652100128e-06,1.26435037677641e-06,"v_1101",31,2.52812539501959e-05,18632.2177014169
"2733892",0,0,0,6.72561217362706e-07,8.46157317568482e-07,0,0,0,0,4.27254751500091e-07,0,"v_6057",5,1.66112956810631e-05,18616.4784268404
"2708539",0.000373275436029747,0.000346220543836211,0.000725766466076206,0.000345696465724431,0.000414052980730177,0.000298320238108814,0.000331279578533798,0.000412776221255141,0.000447709089289733,0.000424691222991091,0.000333367049343381,"v_705",26,1.85928900788339e-05,18607.5400678109
"1252",6.99017670467692e-07,2.36212846671879e-06,2.39526886493797e-06,6.72561217362706e-07,2.25641951351595e-06,1.14036788267895e-06,1.78587373872667e-06,1.77157176504352e-06,7.95220407264179e-07,2.56352850900055e-06,8.42900251184275e-07,"v_4159",24,2.45080018626081e-05,18588.7343254048
"582402",9.43673855131384e-06,1.113574848596e-05,8.78265250477257e-06,5.716770347583e-06,1.29744122027167e-05,9.35101663796741e-06,9.8223055629967e-06,1.46154670616091e-05,9.54264488717015e-06,1.96537185690042e-05,6.7432020094742e-06,"v_745",36,2.82853425354981e-05,18575.634164535
"152480",0.00014539567545728,0.000165011545746498,0.000123755558021795,0.000131485717994409,0.000151462159844758,0.000126808908553899,0.000116528261451915,0.00013552524002583,5.40749876939642e-05,0.000180301505133039,0.000112105733407509,"v_906",206,2.37563548249157e-05,18541.8851518836
"29543",0.000183841647333003,0.0001849209142517,0.000138127171211423,0.000142919258689575,0.000177975089128571,0.000136844145921474,0.000168765068309671,0.000167413531796613,6.12319713593418e-05,0.000178592486127038,0.000155515096343499,"v_2840",254,2.32385201710355e-05,18522.4667912403
"68895",0.000534748517907784,0.000616515529813604,0.000921380090046141,0.000496686459022358,0.00066902838575748,0.000468919273357585,0.000527725689793732,0.0005128700259801,0.000303774195574917,0.000631482522717135,0.000500682749203459,"v_952",116,1.86309945224876e-05,18507.8566490742
"2678688",0.000117085459803338,0.000115069401021587,9.98028693724156e-05,7.12914890404468e-05,0.000114795342750124,9.98962265226762e-05,0.000109384766497009,0.000111609021197742,3.18088162905672e-05,0.000113222509147524,8.93474266255331e-05,"v_2861",227,2.45863349150542e-05,18486.9183575526
"2066",0.000478477595435135,0.000477487397201013,0.000312981798351895,0.000435819668851033,0.000474976307595108,0.000566534764114903,0.000455844271809983,0.00058816182599445,0.000205962085481422,0.000496897275994606,0.000517119304101553,"v_3141",138,1.91806045726561e-05,18474.1577465171
"1844971",9.61149296893076e-05,0.0001113574848596,0.000117368174381961,7.63356981706671e-05,0.000120718443973103,8.34749290120993e-05,7.05420126797035e-05,7.66204788381324e-05,5.24845468794358e-05,0.000114504273402025,9.10332271279017e-05,"v_893",171,2.4778234798553e-05,18473.6785854396
"63561",0.000147842237303917,0.000149826434174735,0.000110980790742126,9.78576571262737e-05,0.000139898009837989,0.000126580834977364,0.000137512277881954,0.000128881845906916,4.93036652503791e-05,0.000126894661195527,0.000119270385542575,"v_2849",202,2.40263328608155e-05,18466.7447418413
"274",0.000123726127672781,0.000124180467964645,6.86643741282219e-05,8.94506419092399e-05,0.000100692720790649,0.000119054406951683,0.000106705955888919,0.000127553167083134,4.21466815850015e-05,9.78413380935209e-05,0.000112527183533101,"v_4678",116,2.39171509889742e-05,18462.9793542469
"39669",2.44656184663692e-06,1.68723461908485e-06,7.98422954979325e-07,1.68140304340676e-06,2.25641951351595e-06,1.14036788267895e-06,1.339405304045e-06,5.75760823639145e-06,0,4.69980226650101e-06,1.68580050236855e-06,"v_5358",37,2.56739409499358e-05,18452.7250406942
"1636182",6.99017670467692e-07,3.3744692381697e-07,0,3.36280608681353e-07,2.82052439189494e-07,0,4.46468434681668e-07,0,0,0,0,"v_6091",10,1.70756279562181e-05,18434.0544390822
"2785911",1.67764240912246e-05,2.02468154290182e-05,3.67274559290489e-05,1.95042753035185e-05,2.3410352452728e-05,1.80178125463274e-05,1.78587373872667e-05,1.68299317679135e-05,2.38566122179254e-05,2.26445018295048e-05,1.60151047725012e-05,"v_509",18,2.52327723246953e-05,18416.5254663227
"83771",1.01357562217815e-05,6.07404462870546e-06,1.59684590995865e-06,7.39817339098976e-06,8.74362561487432e-06,6.84220729607371e-06,6.25055808554335e-06,6.64339411891321e-06,2.38566122179254e-06,1.15358782905025e-05,4.21450125592137e-06,"v_2522",27,2.7875341472933e-05,18411.89198864
"1196095",4.54361485804e-06,5.73659770488849e-06,3.99211477489662e-06,2.35396426076947e-06,6.20515366216887e-06,4.7895451072516e-06,3.57174747745334e-06,5.75760823639145e-06,7.95220407264179e-07,3.41803801200073e-06,3.3716010047371e-06,"v_2808",48,2.72301492212177e-05,18401.2532522751
