"","s9OmM2TOMPOOB051285.extra.kraken2.report","FvY2M2TOMPOOB051329.extra.kraken2.report","nG3jM2TOMPOOA051345.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","X0n7bM2TOMPOOA100365.extra.kraken2.report","AYtCM2TOMPOOA100360.extra.kraken2.report","TECcM2TOMPOOA051310.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report","DYZgM2TOMPOOB100370.extra.kraken2.report","XR8LM2TOMPOOB051125.extra.kraken2.report","nodos","degrees","closeness","betweenness"
"274493",0.000189084279861511,0.000243636678995852,0.000152498784401051,0.000158051886080236,0.000212949591588068,0.000166949858024199,0.000214751317081882,0.000184243463564526,6.91841754319836e-05,0.000206791299726044,0.000174480351995145,"v_5051",207,2.25601227270676e-05,18394.4744280146
"1166950",0.000429546358502397,0.000478162291048647,0.000312183375396916,0.000309714440595526,0.000467642944176181,0.000349180645676295,0.000420573265470131,0.000380002143601836,0.000177334150819912,0.000437936120287594,0.000394055867428648,"v_2190",162,2.01227487674816e-05,18390.2132036972
"2571747",0.000248500781851264,0.000286154991396791,0.000282641726062681,0.000271378451205852,0.000307437158716549,0.000210968058295606,0.000254487007768551,0.000268836015345355,0.000118487840682363,0.000275152059966059,0.000237697870833965,"v_972",249,2.13492741246798e-05,18375.6928900295
"2594042",3.49508835233846e-06,3.71191616198667e-06,3.1936918199173e-06,1.68140304340676e-06,2.25641951351595e-06,3.87725080110844e-06,3.57174747745334e-06,2.65735764756528e-06,7.95220407264179e-07,2.99078326050064e-06,3.3716010047371e-06,"v_5530",16,2.60470931444051e-05,18371.703685444
"2733487",0.000147492728468683,0.000153875797260538,0.000110980790742126,0.000122742422168694,0.000151462159844758,0.000110387611043323,0.000139744620055362,0.000117809522375394,9.38360080571732e-05,0.000144839360758531,0.000129385188556786,"v_2222",258,2.37727326756211e-05,18369.8652367016
"60548",0.000190482315202446,0.000198081344280561,0.000185234125555203,0.000188317140861558,0.000209282909878605,0.000143230206064476,0.000152245736226449,0.0001913297506247,8.27029223554747e-05,0.000196964440441542,0.000149614794585209,"v_982",270,2.26254581655279e-05,18366.7538902204
"1236179",2.09705301140308e-05,1.65348992670315e-05,1.99605738744831e-05,1.54689079993422e-05,2.228214269597e-05,1.25440467094685e-05,1.78587373872667e-05,1.28438952965655e-05,8.74742447990597e-06,1.92264638175041e-05,1.64365548980934e-05,"v_1133",78,2.83045570336824e-05,18341.7640001187
"70799",3.8445971875723e-06,1.0798301562143e-05,7.98422954979325e-06,5.716770347583e-06,1.04359402500113e-05,6.61413371953792e-06,5.35762121618002e-06,6.20050117765233e-06,1.90852897743403e-05,9.39960453300201e-06,4.21450125592137e-06,"v_4643",22,2.5453712423957e-05,18330.8518390615
"52771",0.000186987226850108,0.000184583467327883,9.3415485732581e-05,0.000165786340079907,0.000176282774493434,0.000214617235520179,0.000177247968568622,0.000223660935336745,7.31602774683045e-05,0.000179874250381539,0.000224632916940609,"v_3716",149,2.17817468961011e-05,18305.5975534747
"1982881",6.99017670467692e-07,1.68723461908485e-06,2.39526886493797e-06,1.00884182604406e-06,1.69231463513696e-06,6.84220729607371e-07,0,4.42892941260881e-07,1.59044081452836e-06,1.28176425450027e-06,1.26435037677641e-06,"v_5682",6,2.23040035686406e-05,18304.9206680056
"1307763",0.00019991905375376,0.000232838377433709,0.000150901938491092,0.000163096095210456,0.000194052078162372,0.00015714269423316,0.000213411911777837,0.000209045468275136,6.28224121738702e-05,0.000190555619169041,0.000174058901869553,"v_4896",149,2.24966817394434e-05,18298.0699062627
"2714923",0.000174055399946455,0.000201793260442548,0.000223558427394211,0.000131149437385728,0.00022846247574349,0.000154177737738194,0.000165639789266899,0.000161213030618961,9.14503468353806e-05,0.000201236987956543,0.000157622346971459,"v_824",288,2.2642876551037e-05,18292.1397902228
"1868135",1.04852650570154e-06,6.7489384763394e-07,7.98422954979325e-07,3.36280608681353e-07,8.46157317568482e-07,2.2807357653579e-07,4.46468434681668e-07,8.85785882521762e-07,2.38566122179254e-06,4.27254751500091e-07,4.21450125592137e-07,"v_1765",5,1.66950482486894e-05,18277.7920095763
"2781021",8.91247529846307e-05,8.80736471162292e-05,0.000171660935320555,9.24771673873721e-05,8.17952073649533e-05,6.72817050780582e-05,8.79542816322886e-05,0.000102308269431263,0.000163020183489157,7.81876195245167e-05,8.21827744904668e-05,"v_1624",13,2.09384618605917e-05,18277.7876671426
"157783",0.000131065813212692,0.000156575372651074,0.000208388391249604,6.65835605189079e-05,8.71542037095537e-05,7.1843176608774e-05,8.43825341548353e-05,7.70633717793933e-05,4.21466815850015e-05,9.44233000815202e-05,7.58610226065847e-05,"v_1487",192,2.43031083675602e-05,18273.3223510525
"1589",8.3882120456123e-06,1.48476646479467e-05,7.98422954979325e-06,9.07957643439653e-06,1.46667268378537e-05,1.16317524033253e-05,8.92936869363336e-06,8.41496588395674e-06,7.95220407264179e-06,1.23903877935027e-05,1.39078541445405e-05,"v_4153",53,2.86155783208379e-05,18267.8071642642
"1886807",1.04852650570154e-06,6.7489384763394e-06,7.98422954979325e-07,2.35396426076947e-06,4.51283902703191e-06,3.64917722457265e-06,2.67881060809001e-06,1.32867882378264e-06,7.15698366537761e-06,2.99078326050064e-06,2.95015087914496e-06,"v_1391",14,2.52780586450961e-05,18238.5712523055
"47884",4.43876220746984e-05,5.56787424298001e-05,5.98817216234494e-05,2.79112905205523e-05,4.00514463649082e-05,2.91934177965812e-05,3.75033485132601e-05,2.9673827064479e-05,2.30613918106612e-05,4.35799846530093e-05,2.99229589170418e-05,"v_1514",185,2.71938650640416e-05,18238.1531365608
"1960083",5.62709224726492e-05,6.14153401346886e-05,2.9541649334235e-05,4.74155658240708e-05,5.61284353987093e-05,6.68255579249866e-05,5.17903384230735e-05,6.24479047177842e-05,3.26040366978314e-05,5.89611557070126e-05,6.11102682108599e-05,"v_3727",80,2.54550082728777e-05,18236.3130116583
"60890",0.000128269742530821,0.000129917065669534,0.000110980790742126,0.000112654003908253,0.000154000631797464,0.000119282480528218,0.000129922314492365,0.000127996060024395,8.4293363170003e-05,0.000137148775231529,0.000119691835668167,"v_633",215,2.39515221192307e-05,18221.815028337
"2742204",0.000362091153302264,0.00045555334715291,0.000433543664553773,0.000342333659637617,0.000567489507649262,0.000351689455018189,0.000435753192249308,0.000309139273000095,0.00043578078318077,0.000536631967884115,0.000349382154115882,"v_231",36,1.94935573792861e-05,18217.3684773017
"758802",0.000524962270521237,0.000491322721077509,0.000357693483830738,0.00056932307049753,0.000561002301547904,0.000622868937519244,0.000475488882935976,0.000619164331882711,0.000442142546438884,0.000569957838501122,0.000595087577336098,"v_3350",123,1.8647323176758e-05,18215.6208973124
"84023",3.49508835233846e-07,0,0,6.72561217362706e-07,2.82052439189494e-07,2.2807357653579e-07,0,4.42892941260881e-07,7.95220407264179e-07,0,4.21450125592137e-07,"v_4388",9,1.51855676365183e-05,18210.0098017439
"361111",0.000150638307985788,0.000188295383489869,0.000143716131896278,0.000142919258689575,0.000166975044000181,0.000110843758196394,0.000177694437003304,0.000156341208265091,6.04367509520776e-05,0.000156375239049033,0.000123906336924088,"v_2895",241,2.33530277200439e-05,18191.9208236651
"2560286",3.49508835233846e-07,3.3744692381697e-07,0,3.36280608681353e-07,1.12820975675798e-06,2.2807357653579e-07,8.92936869363336e-07,4.42892941260881e-07,0,1.28176425450027e-06,8.42900251184275e-07,"v_5936",16,2.0715513848321e-05,18171.6090090888
"632773",1.74754417616923e-05,1.68723461908485e-05,7.18580659481392e-06,1.31149437385728e-05,2.00257231824541e-05,1.80178125463274e-05,1.4733458344495e-05,1.90443964742179e-05,1.66996285525478e-05,2.30717565810049e-05,1.55936546469091e-05,"v_3846",29,2.79563880346659e-05,18165.9642100799
"2487345",7.68919437514461e-06,9.78596079069213e-06,1.03794984147312e-05,8.74329582571518e-06,1.15641500067693e-05,8.66679590836004e-06,8.03643182427002e-06,8.41496588395674e-06,3.9761020363209e-06,1.02541140360022e-05,5.90030175828992e-06,"v_2084",42,2.79236010275885e-05,18154.748705127
"44250",1.99220036083292e-05,2.32838377433709e-05,1.67668820545658e-05,2.45484844337388e-05,2.53847195270545e-05,1.93862540055422e-05,1.74122689525851e-05,2.12588611805223e-05,2.2266171403397e-05,1.96537185690042e-05,1.77009052748698e-05,"v_3968",9,2.55761016905803e-05,18143.7868554727
"676210",1.64269152559908e-05,1.45102177241297e-05,2.39526886493797e-05,8.07073460835247e-06,9.30773049325331e-06,8.43872233182425e-06,1.02687739976784e-05,5.31471529513057e-06,1.59044081452836e-06,1.11086235390024e-05,8.85045263743489e-06,"v_1376",69,2.8096990812284e-05,18138.8914484872
"195709",2.41161096311354e-05,2.73332008291746e-05,3.4332187064111e-05,2.48847650424201e-05,2.79231914797599e-05,2.23512105005075e-05,2.67881060809001e-05,3.41027564770878e-05,3.73753591414164e-05,2.99078326050064e-05,1.93867057772383e-05,"v_1682",14,2.41452578713541e-05,18133.8910296913
"256319",0.000331334375801686,0.000418096738609226,0.000316973913126792,0.000284157114335743,0.000355104020939573,0.0002568108471793,0.000352263594963836,0.000342356243594661,0.000121668722311419,0.000346503603466574,0.000288271885905022,"v_5050",215,2.06709800111623e-05,18124.8856186227
"1906660",0,3.3744692381697e-07,0,6.72561217362706e-07,2.82052439189494e-07,6.84220729607371e-07,0,8.85785882521762e-07,1.59044081452836e-06,0,4.21450125592137e-07,"v_1909",4,1.65505370649278e-05,18123.0249835258
"2507291",3.49508835233846e-07,6.7489384763394e-07,1.59684590995865e-06,0,0,0,0,4.42892941260881e-07,0,0,0,"v_7693",6,1.73882802990784e-05,18107.8747915781
"573737",0.000112192336110065,0.000127892384126632,0.000140522440076361,0.000111645162082209,0.000138487747642042,0.000102861183017641,0.000121885882668095,0.000106737198843872,5.96415305448135e-05,0.000149966417776532,0.000104098181021258,"v_1014",218,2.39773653670935e-05,18102.7231525694
"187303",0.000198521018412824,0.000203480495061633,0.000227550542169108,0.000209502819208483,0.000231283000135385,0.000157826914962767,0.000185730868827574,0.000179814534151918,0.000142344452900288,0.000240117170343051,0.000170265850739224,"v_257",222,2.21665595282956e-05,18087.9669967779
"758796",7.44453819048092e-05,9.65098202116535e-05,6.46722593533253e-05,7.39817339098977e-05,8.57439415136062e-05,6.15798656646634e-05,5.98267702473435e-05,7.30773353080453e-05,2.38566122179254e-05,8.24601670395176e-05,5.60528667037543e-05,"v_920",175,2.57645634194729e-05,18086.7462150811
"1285901",0.000292189386255495,0.00032192436532139,0.000190024663285079,0.000242794599467937,0.000313078207500338,0.000378830210625948,0.000292436824716493,0.000329955241239356,0.000123259163125948,0.000322150082631069,0.000348117803739105,"v_3666",172,2.05410512910051e-05,18075.0608421818
"2601894",5.452337829648e-05,5.77034239727019e-05,5.908329866847e-05,4.10262342591251e-05,6.79746378446681e-05,4.15093909295139e-05,5.84873649432985e-05,4.65037588323925e-05,3.65801387341523e-05,7.09242887490152e-05,4.2987912810398e-05,"v_2570",194,2.6476039184538e-05,18052.6927661392
"2547962",5.24263252850769e-06,4.38681000962061e-06,5.58896068485527e-06,3.36280608681353e-06,5.35899634460039e-06,4.10532437764423e-06,5.35762121618002e-06,4.42892941260881e-06,1.59044081452836e-06,8.11784027850174e-06,3.3716010047371e-06,"v_2029",52,2.75497272577001e-05,18035.8180541771
"39688",0.000282752647704181,0.000257134555948531,0.000179645164870348,0.000268015645119038,0.000277257547723273,0.000295583355190384,0.000247789981248326,0.000305596129470008,0.000624248019702381,0.000255498341397055,0.000326623847333906,"v_3374",39,1.91828122002686e-05,18026.6624672404
"1349410",1.92229859378615e-05,1.82221338861164e-05,7.98422954979325e-06,9.07957643439653e-06,1.74872512297486e-05,2.07546954647569e-05,7.58996338958836e-06,1.50583600028699e-05,4.77132244358508e-06,1.92264638175041e-05,1.34864040189484e-05,"v_6128",47,2.82773441918335e-05,18015.9518964876
"984991",3.49508835233846e-07,6.7489384763394e-07,1.59684590995865e-06,6.72561217362706e-07,2.82052439189494e-07,0,4.46468434681668e-07,0,0,0,0,"v_4746",2,1.86567164179104e-05,18008.5116238444
"35841",8.73772088084615e-06,9.78596079069213e-06,2.15574197844418e-05,1.74865916514304e-05,2.00257231824541e-05,9.5790902145032e-06,1.96446111259934e-05,1.63870388266526e-05,5.56654285084926e-05,2.09354828235045e-05,1.51722045213169e-05,"v_3923",9,2.40130631063298e-05,17990.8519897331
"293071",1.74754417616923e-06,1.34978769526788e-06,2.39526886493797e-06,0,5.64104878378988e-07,4.56147153071581e-07,4.46468434681668e-07,1.32867882378264e-06,1.59044081452836e-06,4.27254751500091e-07,4.21450125592137e-07,"v_5136",4,1.76354401805869e-05,17981.3552833836
"2017484",0.000189084279861511,0.000181208998089713,0.000118965020291919,0.000147290906602433,0.000192077711088045,0.000213020720484428,0.000158942762746674,0.000194430001213527,0.000255265750731802,0.000167911117339536,0.000199345909405081,"v_3325",37,2.08450586788402e-05,17971.0246688765
"2594795",0.00014993929031532,0.000171760484222838,0.000122957135066816,0.000125432667038145,0.000185026400108308,0.000123159731329327,0.000145995178140905,0.000144383098851047,6.28224121738702e-05,0.000183292288393539,0.000126856487803233,"v_1021",265,2.35771207620125e-05,17969.9597003349
"1230341",2.20190566197323e-05,1.31604300288618e-05,8.78265250477257e-06,2.35396426076947e-05,1.97436707432646e-05,1.93862540055422e-05,1.607286364854e-05,1.1072323531522e-05,4.85084448431149e-05,1.49539163025032e-05,1.39078541445405e-05,"v_3924",7,2.16071389987252e-05,17962.7347005942
"129921",0.000622824744386713,0.000536540608868983,0.000334539218136337,0.000465076081806311,0.0005127713344465,0.000802362842252911,0.000534422716313957,0.000558487998929971,0.000167791505932742,0.000503306097267108,0.000730794517776766,"v_3606",137,1.86389815660472e-05,17961.5819987137
"118062",5.24263252850769e-06,1.68723461908485e-06,0,2.35396426076947e-06,1.97436707432646e-06,2.2807357653579e-06,8.92936869363336e-07,1.77157176504352e-06,0,1.28176425450027e-06,1.68580050236855e-06,"v_5411",14,2.4510404666781e-05,17941.1854414408
"2773308",0.000139104516423071,0.000160287288813061,0.000126949249841713,0.000115007968169023,0.000154000631797464,0.000123843952058934,0.000137512277881954,0.000133753668260786,0.000102583432537079,0.000159793277061034,0.000135706940440668,"v_2218",288,2.36972440105216e-05,17933.7873552102
"197700",1.04852650570154e-06,3.3744692381697e-07,2.39526886493797e-06,0,5.64104878378988e-07,2.2807357653579e-07,0,4.42892941260881e-07,7.95220407264179e-07,0,4.21450125592137e-07,"v_2509",4,1.81438809761408e-05,17927.8782063639
"451",2.79607068187077e-06,5.06170385725455e-06,8.78265250477257e-06,4.37164791285759e-06,8.46157317568482e-06,4.10532437764423e-06,4.46468434681668e-06,4.42892941260881e-06,3.18088162905672e-06,5.98156652100128e-06,4.63595138151351e-06,"v_2684",36,2.71010054473021e-05,17923.2856680334
"1863",3.80964630404892e-05,2.86829885244425e-05,2.55495345593384e-05,2.79112905205523e-05,2.87693487973284e-05,3.53514043630475e-05,3.70568800785784e-05,3.98603647134793e-05,1.51091877380194e-05,3.2471361114007e-05,4.17235624336216e-05,"v_3344",31,2.63490725126476e-05,17922.5976036485
"42094",3.49508835233846e-07,1.34978769526788e-06,0,3.36280608681353e-07,1.69231463513696e-06,2.2807357653579e-07,0,2.2144647063044e-06,0,1.70901900600037e-06,4.21450125592137e-07,"v_4771",15,2.2071644558236e-05,17915.125697741
"1699621",3.8445971875723e-06,5.73659770488849e-06,7.98422954979325e-07,1.34512243472541e-06,5.92310122297938e-06,4.10532437764423e-06,5.35762121618002e-06,7.52918000143497e-06,1.59044081452836e-06,4.27254751500091e-06,3.79305113032924e-06,"v_1596",71,2.76709372146435e-05,17895.3047660551
"142651",0,1.01234077145091e-06,0,0,8.46157317568482e-07,6.84220729607371e-07,8.92936869363336e-07,4.42892941260881e-07,7.95220407264179e-07,8.54509503000183e-07,4.21450125592137e-07,"v_4735",10,1.93188184610629e-05,17887.3461210556
"463024",4.7533201591803e-05,4.85923570296437e-05,4.55101084338215e-05,3.59820251289048e-05,4.6256600027077e-05,4.3562053118336e-05,4.46468434681668e-05,4.25177223610446e-05,5.08941060649075e-05,4.87070416710104e-05,3.24516596705946e-05,"v_1068",22,2.50093785169439e-05,17865.5434739677
"561184",0.000182094103156834,0.000220352841252481,0.000178846741915369,0.000163768656427819,0.000229872737939438,0.000202301262387246,0.000201357264041432,0.000172285354150483,0.000149501436565666,0.000212345611495545,0.000199345909405081,"v_665",159,2.23528622840155e-05,17859.589704776
"122420",4.54361485804e-06,1.0798301562143e-05,4.79053772987595e-06,7.73445399967112e-06,6.20515366216887e-06,4.33339795418002e-06,3.12527904277168e-06,6.64339411891321e-06,3.9761020363209e-06,6.40882127250137e-06,2.10725062796069e-06,"v_5367",29,2.73665197996771e-05,17854.9912278274
"595494",1.92229859378615e-05,1.75472400384824e-05,1.59684590995865e-05,1.00884182604406e-05,1.57949365946117e-05,7.98257517875266e-06,6.69702652022502e-06,1.15152164727829e-05,1.11330857016985e-05,1.28176425450027e-05,1.2222053642172e-05,"v_2521",47,2.83953772325865e-05,17852.8782085569
"1229205",0.000197472491907123,0.000241949444376768,0.000240325309448777,0.000207148854947713,0.000229308633061059,0.000157598841386231,0.000204929011518886,0.00020107339533244,0.0001065595345734,0.000224735999289048,0.000169001500362447,"v_980",232,2.21714741813183e-05,17845.3522331942
"1440763",0.00024535520233416,0.000266583069815406,0.000438334202283649,0.000316103772160472,0.000255257457466492,0.000207090807494498,0.000234395928207876,0.000290537769467138,0.0001598393018601,0.000252080303385054,0.000212410863298437,"v_1738",57,2.08611481975968e-05,17822.9516878723
"2588520",6.99017670467692e-07,0,0,0,2.82052439189494e-07,4.56147153071581e-07,0,0,0,0,0,"v_5897",11,1.61906612266045e-05,17795.4755147892
"2282124",1.11842827274831e-05,1.113574848596e-05,1.19763443246899e-05,8.07073460835247e-06,7.61541585811634e-06,5.47376583685897e-06,6.69702652022502e-06,3.98603647134793e-06,1.43139673307552e-05,1.15358782905025e-05,5.47885163269779e-06,"v_1655",11,2.53981154598329e-05,17794.7120034433
"2325",2.09705301140308e-06,1.34978769526788e-06,7.98422954979325e-07,6.72561217362706e-07,3.38462927027393e-06,4.56147153071581e-07,1.78587373872667e-06,8.85785882521762e-07,7.95220407264179e-07,5.55431176950119e-06,1.68580050236855e-06,"v_4488",15,2.51054428600121e-05,17791.8351440522
"1649495",2.79607068187077e-06,2.69957539053576e-06,2.39526886493797e-06,1.68140304340676e-06,5.07694390541089e-06,2.96495649496528e-06,1.78587373872667e-06,1.77157176504352e-06,1.19283061089627e-05,2.99078326050064e-06,2.52870075355282e-06,"v_4975",15,2.4955080854462e-05,17785.8264968059
