"","cSObM2TOMPOOM080315.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","AYtCM2TOMPOOA100360.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report","nG3jM2TOMPOOA051345.extra.kraken2.report","iYASM2TOMPOOA050195.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","dSz8M2TOMPOOA051340.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","FvY2M2TOMPOOB051329.extra.kraken2.report","nodos","degrees","closeness","betweenness"
"2648737",0.000126585725963385,0.000179237564427161,0.000185423817723598,0.000151979700798224,0.000179645164870348,0.000245760849982096,6.67985142101911e-05,0.000122296873075654,0.000152919033194899,0.000197640834639465,0.000234188165128977,"v_3809",393,2.33726773401893e-05,29348.9575556224
"74426",8.78428219564092e-05,0.000126105228255507,0.000120878995563969,8.81041743757819e-05,9.90044464174363e-05,0.000132989417906216,3.65801387341523e-05,8.35408217488625e-05,0.000109910555108834,0.000169216085387947,0.000143077495698395,"v_3828",393,2.48948193880853e-05,42155.4278963743
"292800",0.000105871698078467,0.000112317723299572,0.000130230012201936,7.48885482194146e-05,0.000111779213697105,0.000155903135180598,5.00988856576433e-05,7.6220234276024e-05,0.00010863622983221,0.000157224394297462,0.000167373674213217,"v_4332",393,2.48805732484076e-05,35485.5209712512
"2796139",6.86631665074116e-05,9.11320449526466e-05,8.32468554355635e-05,7.70911525788092e-05,9.26170627776017e-05,0.000115017874945917,3.02183754760388e-05,5.55503402350684e-05,8.7928444087067e-05,0.000105704536279085,0.000116081741793038,"v_4891",393,2.59228535877229e-05,46499.2955469645
"2605989",8.51576701935496e-05,0.000109627478430121,0.000101948888711498,8.59015700163874e-05,9.42139086875603e-05,0.000141076612238351,4.85084448431149e-05,7.88039710311435e-05,0.00011182204302377,0.000126134824803614,0.000180871551165896,"v_4852",392,2.5070196550341e-05,33643.4373386034
"980427",0.000120064643110725,0.000134512243472541,0.000142317911758333,0.000132156261563673,0.000148506669626154,0.000155903135180598,7.63411590973612e-05,0.000102918847412258,0.000133485572726381,0.000159889214539792,0.000185595808099334,"v_4670",391,2.42983841574535e-05,37394.5844372348
"758796",4.79491386224941e-05,7.39817339098977e-05,6.15798656646634e-05,4.62546915472855e-05,6.46722593533253e-05,8.89591376534826e-05,2.38566122179254e-05,4.47847704220706e-05,6.43534264695201e-05,8.1721154098116e-05,9.65098202116535e-05,"v_920",390,2.67744785670299e-05,47554.519903225
"84112",8.132173910375e-05,8.13799073008874e-05,9.37382399562099e-05,7.70911525788092e-05,9.66091775524983e-05,0.000112322143501872,3.65801387341523e-05,6.80384012181458e-05,8.0282492427322e-05,9.94866223803151e-05,0.000126880043355181,"v_3810",390,2.57818341196793e-05,25719.3637402479
"2587844",0.00016686300240628,0.000184954334774744,0.000179493904733667,0.000154182305157618,0.000174056204185493,0.000231832904187864,0.00012564482434774,0.000157607942062287,0.000178405538727382,0.000216294576335774,0.000242286891300585,"v_2217",389,2.30563497187125e-05,25140.5127081477
"2624677",6.98139458343515e-05,9.48311316481415e-05,9.85277850634615e-05,7.26859438600201e-05,8.38344102728291e-05,0.00010378566059573,5.56654285084926e-05,5.33972262724688e-05,8.63355374912868e-05,0.00010703694640025,0.000131266853364801,"v_5286",388,2.58011249290469e-05,53158.2551941841
"879",8.63084495204894e-05,9.48311316481415e-05,9.28259456500667e-05,8.14963612975983e-05,0.000101399715282374,0.000138380880794306,5.32797672867e-05,7.49283658984643e-05,0.000105450416640649,0.000128355508338889,0.000177497081927726,"v_2848",387,2.53235078123022e-05,34134.3566983093
"351604",9.66654634629482e-05,8.87780806918772e-05,0.000101036594405355,8.59015700163874e-05,9.8206023462457e-05,0.000148714517996478,3.1013595883303e-05,8.0957084993743e-05,9.97159528958405e-05,0.000144788566499923,0.000151851115717637,"v_2833",386,2.52959627643428e-05,32014.1050575021
"2678688",7.63350286870107e-05,7.12914890404468e-05,9.98962265226762e-05,6.60781307818364e-05,9.98028693724156e-05,0.000119960049259999,3.18088162905672e-05,6.45934188779865e-05,8.37868869380385e-05,0.000118584500783679,0.000115069401021587,"v_2861",386,2.58091157796934e-05,35367.5584859861
"69823",8.63084495204894e-05,9.01232031266026e-05,9.96681529461404e-05,6.8280735141231e-05,9.02217939126637e-05,0.000130293686462171,3.65801387341523e-05,7.01915151807453e-05,7.86895858315418e-05,0.00010970176664258,0.000130591959517167,"v_4526",386,2.56291967809729e-05,32116.0186331723
"488731",8.93771943923291e-05,0.000115007968169023,0.000129773865048865,0.000105725009250938,0.000117368174381961,0.000151410249440523,5.08941060649075e-05,9.94738650720992e-05,0.000107361904555585,0.000124802414682449,0.000133291534907703,"v_907",385,2.4913425845188e-05,58604.8341504897
"1385592",6.98139458343515e-05,9.1468325561328e-05,7.89134574813835e-05,5.94703177036528e-05,8.14391414078911e-05,0.000106930680613782,3.65801387341523e-05,5.7272831405148e-05,8.44240495763506e-05,0.00010170730591559,0.000100896630221274,"v_936",385,2.6123301985371e-05,51257.6799281689
"2583377",0.000110858408495206,0.000160405850341005,0.000145054794676763,0.000110130217969727,0.00015409563031101,0.00019678839541528,7.79315999118896e-05,9.86126194870594e-05,0.000136671385917941,0.000167883675266782,0.000180534104242079,"v_3997",384,2.41225425159812e-05,37627.3630233864
"2619626",5.52374076931132e-05,7.26366114751722e-05,8.18784139763488e-05,4.4052087187891e-05,5.42927609385941e-05,0.000136134437924269,2.62422734397179e-05,3.61723145716724e-05,6.49905891078321e-05,9.99307590873701e-05,0.000107308121773797,"v_4635",384,2.63407438626067e-05,35989.3426919099
"1870985",0.000109707629168267,0.000150989993297927,0.000137528366651082,8.36989656569928e-05,0.000128546095751671,0.00018420831534307,4.69180040285866e-05,0.000110670057677617,0.000136671385917941,0.000159445077832737,0.000187283042718418,"v_3815",383,2.42441874560574e-05,27073.353731941
"853",0.000144998195194422,0.000150317432080565,0.000163756827952698,9.69145918133601e-05,0.000149305092581134,0.000205774166895429,7.63411590973612e-05,0.000124880609830774,0.000156742009024772,0.000228286267426259,0.000215966031242861,"v_4331",383,2.36557613606794e-05,51040.4838856202
"861914",0.000112392780931126,0.000139556452602761,0.000121107069140505,0.000112332822329122,0.000152498784401051,0.000186904046787115,7.23650570610403e-05,9.60288827319399e-05,0.000152281870556587,0.000161665761368012,0.000186270701946968,"v_4913",383,2.41814576582676e-05,29228.2298263496
"1155738",3.41397866992158e-05,4.06899536504437e-05,4.28778323887286e-05,3.96468784691019e-05,4.55101084338215e-05,7.63790575812729e-05,1.98805101816045e-05,3.10048410614335e-05,4.71500352350939e-05,5.50729516748173e-05,6.68144909157601e-05,"v_4601",382,2.78048102321702e-05,74352.3342465699
"1630135",4.79491386224941e-05,7.53268563446231e-05,6.91062936903445e-05,4.62546915472855e-05,5.03006461636975e-05,8.13212318953553e-05,3.73753591414164e-05,4.34929020445109e-05,7.00878902143288e-05,8.52742477545558e-05,9.34727978973007e-05,"v_3327",381,2.67236771779797e-05,52916.4673485986
"1211322",0.00016724659551526,0.000240440635207167,0.000218722559897823,0.000176208348751564,0.000202799430564749,0.000254746621462246,9.94025509080224e-05,0.000163636661157566,0.000201024812387461,0.000260708247041272,0.000275694136758465,"v_4666",381,2.26239225356892e-05,36159.8605895038
"172827",7.24990975972111e-05,9.04594837352839e-05,8.73521798132077e-05,5.28625046254692e-05,6.22769904883873e-05,0.00010019135200367,2.62422734397179e-05,4.65072615921503e-05,8.15568177039462e-05,9.41569818956554e-05,0.000114394507173953,"v_4688",381,2.62020175553518e-05,31576.1030292155
"641491",0.000127736505290324,0.000150317432080565,0.00015007241336055,0.000110130217969727,0.000126150826886733,0.000208469898339474,5.88463101375493e-05,0.000105071961374858,0.000149733220003339,0.000179875366357266,0.000203143048137816,"v_2859",380,2.40378837047186e-05,43446.9729625522
"1550024",4.79491386224941e-05,5.81765453018741e-05,7.52642802568108e-05,6.38755264224419e-05,6.94627970832013e-05,8.40169633394002e-05,2.14709509961328e-05,4.52153932145905e-05,6.3716263831208e-05,8.92714781180507e-05,9.24604571258498e-05,"v_4337",380,2.66368334132438e-05,33924.6567968874
"502394",0.000176452830130778,0.00021387446712134,0.000256582773602764,0.000200436996704904,0.000209985237159562,0.000281703935902695,0.000111330857016985,0.000166651020705205,0.000213449483834547,0.000288688859585736,0.000304714572206724,"v_4665",380,2.24069551188689e-05,34376.4351005107
"35554",0.000186426250964257,0.00022127264051233,0.000220547148510109,0.000176208348751564,0.000215574197844418,0.00028439966734674,0.000100992991722551,0.000167942889082765,0.000209307926685518,0.000258931700213052,0.000293241376796947,"v_2829",379,2.25708159349961e-05,30715.910580485
"1407499",8.01709597768102e-05,0.000103574427473857,0.000123615878482398,8.81041743757819e-05,9.42139086875603e-05,0.000132989417906216,6.60032938029269e-05,7.01915151807453e-05,8.85656067253791e-05,0.000107481083107305,0.000130929406440984,"v_5297",378,2.53074859543453e-05,37537.8037594736
"1940612",0.000143080229649522,0.000146282064776389,0.000148019751171728,0.000136561470282462,0.000160483013950844,0.000172526812418875,9.3040787649909e-05,0.000135215556851252,0.000143361593620218,0.000168771948680892,0.000204492835833084,"v_1083",377,2.3860084464699e-05,28211.5453400936
"894",8.70756357384493e-05,0.000113999126342979,0.000111299905349466,8.14963612975983e-05,9.18186398226224e-05,0.000155903135180598,5.08941060649075e-05,8.18183305787829e-05,0.000119467994683515,0.000150118206984583,0.000161299629584512,"v_2885",376,2.49488548475625e-05,37955.5571376761
"1158",3.91264971159552e-05,4.13625148678064e-05,4.31059059652644e-05,3.08364610315237e-05,4.63085313888008e-05,7.59297690072654e-05,1.82900693670761e-05,3.3588577816553e-05,4.55571286393137e-05,5.46288149677623e-05,6.41149155252243e-05,"v_4600",376,2.78404187198975e-05,60249.7568315081
"133926",5.33194421482135e-05,6.52384380841825e-05,7.86853839048477e-05,4.84572959066801e-05,5.98817216234494e-05,8.58141176354302e-05,3.26040366978314e-05,5.64115858201082e-05,5.73446374480872e-05,7.90563338557862e-05,8.70613063447783e-05,"v_3824",375,2.67129691465206e-05,42147.0070745465
"2730359",9.74326496809081e-05,9.88664989523178e-05,0.000100580447252284,6.8280735141231e-05,0.000104593407102292,0.000137931592220299,4.4532342806794e-05,9.60288827319399e-05,0.000103538928725713,0.000137238242479988,0.000151176221870003,"v_4890",375,2.51275221750383e-05,28782.4301799678
"83564",0.000112392780931126,0.000110300039647484,0.000129089644319257,9.69145918133601e-05,9.8206023462457e-05,0.000172976100992883,4.93036652503791e-05,9.47370143543802e-05,0.000120423738640983,0.000157224394297462,0.000164336651898864,"v_2874",374,2.47053882451763e-05,37080.0215473347
"454171",4.94835110584139e-05,7.39817339098977e-05,5.81587620166266e-05,3.08364610315237e-05,7.02612200381806e-05,8.71619833574526e-05,2.2266171403397e-05,4.34929020445109e-05,6.91321462568607e-05,8.1277017391061e-05,9.54974794402025e-05,"v_4711",374,2.68492415089274e-05,60952.7652172291
"59814",5.21686628212736e-05,7.09552084317655e-05,6.88782201138087e-05,5.50651089848637e-05,8.14391414078911e-05,9.300273481955e-05,4.05562407704731e-05,5.03828667248295e-05,7.64595165974496e-05,0.000109257629935525,9.65098202116535e-05,"v_2015",372,2.64235698242833e-05,41711.0362087184
"2202254",0.000132723215707064,0.000196051594861229,0.000172423623861058,0.000138764074641857,0.000150103515536113,0.000217455669819624,8.4293363170003e-05,0.000129186837755973,0.000183502839833879,0.000219847669992214,0.000199431131975829,"v_4668",372,2.33051341210469e-05,26428.5376041279
"1353891",7.55678424690507e-05,9.38222898220975e-05,9.00890627316372e-05,8.59015700163874e-05,9.5810754597519e-05,0.000111423566353857,7.0774616246512e-05,8.35408217488625e-05,9.90787902575284e-05,0.00010614867298614,0.000115406847945404,"v_1080",371,2.54297629946089e-05,30492.705503029
"181663",7.86365873408904e-05,8.37338715616569e-05,8.46152968947783e-05,4.18494828284964e-05,6.94627970832013e-05,0.000115467163519924,3.73753591414164e-05,5.94259453677476e-05,8.56983748529747e-05,9.63776654309303e-05,0.000110007697164332,"v_2877",371,2.60762992516102e-05,45796.3660093542
"1637862",5.67717801290331e-05,6.38933156494571e-05,6.6369410771915e-05,5.72677133442582e-05,7.02612200381806e-05,7.90747890253179e-05,2.62422734397179e-05,4.22010336669512e-05,5.63888934906191e-05,7.10618731287965e-05,7.59255578588183e-05,"v_921",370,2.69121050648582e-05,57421.8712124549
"1281578",0.000139244298559723,0.000158051886080236,0.000140949470299118,0.000103522404891544,0.00015329720735603,0.000234079347057901,8.90646856135881e-05,0.000117560022357935,0.000160246403535488,0.000178098819529046,0.000204155388909267,"v_2543",370,2.37073563926887e-05,24590.0911070305
"901",6.86631665074116e-05,8.23887491269315e-05,8.96329155785656e-05,6.16729220630473e-05,9.42139086875603e-05,0.000132540129332209,3.65801387341523e-05,7.40671203134245e-05,7.964532978901e-05,0.000108369356521415,0.000117094082564489,"v_2851",370,2.57698750161062e-05,23690.7719994345
"571177",0.000110474815386226,0.000122406141560012,0.000122019363446648,8.14963612975983e-05,0.000111779213697105,0.000190947643953182,5.08941060649075e-05,9.04307864291811e-05,0.00012552103974748,0.000155891984176297,0.000182558785784981,"v_2873",370,2.45609726145155e-05,23039.5283748846
"2643836",6.36764560906722e-05,7.90259430401179e-05,7.32116180679887e-05,5.28625046254692e-05,6.22769904883873e-05,0.000118162894963969,3.49896979196239e-05,5.16747351023892e-05,8.0282492427322e-05,9.59335287238753e-05,0.000102246417916542,"v_4333",370,2.62295081967213e-05,30731.5390630987
"500",0.000174534864585879,0.000239768073989805,0.000226933208653111,0.000114535426688516,0.000202001007609769,0.000248456581426141,8.74742447990597e-05,0.000171818494215444,0.000200069068429993,0.000277585441909361,0.00025949668441525,"v_4693",370,2.2686540075773e-05,26318.077966017
"29543",0.000129270877726244,0.000142919258689575,0.000136844145921474,9.91171961727547e-05,0.000138127171211423,0.000186904046787115,6.12319713593418e-05,0.000105933206959898,0.000137627129875409,0.000184316733427816,0.0001849209142517,"v_2840",369,2.41411776066437e-05,30527.8103078536
"665914",3.68249384620755e-05,4.84244076501148e-05,3.78602137049412e-05,3.52416697503128e-05,4.63085313888008e-05,5.79582260469659e-05,2.2266171403397e-05,2.62679903437145e-05,4.30084780860654e-05,5.01874478972126e-05,7.05264070777468e-05,"v_2037",368,2.79806373989199e-05,74500.1739139295
"475662",0.00016110910577158,0.000175874758340348,0.000211424205448678,0.000147574492079435,0.000178846741915369,0.000210716341209512,0.000127235265162269,0.000147272995041809,0.000188918722259532,0.000215406302921664,0.00024498646669112,"v_2240",368,2.30356361290917e-05,23031.8955074365
"899",8.43904839755897e-05,0.000113999126342979,0.000103317330170713,9.03067787351765e-05,0.000103794984147312,0.000151859538014531,5.56654285084926e-05,8.52633129189422e-05,9.43000704701878e-05,0.000119472774197789,0.000152188562641454,"v_2870",368,2.50758544597407e-05,27105.9187097179
"2638792",0.000192180147598956,0.000240440635207167,0.000226705135076576,0.000200436996704904,0.000197210469879893,0.000280356070180672,8.4293363170003e-05,0.000170526625837884,0.00021153799591961,0.000261152383748327,0.000291554142177862,"v_3821",368,2.23758698619409e-05,26488.7426726395
"2650499",0.000110091222277247,0.000124423825212101,0.000129545791472329,9.69145918133601e-05,9.50123316425397e-05,0.000177918275306965,4.93036652503791e-05,9.17226548067408e-05,0.000131892666130601,0.000167439538559727,0.000193694534270941,"v_4590",368,2.44947948560931e-05,25480.4421167075
"1768108",0.00016379425753444,0.0002434671606853,0.000220319074933574,0.000174005744392169,0.000194016778059976,0.00025923950720232,8.82694652063239e-05,0.000161914169987486,0.000192741698089404,0.000235836591446194,0.000284467756777706,"v_4664",368,2.26177821002872e-05,28975.8139497806
"432329",0.000134257588142984,0.000151998835123972,0.000153949664161659,0.000129953657204278,0.000162079859860803,0.000215209226949587,7.47507182828329e-05,0.000114115040017776,0.000151007545279963,0.00020074979158885,0.000197743897356745,"v_4669",368,2.36865791842342e-05,28552.1220269283
"652",6.40600491996522e-05,8.94506419092399e-05,8.25626347059561e-05,7.92937569382037e-05,7.74470266329945e-05,9.120558052352e-05,5.56654285084926e-05,5.85646997827077e-05,8.60169561721308e-05,9.37128451886004e-05,0.000114057060250136,"v_2493",367,2.60355645812179e-05,55591.8898990253
"1903704",0.000131188843271144,0.000175874758340348,0.000138668734533761,0.000125548448485489,0.000154894053265989,0.000221948555559699,0.000108945195795193,0.000111100680470137,0.000143680174939374,0.000178098819529046,0.000213941349699959,"v_4008",367,2.36440156996264e-05,23966.430303602
"52022",8.24725184306899e-05,0.000102229305039131,9.82997114869257e-05,6.8280735141231e-05,7.98422954979325e-05,0.000137033015072284,4.93036652503791e-05,7.53589886909842e-05,8.44240495763506e-05,0.000123914141268339,0.000132279194136252,"v_4686",366,2.54065040650407e-05,35042.2217101011
"2198",3.87429040069753e-05,5.58225810411046e-05,5.72464677104834e-05,5.06599002660746e-05,8.14391414078911e-05,9.16548690975275e-05,2.38566122179254e-05,3.3588577816553e-05,5.95747066821795e-05,5.81819086242022e-05,0.000100559183297457,"v_5330",366,2.70087778528022e-05,61943.3845273085
"2126321",6.94303527253715e-05,9.18046061700093e-05,7.7316942445633e-05,7.48885482194146e-05,7.74470266329945e-05,9.52491776895874e-05,3.73753591414164e-05,5.81340769901878e-05,8.41054682571945e-05,8.92714781180507e-05,9.54974794402025e-05,"v_1996",365,2.61759547679502e-05,34332.8885428945
"2634974",0.000101268580770708,0.000115680529386385,0.000132282674390758,0.000110130217969727,9.8206023462457e-05,0.000155004558032583,6.2027191766606e-05,7.83733482386236e-05,0.000103220347406557,0.000135905832358823,0.000151851115717637,"v_5266",365,2.4805893880386e-05,44870.5248367921
"926570",6.5594421635572e-05,6.05305095626435e-05,7.13870294557024e-05,5.72677133442582e-05,5.58896068485527e-05,8.13212318953553e-05,3.89657999559448e-05,5.21053578949091e-05,7.23179594484211e-05,8.03887439769511e-05,8.60489655733274e-05,"v_533",364,2.66247770174925e-05,34606.5104538229
"930169",7.09647251612913e-05,7.09552084317655e-05,7.22993237618456e-05,5.94703177036528e-05,6.54706823083046e-05,8.58141176354302e-05,4.13514611777373e-05,6.07178137453073e-05,7.93267484698539e-05,8.52742477545558e-05,9.78596079069213e-05,"v_2274",364,2.63608804534071e-05,37979.8770392702
"2527990",0.00016225988509852,0.000183272931731337,0.000190669509983921,0.000151979700798224,0.000178846741915369,0.000258340930054306,0.000117692620275099,0.000146411749456769,0.000219821110217667,0.000270035117889427,0.000353644376160185,"v_4834",364,2.26295541977823e-05,21776.18760726
"816",0.000158807547117701,0.00017150311042749,0.000163984901529233,0.000147574492079435,0.000175653050095451,0.000215658515523594,0.000113716518238778,0.000133493065681172,0.000193697442046872,0.000188758100498366,0.000230138802043174,"v_5015",364,2.32433814471329e-05,22255.1193326279
"316276",0.000145381788303402,0.000144936942341663,0.000132054600814223,0.000132156261563673,0.000151700361446072,0.000199484126859325,8.58838039845314e-05,0.000126603101000853,0.000149414638684183,0.000174989862579661,0.000185258361175517,"v_2195",362,2.39263069745185e-05,25055.0005419789
"1842532",3.72085315710554e-05,4.16987954764878e-05,3.96848023172275e-05,2.86338566721291e-05,4.23164166139042e-05,6.82918632491381e-05,2.14709509961328e-05,3.44498234015928e-05,4.23713154477533e-05,5.77377719171472e-05,6.98515132301128e-05,"v_2843",362,2.78264741074658e-05,72666.1470141337
"33011",5.67717801290331e-05,8.44064327790196e-05,8.73521798132077e-05,5.50651089848637e-05,6.70675282182633e-05,8.76112719314601e-05,4.21466815850015e-05,6.15790593303471e-05,6.81764022993925e-05,0.00010881349322847,9.41476917449347e-05,"v_3684",362,2.61656810926788e-05,34862.4890149033
"33871",4.94835110584139e-05,7.23003308664909e-05,7.41239123741319e-05,6.16729220630473e-05,5.98817216234494e-05,9.120558052352e-05,1.66996285525478e-05,3.66029373641923e-05,6.02118693204915e-05,8.39418376333909e-05,9.17855632782159e-05,"v_3829",362,2.66297400937367e-05,37258.1636254684
"836",3.52905660261557e-05,3.56457445202234e-05,3.64917722457265e-05,3.30390653909182e-05,3.59290329740696e-05,5.16681860108611e-05,2.70374938469821e-05,3.10048410614335e-05,3.95040835753489e-05,5.28522681395424e-05,5.29791670392643e-05,"v_5024",361,2.81984039703353e-05,83515.9726324534
"376489",0.000174534864585879,0.000199414400948042,0.000194546760785029,0.000174005744392169,0.000199605738744831,0.000248007292852133,0.000116897399867834,0.000153301714137088,0.000203573462940709,0.00021052079914406,0.000220352841252481,"v_2261",360,2.30489097865671e-05,17338.7544488437
"84110",4.52639868596345e-05,6.49021574755011e-05,6.34044542769497e-05,4.84572959066801e-05,5.18974920736561e-05,7.18861718411981e-05,1.43139673307552e-05,4.13397880819113e-05,5.41588242565268e-05,7.46149667852364e-05,8.57115186495104e-05,"v_3817",360,2.700440171748e-05,47476.320643833
"880073",3.91264971159552e-05,4.43890403459386e-05,4.10532437764423e-05,3.74442741097073e-05,5.03006461636975e-05,9.56984662635949e-05,1.82900693670761e-05,3.87560513267919e-05,4.93801044691862e-05,7.72797870275662e-05,8.09872617160728e-05,"v_5244",360,2.73980109044083e-05,57589.0819057593
"2593640",0.000107022477405407,0.000146954625993751,0.00014573901540637,0.000134358865923067,0.000150901938491092,0.000206223455469437,6.67985142101911e-05,0.000109378189300057,0.000148140313407559,0.000193199467568916,0.000194031981194758,"v_2847",359,2.38994311935376e-05,28838.9013972592
"44742",7.59514355780307e-05,7.59994175619858e-05,8.89486948489583e-05,6.60781307818364e-05,7.50517577680565e-05,0.00010737996918779,3.65801387341523e-05,6.24403049153869e-05,7.39108660442013e-05,0.00010970176664258,9.11106694305819e-05,"v_2854",358,2.60328534610679e-05,47512.6229300881
"2649046",8.01709597768102e-05,8.54152746050636e-05,0.000108791096007572,5.72677133442582e-05,0.000102996561192333,0.000146018786552434,4.21466815850015e-05,8.44020673339023e-05,8.72912814487549e-05,0.000143456156378758,0.000132279194136252,"v_4459",358,2.53485424588086e-05,32637.4458364832
"93218",0.000124667760418485,0.000115007968169023,0.000113352567538288,0.000112332822329122,0.00015409563031101,0.000158149578050636,6.12319713593418e-05,0.000111961926055177,0.000115963600172799,0.000155003710762187,0.000165011545746498,"v_1012",357,2.44804034370486e-05,19903.8100079027
"2306583",9.8199835898868e-05,9.98753407783618e-05,0.000117229818339396,8.36989656569928e-05,9.26170627776017e-05,0.000138830169368314,6.60032938029269e-05,8.6124558503982e-05,0.000119467994683515,0.000135461695651768,0.000134303875679154,"v_2225",357,2.4931438544004e-05,27194.8021521458
