"","oAVVM2CHIPOOB051360.extra.kraken2.report","X3xfYM2CHIPOOA051365.extra.kraken2.report","jYxWM2CHIPOOB051110.extra.kraken2.report","hoQoM2CHIPOOA051115.extra.kraken2.report","j1iWM2CHIPOOBXX1561.extra.kraken2.report","eBCjM2CHIPOOBXX1180.extra.kraken2.report","nodos","degrees","closeness","betweenness"
"1123384",7.54543461259519e-06,6.45649577278874e-06,1.08144497270027e-05,9.15551914890294e-06,1.41522785168412e-05,1.06049083934757e-05,"v_5113",25,3.10154456919546e-05,10648.659544204
"342610",6.65773642287811e-06,6.45649577278874e-06,6.75903107937671e-06,5.38559949935467e-06,2.57314154851658e-06,5.74432537979933e-06,"v_2481",43,3.15676494728203e-05,10647.6845268575
"110539",4.26095131064199e-05,3.51520325407387e-05,4.7313217555637e-05,4.47004758446438e-05,3.47374109049739e-05,6.76062910084075e-05,"v_3357",38,3.20143424254066e-05,10639.2108074395
"86106",1.33154728457562e-06,3.58694209599374e-06,4.05541864762603e-06,2.96207972464507e-06,3.85971232277488e-06,3.09309828143041e-06,"v_777",16,2.77438686050383e-05,10638.3993894542
"2668067",1.0652378276605e-05,5.02171893439124e-06,1.35180621587534e-05,6.19343942425787e-06,1.28657077425829e-05,6.18619656286082e-06,"v_2265",13,2.96753516529171e-05,10630.4967765936
"1608628",0.000120726953801523,0.00013199946913257,0.000182493839143171,0.000162375824905543,0.00010549880348918,0.000144933748044168,"v_209",34,2.82949465225511e-05,10628.2332546832
"2282738",0.000317352102823857,0.000438324324130436,0.000393375608819724,0.000495744433915597,0.000384684661503229,0.000466174098129869,"v_3233",110,2.39005736137667e-05,10625.1211445087
"1471",1.81978128892002e-05,2.79781483487512e-05,2.83879305333822e-05,3.28521569460635e-05,3.21642693564573e-05,8.3513653598621e-05,"v_3820",56,3.23018282834808e-05,10616.9499837395
"2492438",1.02085291817464e-05,1.36303799647762e-05,3.10915429651329e-05,2.36966377971605e-05,1.41522785168412e-05,2.56285286175662e-05,"v_3383",30,3.24264729725348e-05,10611.8325101229
"2724121",4.79357022447224e-05,4.16085283135274e-05,5.27204424191383e-05,4.57775957445147e-05,4.88896894218151e-05,3.49078234618575e-05,"v_1352",16,2.77269450451949e-05,10610.1555439062
"1267768",0.000181978128892002,0.0001721732206077,0.000218992606971805,0.00025312317646967,0.000173687054524869,0.000143608134494983,"v_571",66,2.74228048044754e-05,10609.9812502053
"1045855",0.000448731434901985,0.00026399893826514,0.000254139568584564,0.00024477549724567,0.000223863314720943,0.000169678534295611,"v_1392",74,2.38885836458756e-05,10602.7024144271
"75379",3.01817384503808e-05,3.22824788639437e-05,4.46096051238863e-05,4.11998361700632e-05,5.40359725188483e-05,2.78378845328737e-05,"v_1140",19,3.0360992197225e-05,10600.9147263275
"1479019",4.88234004344395e-05,5.52389082783037e-05,7.29975356572685e-05,8.07839924903201e-05,8.74868126495638e-05,7.46762299373913e-05,"v_221",61,3.01813901548305e-05,10584.7433204875
"2016596",0.00047758162606779,0.000366585482210561,0.000563703192020018,0.000480934035292372,0.000344800967501222,0.000358357529462866,"v_1193",106,2.40552308099396e-05,10582.8813450816
"1763363",1.77539637943416e-06,3.58694209599374e-06,2.70361243175068e-06,1.07711989987093e-06,1.28657077425829e-06,1.76748473224595e-06,"v_4650",20,2.65322366675511e-05,10571.5252895553
"2527979",0.000208165225488656,0.000210194806825233,0.000286582917765572,0.000322866689986312,0.000133803360522862,0.000190888351082562,"v_4775",95,2.6651031394915e-05,10560.9356708852
"1867715",0.000572565332367518,0.000548802140687043,0.000712401875766305,0.00066296729837056,0.000575097136093456,0.000681365364280813,"v_46",24,2.10362454509119e-05,10557.026684043
"1977864",0,7.17388419198749e-07,1.35180621587534e-06,1.07711989987093e-06,1.28657077425829e-06,8.83742366122974e-07,"v_6429",22,2.34120759487744e-05,10553.2429321286
"2739061",1.55347183200489e-05,1.147821470718e-05,2.02770932381301e-05,1.29254387984512e-05,1.54388492910995e-05,9.72116602735271e-06,"v_1241",17,3.21874597656753e-05,10549.9818488555
"2520510",8.87698189717082e-07,0,0,2.69279974967734e-07,1.28657077425829e-06,1.32561354918446e-06,"v_5615",22,2.18942943468932e-05,10549.2927832187
"1921510",0.000502437175379868,0.000403889680008896,0.000431226182864234,0.000379954044679472,0.000409129506214137,0.000178515957956841,"v_440",84,2.40477106579454e-05,10545.635163484
"1038928",0.000358630068645701,0.000505041447115919,0.000512334555816755,0.000574912746556111,0.000433574350925044,0.000494011982662742,"v_3216",96,2.35366111987196e-05,10530.4181544041
"1216932",1.77539637943416e-06,2.15216525759625e-06,1.08144497270027e-05,2.96207972464507e-06,3.85971232277488e-06,7.51181011204528e-06,"v_4327",16,2.93711633917819e-05,10529.0826074476
"1072463",0.000216598358290968,0.000236020789916388,0.000225751638051182,0.000255546696244379,0.000185266191493194,0.000241261665951572,"v_2979",29,2.48972986430972e-05,10515.2655295363
"2593673",0.000687078398841021,0.000751823063320289,0.00114768347727817,0.00105557750187352,0.000930190669788745,0.00084706705792887,"v_3636",50,2.09757939338004e-05,10513.5855785872
"1616117",0.000219705301954978,0.000279064095068313,0.000304156398571952,0.000350333247433021,0.000241875305560559,0.000340682682140406,"v_3267",162,2.57559367434194e-05,10509.2584134016
"183417",3.10694366400979e-06,3.58694209599374e-06,0,2.69279974967734e-06,3.85971232277488e-06,1.32561354918446e-06,"v_2133",24,2.72153276725452e-05,10506.033268572
"54299",3.63956257784004e-05,3.29998672831424e-05,2.29807056698808e-05,3.06979171463216e-05,1.80119908396161e-05,2.69541421667507e-05,"v_4644",59,3.29902348904724e-05,10505.7771315468
"1763883",3.55079275886833e-06,6.45649577278874e-06,1.35180621587534e-06,4.039199624516e-06,7.71942464554975e-06,3.09309828143041e-06,"v_2598",15,2.78256998163504e-05,10505.1834403509
"92644",3.37325312092491e-05,4.66302472479187e-05,4.05541864762603e-05,4.82011155192243e-05,5.40359725188483e-05,4.33033759400257e-05,"v_3291",34,3.10279561885259e-05,10503.2704206861
"1266052",1.77539637943416e-06,2.15216525759625e-06,4.05541864762603e-06,2.4235197747096e-06,1.28657077425829e-06,3.97684064755338e-06,"v_2506",33,2.90115756186718e-05,10501.0324733727
"375175",4.43849094858541e-06,4.30433051519249e-06,0,3.2313596996128e-06,2.57314154851658e-06,3.09309828143041e-06,"v_4156",40,2.9312619082515e-05,10500.8009610696
"76936",8.87698189717082e-07,1.4347768383975e-06,1.35180621587534e-06,2.15423979974187e-06,1.28657077425829e-06,1.32561354918446e-06,"v_2919",14,2.65583087668977e-05,10499.5545465344
"1229205",0.000179758883417709,0.000174325385865296,0.000231158862914683,0.000208153420650058,0.000563517999125132,0.000180725313872148,"v_1029",98,2.60640654729325e-05,10494.0991721551
"1335048",0.0002312453784213,0.000205890476310041,0.000247380537505188,0.000269818534917669,0.000191699045364486,0.000180283442689087,"v_559",58,2.53916664550694e-05,10491.4881434727
"870",6.21388732801957e-06,1.4347768383975e-06,5.40722486350137e-06,6.73199937419334e-06,2.57314154851658e-06,0,"v_6169",17,2.96085746432167e-05,10486.5765121093
"128",0.000199288243591485,0.000192260096345265,0.000263602212095692,0.000287591013265539,0.000137663072845637,0.000268215808118323,"v_4793",84,2.66205244243312e-05,10477.7010052791
"28152",4.88234004344395e-06,2.869553676795e-06,6.75903107937671e-06,3.2313596996128e-06,2.57314154851658e-06,2.65122709836892e-06,"v_1985",37,2.96234854993038e-05,10477.068588678
"43305",1.33154728457562e-06,2.15216525759625e-06,2.70361243175068e-06,3.76991964954827e-06,3.85971232277488e-06,4.86058301367635e-06,"v_4404",22,2.80104198761939e-05,10453.929523913
"84405",7.98928370745374e-06,8.60866103038499e-06,8.11083729525205e-06,5.38559949935467e-06,5.14628309703317e-06,5.30245419673784e-06,"v_2863",59,3.1998976032767e-05,10450.1110472354
"263820",0,7.17388419198749e-07,1.35180621587534e-06,1.34639987483867e-06,1.28657077425829e-06,2.20935591530743e-06,"v_5478",26,2.50727108614983e-05,10448.7935090534
"1073999",2.30801529326441e-05,1.86520988991675e-05,2.83879305333822e-05,2.50430376719992e-05,1.92985616138744e-05,2.51866574345047e-05,"v_1857",47,3.33990180688688e-05,10445.7796003788
"1123366",1.73101146994831e-05,2.0086875737565e-05,1.48698683746288e-05,2.20809579473542e-05,1.28657077425829e-05,1.67911049563365e-05,"v_637",22,3.26498628705759e-05,10441.450865948
"169760",7.19035533670836e-05,5.30867430207074e-05,5.81276672826397e-05,6.19343942425787e-05,4.63165478732985e-05,9.19092060767893e-05,"v_3949",35,3.08861228649968e-05,10436.3423705723
"634504",1.77539637943416e-06,7.17388419198749e-07,4.05541864762603e-06,1.6156798498064e-06,3.85971232277488e-06,1.32561354918446e-06,"v_317",16,2.60552371026576e-05,10425.2910758513
"864828",0.000397688788993253,0.000328563895993027,0.000431226182864234,0.000337138528659602,0.000310063556596248,0.00030312363158018,"v_800",81,2.30043708304578e-05,10421.6036699241
"196180",8.87698189717082e-07,7.17388419198749e-07,1.35180621587534e-06,2.4235197747096e-06,5.14628309703317e-06,3.53496946449189e-06,"v_3879",17,2.66425107902169e-05,10419.8446965342
"67345",0.000458939964083731,0.00135299455860884,0.000543426098781887,0.000704974974465526,0.000432287780150786,0.000741017973994113,"v_3205",25,2.13908318894522e-05,10418.2387977411
"1374",4.43849094858541e-07,7.17388419198749e-07,2.70361243175068e-06,2.4235197747096e-06,0,2.20935591530743e-06,"v_3918",27,2.77323275742533e-05,10416.8418420332
"2666139",3.68394748732589e-05,3.22824788639437e-05,4.7313217555637e-05,3.68913565705795e-05,4.11702647762653e-05,3.88846641094108e-05,"v_170",6,2.64704325268675e-05,10413.6787610688
"1993872",4.43849094858541e-07,0,1.35180621587534e-06,8.07839924903201e-07,0,4.41871183061487e-07,"v_5562",40,2.21793421607115e-05,10398.68601761
"1605",2.66309456915124e-06,6.45649577278874e-06,4.05541864762603e-06,4.8470395494192e-06,2.57314154851658e-06,4.41871183061487e-06,"v_4150",43,3.08613399993828e-05,10394.0776592567
"308354",3.10694366400979e-06,2.15216525759625e-06,1.35180621587534e-06,3.2313596996128e-06,0,1.28142643087831e-05,"v_4024",34,3.02379728463004e-05,10392.9319620079
"134",0.000270304098768851,0.000273324987714723,0.000387968383956223,0.000325828769710958,0.000358953246018063,0.000278820716511798,"v_275",108,2.51464782357231e-05,10372.5910277619
"2499144",0.000227694585662431,0.000232433847820395,0.000314970848298955,0.000242082697495992,0.000244448447109075,0.000174097246126226,"v_188",21,2.29047848095467e-05,10368.276872971
"491952",9.32083099202936e-06,5.73910735358999e-06,6.75903107937671e-06,4.8470395494192e-06,2.57314154851658e-06,4.86058301367635e-06,"v_2271",34,3.15278390819093e-05,10364.4037885826
"84531",0.000841094034756935,0.000466302472479187,0.000546129711213638,0.000489281714516372,0.000385971232277488,0.000292960594369766,"v_1335",64,2.20887082523414e-05,10364.2993302587
"2705547",1.6422416509766e-05,1.64999336415712e-05,1.75734808063794e-05,1.13097589486448e-05,3.85971232277488e-06,1.45817490410291e-05,"v_1063",24,3.26274919246957e-05,10363.895254021
"1670641",3.86148712526931e-05,4.87824125055149e-05,2.02770932381301e-05,4.65854356694179e-05,4.63165478732985e-05,0.000222261205079928,"v_3808",11,2.80812108618124e-05,10351.3042776521
"2315253",7.54543461259519e-06,1.07608262879812e-05,5.40722486350137e-06,1.18483188985803e-05,9.00599541980804e-06,5.74432537979933e-06,"v_2559",26,3.2114069173705e-05,10350.9206911466
"169480",9.32083099202936e-06,1.36303799647762e-05,6.75903107937671e-06,7.27055932412881e-06,9.00599541980804e-06,6.6280677459223e-06,"v_3095",16,3.00878565411e-05,10344.5977766171
"2814292",5.77003823316103e-06,5.02171893439124e-06,1.08144497270027e-05,8.07839924903201e-06,1.15791369683246e-05,3.97684064755338e-06,"v_2409",19,2.97335870599429e-05,10333.6230779551
"2527990",0.000180646581607426,0.000188673154249271,0.000218992606971805,0.000251507496619863,0.000141522785168412,0.000145375619227229,"v_4779",105,2.75391055298524e-05,10330.099017394
"1851544",0.000370170145112023,0.00026973804561873,0.000360932259638716,0.000335253568834828,0.000297197848853665,0.000248773476063617,"v_1114",109,2.51711639146194e-05,10325.520038062
"2636767",0.000370170145112023,0.000375194143240946,0.000398782833683226,0.000480395475342437,0.000402696652342845,0.000653527479747939,"v_3318",41,2.31390425064211e-05,10321.9940122038
"2760307",0.000206389829109222,0.000184368823734078,0.000233862475346434,0.000258239495994056,0.000187839333041711,0.000171004147844795,"v_479",65,2.49800159872102e-05,10315.8958317792
"311180",0.000249887040405358,0.000246064227785171,0.000277120274254445,0.000322597410011345,0.000230296168592234,0.000216075008517067,"v_528",97,2.60321757692508e-05,10301.9615614847
"1433995",9.7646800868879e-06,1.29129915455775e-05,1.48698683746288e-05,1.45411186482576e-05,2.70179862594241e-05,1.14886507595987e-05,"v_4882",11,2.9244041526539e-05,10298.7493197382
"985782",4.43849094858541e-06,0,0,8.07839924903201e-07,0,4.41871183061487e-07,"v_5978",6,2.42936617836406e-05,10283.6073259777
"36822",0.00012782853931926,0.00012052125442539,0.000141939652666911,0.000179879023278446,0.000141522785168412,0.000197958290011546,"v_3514",71,2.77261762830288e-05,10279.372288101
"1814128",4.43849094858541e-07,7.17388419198749e-07,1.35180621587534e-06,1.6156798498064e-06,0,8.83742366122974e-07,"v_4220",34,2.41972560311661e-05,10270.5594148789
"765912",0.000367063201448013,0.000319237846543443,0.000515038168248505,0.000437041399372632,0.000330648688984381,0.000287658140173028,"v_2177",142,2.48138957816377e-05,10266.4083291947
"1960",0.000235240020275027,0.000280498871906711,0.000293341948844949,0.000333368609010054,0.000304917273499215,0.000375148634419202,"v_3259",133,2.50884367395068e-05,10265.4140512708
"572546",4.88234004344395e-06,1.4347768383975e-06,0,2.15423979974187e-06,2.57314154851658e-06,1.32561354918446e-06,"v_5391",19,2.716726887446e-05,10263.5203271793
"2775245",4.43849094858541e-07,0,0,5.38559949935467e-07,0,1.32561354918446e-06,"v_2427",65,2.14882781442723e-05,10246.6619239676
"2292766",0.000551260575814308,0.000511497942888708,0.000579924866610522,0.000663236578345528,0.000501762601960734,0.000528036063758477,"v_2854",55,2.3126199671608e-05,10243.2585817361
"262776",1.99732092686343e-05,2.79781483487512e-05,3.51469616127589e-05,2.71972774717411e-05,1.28657077425829e-05,2.34191727022588e-05,"v_3415",37,3.34124093688396e-05,10235.1009090623
"2169634",4.43849094858541e-07,0,1.35180621587534e-06,1.07711989987093e-06,0,0,"v_5608",37,2.27733369770672e-05,10226.2391610948
"185588",2.66309456915124e-06,2.15216525759625e-06,0,2.4235197747096e-06,3.85971232277488e-06,1.32561354918446e-06,"v_557",23,2.66127315307643e-05,10220.887710555
"2170253",4.43849094858541e-07,0,0,1.07711989987093e-06,0,4.41871183061487e-07,"v_5624",64,2.12161072686384e-05,10219.5538819374
"2799564",0,7.17388419198749e-07,0,1.07711989987093e-06,0,4.41871183061487e-07,"v_2473",46,2.17684705472593e-05,10214.8273809223
"1751046",4.21656640115614e-05,3.08477020255462e-05,5.1368636203263e-05,3.6352796620644e-05,1.92985616138744e-05,3.18147251804271e-05,"v_1218",83,3.32867319086612e-05,10209.1370896483
"2626399",0.000248999342215641,0.000259694607749947,0.000347414197479963,0.000347101887733409,0.000290764994982374,0.000388846641094108,"v_3132",78,2.43890541924784e-05,10206.8375338412
"1028752",4.88234004344395e-06,4.30433051519249e-06,5.40722486350137e-06,4.57775957445147e-06,1.28657077425829e-06,3.09309828143041e-06,"v_2447",30,3.00111041085202e-05,10203.5682340501
"33037",0,7.17388419198749e-07,0,1.34639987483867e-06,1.28657077425829e-06,0,"v_6469",20,2.17320438987287e-05,10194.7451136422
"2636988",1.77539637943416e-06,7.17388419198749e-07,4.05541864762603e-06,1.6156798498064e-06,0,1.76748473224595e-06,"v_4164",30,2.72042220952692e-05,10185.0394698142
"1920110",8.87698189717082e-07,1.4347768383975e-06,0,1.34639987483867e-06,0,0,"v_1821",37,2.35615663729325e-05,10175.3866244445
"1226968",0.000223699943808705,0.000187238377410873,0.00025549137480044,0.000257431656069153,0.000223863314720943,0.00018426028333664,"v_616",149,2.71385149804603e-05,10172.3919459024
"2579935",2.30801529326441e-05,1.721732206077e-05,3.64987678286342e-05,4.1469116145031e-05,2.57314154851658e-05,3.09309828143041e-05,"v_1907",31,3.30229179050261e-05,10170.7607810247
"150056",0,0,2.70361243175068e-06,1.07711989987093e-06,0,2.20935591530743e-06,"v_4052",29,2.53434031121699e-05,10166.1603199567
"146826",3.90587203475516e-05,4.23259167327262e-05,2.56843181016315e-05,7.02820734665784e-05,5.14628309703317e-05,5.70013826149318e-05,"v_5251",49,3.12861746394268e-05,10161.0489565043
"76517",4.43849094858541e-07,7.17388419198749e-07,0,8.07839924903201e-07,2.57314154851658e-06,8.83742366122974e-07,"v_2890",30,2.36462520690471e-05,10157.9531720664
"205914",0,0,1.35180621587534e-06,8.07839924903201e-07,1.28657077425829e-06,4.41871183061487e-07,"v_2764",20,2.18145328417792e-05,10157.418920179
"436515",0.000309362819116403,0.000230999070981997,0.000212233575892429,0.000230234378597412,0.00021871703162391,0.000191330222265624,"v_854",45,2.46093269349083e-05,10155.6530737625
"1649495",1.33154728457562e-06,2.15216525759625e-06,4.05541864762603e-06,2.96207972464507e-06,2.57314154851658e-06,1.32561354918446e-06,"v_4920",14,2.77369428341608e-05,10150.3872174859
"107637",2.17486056480685e-05,2.36738178335587e-05,2.29807056698808e-05,2.10038380474832e-05,1.67254200653578e-05,1.6349233773275e-05,"v_2537",60,3.31268426806241e-05,10145.438067705
"1299",0.000102085291817464,0.000116216923910197,0.000128421590508157,0.000126292308259867,0.000111931657360471,9.85372738227116e-05,"v_4553",100,3.01750150875075e-05,10142.7910590202
"1343739",2.2192454742927e-06,0,0,2.4235197747096e-06,1.28657077425829e-06,1.32561354918446e-06,"v_5359",19,2.58364552383413e-05,10141.3920878447
"158850",9.32083099202936e-06,6.45649577278874e-06,5.40722486350137e-06,4.57775957445147e-06,3.85971232277488e-06,4.86058301367635e-06,"v_2124",37,3.15248573500205e-05,10128.9009325742
"1789",9.67591026791619e-05,0.000116934312329396,0.000141939652666911,0.000151604625906834,0.000129943648200087,0.000187795252801132,"v_3376",93,2.83430644521286e-05,10121.7735268732
"290335",8.87698189717082e-07,0,1.35180621587534e-06,2.4235197747096e-06,5.14628309703317e-06,4.41871183061487e-06,"v_4263",18,2.77669795079691e-05,10114.1903962534
"43658",2.2192454742927e-05,1.64999336415712e-05,2.56843181016315e-05,2.4235197747096e-05,3.34508401307156e-05,1.85585896885824e-05,"v_2477",39,3.22643092211396e-05,10112.6101771974
"2342",1.81978128892002e-05,1.21956031263787e-05,2.29807056698808e-05,1.99267181476123e-05,2.44448447109075e-05,1.50236202240906e-05,"v_2152",39,3.23425725282189e-05,10112.0143290172
"135842",4.43849094858541e-07,7.17388419198749e-07,1.35180621587534e-06,1.34639987483867e-06,1.28657077425829e-06,1.76748473224595e-06,"v_2069",25,2.51547014136942e-05,10110.5506983419
"1701758",0.000360849314119994,0.000314933516028251,0.000466373144476993,0.000417114681225019,0.000304917273499215,0.000330961516113054,"v_253",33,2.41318564637178e-05,10107.3678333042
"116090",3.10694366400979e-06,3.58694209599374e-06,0,3.76991964954827e-06,3.85971232277488e-06,5.30245419673784e-06,"v_4360",31,2.87513297490009e-05,10092.2055643644
"187272",0.000252106285879651,0.000223107798370811,0.000329840716673583,0.000309402691237926,0.000212284177752618,0.000164817951281935,"v_2174",160,2.66077747917942e-05,10079.5044075019
"2642922",0.000269860249673993,0.000284803202421903,0.000398782833683226,0.000410651961825794,0.000310063556596248,0.000347310749886329,"v_3571",189,2.51452136085896e-05,10066.4982201172
"60137",1.6422416509766e-05,1.57825452223725e-05,1.21662559428781e-05,1.99267181476123e-05,1.80119908396161e-05,1.36980066749061e-05,"v_518",17,3.16957210776545e-05,10061.5875542676
"42879",1.33154728457562e-06,1.4347768383975e-06,0,1.07711989987093e-06,1.28657077425829e-06,0,"v_5383",8,2.28513973629487e-05,10059.159558131
"342108",0.000280068778855739,0.000245346839365972,0.000347414197479963,0.000324213089861151,0.000258600725625917,0.000227563659276666,"v_626",161,2.61014825642096e-05,10058.6937533982
"53409",5.23741931933078e-05,5.88258503742974e-05,5.00168299873876e-05,4.73932755943211e-05,3.73105524534905e-05,2.73960133498122e-05,"v_1586",76,3.15179021684317e-05,10056.5142267505
"337243",6.61335151339226e-05,7.89127261118624e-05,4.59614113397616e-05,0.000101249270587868,6.04688263901397e-05,0.00010693282630088,"v_5218",32,2.96498354434133e-05,10035.7098858517
"2742145",0.000252993984069368,0.000265433715103537,0.000325785298025957,0.000298900772214184,0.000245735017883334,0.000269983292850568,"v_180",30,2.51098556183302e-05,10034.2973359122
"200451",7.27912515568007e-05,9.11083292382411e-05,8.51637916001465e-05,6.75892737169011e-05,5.274940174459e-05,5.83269961641163e-05,"v_1569",44,3.07540902940091e-05,10030.7075465678
"2712223",0.000676426020564416,0.000819257574724971,0.000873266815455471,0.00110404789736771,0.000845276998687698,0.00114002765229864,"v_3531",20,2.04202487186294e-05,10030.2524355297
"1985873",0.00014913329587247,7.89127261118624e-05,8.38119853842712e-05,8.10532724652878e-05,0.000270179862594241,6.27457079947311e-05,"v_1173",33,2.8137310073157e-05,10010.2790405232
"1441095",2.04170583634929e-05,1.50651568031737e-05,1.35180621587534e-05,1.91188782227091e-05,2.05851323881327e-05,3.88846641094108e-05,"v_3822",24,3.12548835755587e-05,10005.0356782699
"1136497",4.48287585807126e-05,4.59128588287199e-05,7.16457294413931e-05,6.78585536918688e-05,6.94748218099478e-05,4.19777623908412e-05,"v_3156",63,3.14970550253551e-05,10004.1683163362
"2745199",5.54811368573176e-05,4.59128588287199e-05,5.27204424191383e-05,6.48964739672238e-05,4.63165478732985e-05,4.50708606722717e-05,"v_2307",39,3.15925820617319e-05,10000.5218621027
"545619",0.000198844394496626,0.000184368823734078,0.000213585382108304,0.000232927178347089,0.000200705040784294,0.00024656412014831,"v_3115",54,2.60105082453311e-05,9999.66909124382
"2108365",2.66309456915124e-06,4.30433051519249e-06,4.05541864762603e-06,5.11631952438694e-06,3.85971232277488e-06,5.30245419673784e-06,"v_5128",42,3.12480469970627e-05,9998.81733523203
"2737173",3.10694366400979e-05,4.01737514751299e-05,3.10915429651329e-05,6.48964739672238e-05,4.50299770990402e-05,4.94895725028865e-05,"v_3684",33,3.12548835755587e-05,9996.11330503085
"114277",1.6422416509766e-05,1.07608262879812e-05,3.10915429651329e-05,2.18116779723864e-05,2.44448447109075e-05,1.41398778579676e-05,"v_762",44,3.27879602609922e-05,9995.37133777731
"391905",0.000251662436784793,0.0002295642941436,0.000324433491810082,0.000340639168334183,0.000272753004142758,0.000243912893049941,"v_277",166,2.60443796228774e-05,9995.00788123164
"2795387",0.00120682568892037,0.000641345246763682,0.000852989722217341,0.000625268101875077,0.000389830944600262,0.000248773476063617,"v_1331",38,2.07593780490336e-05,9979.8791688281
"2662448",1.46470201303318e-05,2.43912062527575e-05,2.16288994540055e-05,1.50796785981931e-05,1.67254200653578e-05,9.72116602735271e-06,"v_2632",19,3.27182305980893e-05,9979.27721259559
"2699395",0.000337325312092491,0.000307042243417064,0.000402838252330852,0.000348179007633279,0.000387257803051746,0.000333170872028361,"v_280",123,2.49289524854166e-05,9976.62736392641
"1778678",1.19839255611806e-05,1.36303799647762e-05,2.02770932381301e-05,2.28887978722573e-05,1.67254200653578e-05,3.09309828143041e-05,"v_3966",33,3.27611060149391e-05,9972.4562842944
"47490",1.77539637943416e-06,0,4.05541864762603e-06,1.6156798498064e-06,2.57314154851658e-06,1.32561354918446e-06,"v_4471",25,2.62185050208437e-05,9970.4236713928
"1232575",8.87698189717082e-07,2.869553676795e-06,0,2.15423979974187e-06,0,2.65122709836892e-06,"v_2956",34,2.73448181569593e-05,9968.53120007873
"311182",0.000181090430702285,0.000154238510127731,0.000205474544813052,0.000186341742677672,0.000140236214394154,0.000135212582016815,"v_1166",163,2.82997509621915e-05,9958.43943369989
"1318743",2.66309456915124e-06,4.30433051519249e-06,1.35180621587534e-06,1.88495982477413e-06,0,2.20935591530743e-06,"v_319",37,2.83093647378553e-05,9952.98887939056
"433659",0.0012525421456908,0.0017776885027745,0.00147887600016762,0.00213215884179451,0.00092633095746597,0.00182713734195925,"v_3528",8,1.85377428444313e-05,9943.72057122751
"1604",2.66309456915124e-06,2.15216525759625e-06,2.70361243175068e-06,4.30847959948374e-06,0,1.76748473224595e-06,"v_4088",37,2.86229498812148e-05,9940.90598523946
"487184",0.00012782853931926,0.000170021055350103,0.000116255334565279,0.000108250549937029,9.2633095746597e-05,7.29087452051453e-05,"v_1616",40,2.86188541010818e-05,9917.28040577333
"2560592",8.87698189717082e-07,0,1.35180621587534e-06,5.38559949935467e-07,0,0,"v_5699",34,2.19014871109748e-05,9915.64209530113
"1173288",5.77003823316103e-06,5.73910735358999e-06,1.35180621587534e-06,2.96207972464507e-06,3.85971232277488e-06,4.41871183061487e-06,"v_1520",22,2.89712315670539e-05,9912.45268992407
"86170",4.88234004344395e-06,7.89127261118624e-06,9.46264351112739e-06,1.75031983729027e-05,1.67254200653578e-05,1.23723931257216e-05,"v_4443",38,3.20934561442922e-05,9883.14373761691
"1798205",9.36521590151521e-05,8.46518334654524e-05,8.38119853842712e-05,9.10166315390939e-05,9.00599541980804e-05,7.95368129510676e-05,"v_307",9,2.77762346536304e-05,9877.11947815292
"2751",1.33154728457562e-06,5.73910735358999e-06,4.05541864762603e-06,4.30847959948374e-06,1.28657077425829e-06,9.72116602735271e-06,"v_4266",33,3.05567438733729e-05,9875.24169943779
"2283160",1.95293601737758e-05,2.36738178335587e-05,8.11083729525205e-06,1.91188782227091e-05,1.54388492910995e-05,5.83269961641163e-05,"v_3889",34,3.17520797612244e-05,9852.94824041877
"163003",2.2192454742927e-06,7.17388419198749e-07,6.75903107937671e-06,4.57775957445147e-06,3.85971232277488e-06,4.41871183061487e-06,"v_5333",44,3.03785163132633e-05,9851.94175704275
"416419",0,0,0,1.07711989987093e-06,0,2.20935591530743e-06,"v_5507",26,2.29605308474732e-05,9850.14570297894
"402297",0.000284507269804325,0.000357976821180176,0.000300100979924326,0.000445389078596631,0.000281758999562566,0.000383544186897371,"v_3540",39,2.31862551879246e-05,9847.73760477652
"370038",0.000233464623895592,0.000243194674108376,0.000302804592356077,0.00031478829073728,0.000208424465429843,0.000205470100123591,"v_2791",123,2.64669295715004e-05,9844.86010560473
"863372",0.000232133076611017,0.000153521121708532,0.000162216745905041,0.000134639987483867,0.000101639091166405,0.000114886507595987,"v_824",43,2.67995926461918e-05,9840.92432041202
"2325",1.33154728457562e-06,7.17388419198749e-07,0,2.15423979974187e-06,1.28657077425829e-06,4.86058301367635e-06,"v_4453",22,2.66120233121324e-05,9839.85870343598
"762641",3.55079275886833e-06,2.869553676795e-06,9.46264351112739e-06,5.38559949935467e-06,3.85971232277488e-06,6.18619656286082e-06,"v_4931",39,3.09185913489781e-05,9838.63581584676
"2479393",4.43849094858541e-06,7.17388419198749e-06,0,0,2.57314154851658e-06,4.41871183061487e-07,"v_1545",6,2.56620817080682e-05,9823.60608086664
"1740163",0.000168218806951387,0.000145629849097346,0.000229807056698808,0.000199267181476123,0.000223863314720943,0.000168794791929488,"v_962",110,2.7359781121751e-05,9822.44937256046
"279113",0.000204170583634929,0.000164999336415712,0.000198715513733675,0.000184726062827865,0.000140236214394154,0.000134770710833753,"v_828",49,2.63234094079865e-05,9804.14012816111
"641148",2.130475655321e-05,1.93694873183662e-05,1.48698683746288e-05,1.56182385481285e-05,1.67254200653578e-05,1.36980066749061e-05,"v_1243",12,3.18694626808592e-05,9798.90035846509
