"","oAVVM2CHIPOOB051360.extra.kraken2.report","X3xfYM2CHIPOOA051365.extra.kraken2.report","jYxWM2CHIPOOB051110.extra.kraken2.report","hoQoM2CHIPOOA051115.extra.kraken2.report","j1iWM2CHIPOOBXX1561.extra.kraken2.report","eBCjM2CHIPOOBXX1180.extra.kraken2.report","nodos","degrees","closeness","betweenness"
"1358",1.77539637943416e-06,8.60866103038499e-06,6.75903107937671e-06,5.6548794743224e-06,3.85971232277488e-06,5.74432537979933e-06,"v_4234",29,3.1008713448479e-05,9796.87812444557
"1850250",0.000229026132947007,0.000186520988991675,0.000283879305333822,0.000260932295743734,0.000178833337621903,0.000219609977981559,"v_500",62,2.66276128345094e-05,9791.34038407974
"39831",8.87698189717082e-07,7.17388419198749e-07,0,1.07711989987093e-06,1.28657077425829e-06,4.41871183061487e-07,"v_1791",18,2.25968274054323e-05,9786.80300026283
"580332",0.000267197155104842,0.000180781881638085,0.000218992606971805,0.000187957422527478,0.000167254200653578,0.00017542285967541,"v_1188",112,2.7411529289219e-05,9775.6909046324
"2601575",3.10694366400979e-06,2.869553676795e-06,2.70361243175068e-06,1.34639987483867e-06,2.57314154851658e-06,1.76748473224595e-06,"v_776",12,2.64368423835457e-05,9775.31841590477
"2732590",4.43849094858541e-07,0,1.35180621587534e-06,2.69279974967734e-07,0,1.32561354918446e-06,"v_6159",29,2.20755425064571e-05,9769.35357690554
"216932",1.33154728457562e-06,7.17388419198749e-07,0,2.15423979974187e-06,0,4.41871183061487e-07,"v_4735",33,2.40905805829921e-05,9762.94467285234
"453230",0.000280068778855739,0.00025825983091155,0.000312267235867204,0.000335522848809796,0.000190412474590227,0.000240377923585449,"v_2861",153,2.61869222510278e-05,9760.1537204645
"39777",2.2192454742927e-06,1.4347768383975e-06,2.70361243175068e-06,1.34639987483867e-06,1.28657077425829e-06,1.32561354918446e-06,"v_4501",27,2.71429346940991e-05,9747.96720542795
"356322",8.43313280231228e-06,8.60866103038499e-06,9.46264351112739e-06,5.38559949935467e-06,3.85971232277488e-06,1.14886507595987e-05,"v_4434",42,3.21750321750322e-05,9746.60019519901
"33010",9.32083099202936e-05,9.61300481726323e-05,0.000124366171860531,0.000156182385481285,0.000140236214394154,0.000101630372104142,"v_3574",98,2.89184499710816e-05,9744.37057081395
"207721",3.99464185372687e-06,2.15216525759625e-06,1.35180621587534e-06,2.69279974967734e-06,0,2.65122709836892e-06,"v_1385",21,2.91723795910032e-05,9733.87344544015
"1219035",0.000125165444750109,9.54126597534336e-05,0.000128421590508157,0.00012117598873548,0.000144095926716929,7.90949417680061e-05,"v_208",24,2.56792152431822e-05,9731.93001694829
"2126321",7.36789497465178e-05,7.38910071774711e-05,8.51637916001465e-05,8.96702316642553e-05,9.39196665208553e-05,7.95368129510676e-05,"v_1995",83,3.04080763850879e-05,9730.75264940378
"1461582",8.43313280231228e-06,3.58694209599374e-06,1.89252870222548e-05,9.15551914890294e-06,6.43285387129146e-06,1.85585896885824e-05,"v_4054",15,3.17621649091602e-05,9717.74642294951
"2382165",0.000237459265749319,0.000251803335138761,0.00033659974775296,0.00036945212565573,0.000265033579497208,0.0003269846754655,"v_3429",186,2.56614231825297e-05,9704.76874104479
"2138",0,7.17388419198749e-07,0,1.07711989987093e-06,0,2.65122709836892e-06,"v_4728",26,2.40934827129262e-05,9695.92234847604
"2259883",3.10694366400979e-06,2.15216525759625e-06,0,2.4235197747096e-06,0,0,"v_6094",16,2.61540473388257e-05,9692.22072177998
"2629175",0.000423875885589907,0.000392411465301716,0.000456910500965866,0.000404189242426568,0.000347374109049739,0.000343775780421837,"v_98",25,2.05723219979839e-05,9673.70782821069
"488538",2.2192454742927e-05,1.00434378687825e-05,4.32577989080109e-05,2.12731180224509e-05,1.92985616138744e-05,2.12098167869514e-05,"v_734",50,3.32723340542339e-05,9670.48126472258
"2683265",0.00293650561158411,0.0012066473210923,0.00100033659974775,0.000954597511260615,0.000995805779275918,0.00079934497015823,"v_451",9,1.86001525212507e-05,9669.7490880334
"47466",2.66309456915124e-06,2.869553676795e-06,5.40722486350137e-06,4.57775957445147e-06,2.57314154851658e-06,7.95368129510676e-06,"v_5064",56,3.13479623824451e-05,9661.96646992133
"47872",0.0013435312101368,0.000672910337208426,0.000727271744140934,0.000774718487982169,0.00272495689987906,0.000535547873870522,"v_3589",27,2.00702458605118e-05,9656.48517382478
"2590015",7.54543461259519e-06,2.869553676795e-06,5.40722486350137e-06,5.11631952438694e-06,2.57314154851658e-06,2.20935591530743e-06,"v_2412",28,3.07314074984634e-05,9655.18569288227
"1292359",2.35240020275027e-05,1.93694873183662e-05,2.29807056698808e-05,3.15057570712248e-05,2.05851323881327e-05,2.82797557159352e-05,"v_3516",41,3.35176805765041e-05,9652.47228472331
"296591",0.000645356583924318,0.000397433184236107,0.000439337020159486,0.000337946368584506,0.00024830815943185,0.000223144947446051,"v_898",46,2.3445009729679e-05,9652.3337031487
"1590",1.0652378276605e-05,1.50651568031737e-05,8.11083729525205e-06,7.80911927406427e-06,1.28657077425829e-05,8.83742366122974e-06,"v_4120",16,3.00670495204306e-05,9635.60429725125
"1758179",3.99464185372687e-06,1.4347768383975e-06,4.05541864762603e-06,6.19343942425787e-06,3.85971232277488e-06,4.86058301367635e-06,"v_2337",27,3.0993336432667e-05,9635.08666162683
"2646595",0.000223699943808705,0.000236738178335587,0.000285231111549697,0.000307517731413152,0.000250881300980367,0.000360125014195112,"v_3077",120,2.54608412261941e-05,9625.74696263814
"1408191",1.59785674149075e-05,1.50651568031737e-05,9.46264351112739e-06,2.28887978722573e-05,2.83045570336824e-05,1.5465491407152e-05,"v_3480",9,2.96621481327678e-05,9621.75817544593
"1607",3.99464185372687e-06,2.869553676795e-06,2.70361243175068e-06,3.50063967458054e-06,0,5.30245419673784e-06,"v_4155",30,2.9930262488402e-05,9618.97640352638
"2635841",0.0004624907568426,0.000439759100968833,0.000654274208483665,0.000712784093739591,0.000582816560739006,0.000618619656286082,"v_3672",137,2.30033124769967e-05,9616.23873837837
"2069256",7.10158551773665e-06,1.07608262879812e-05,1.35180621587534e-06,3.76991964954827e-06,3.85971232277488e-06,3.53496946449189e-06,"v_1492",11,2.87827763866103e-05,9611.63916711186
"935546",2.52993984069368e-05,2.15216525759625e-05,1.75734808063794e-05,1.93881581976768e-05,2.05851323881327e-05,1.7232976139398e-05,"v_159",11,2.94915654122921e-05,9596.44782202262
"2752533",1.77539637943416e-06,0,0,5.38559949935467e-07,0,4.41871183061487e-07,"v_5829",32,2.17670490411615e-05,9593.88167610634
"29303",0.000409672714554433,0.000516519661823099,0.000535315261486635,0.000659197378721012,0.000658724236420245,0.000650434381466509,"v_3213",120,2.28660279422861e-05,9592.668063508
"2294034",0.000450506831281419,0.000319955234962642,0.000471780369340494,0.000451582518020889,0.000692175076550961,0.000369846180222464,"v_3602",82,2.34835497733837e-05,9586.79001266443
"227086",3.55079275886833e-06,5.02171893439124e-06,1.35180621587534e-06,8.07839924903201e-07,1.28657077425829e-06,7.51181011204528e-06,"v_5209",10,2.85795941697628e-05,9584.14596053879
"1775",0.000162892617813085,0.000152803733289334,0.000187901064006673,0.000219732459573671,0.000160821346782286,0.000264680838653831,"v_3368",43,2.67151100662535e-05,9579.02420455399
"1406",3.72833239681174e-05,4.23259167327262e-05,4.32577989080109e-05,4.33540759698051e-05,5.274940174459e-05,8.83742366122974e-05,"v_3946",8,2.78419689840466e-05,9571.23074824267
"1408429",0,7.17388419198749e-07,0,5.38559949935467e-07,0,8.83742366122974e-07,"v_6476",36,2.10198848110312e-05,9562.30598355101
"666509",2.48555493120783e-05,1.4347768383975e-05,2.83879305333822e-05,2.55815976219347e-05,2.95911278079407e-05,1.98842032377669e-05,"v_606",32,3.18704783758804e-05,9557.92727963572
"2006110",0.000517528044605059,0.000303455301321071,0.000337951553968835,0.000320443170211603,0.000281758999562566,0.000206353842489714,"v_1339",6,1.87768744014871e-05,9536.58574724747
"1208320",1.77539637943416e-06,1.4347768383975e-06,2.70361243175068e-06,1.34639987483867e-06,0,4.41871183061487e-07,"v_6145",29,2.54148982133327e-05,9532.55809953327
"1354",4.88234004344395e-06,7.17388419198749e-07,4.05541864762603e-06,4.039199624516e-06,1.28657077425829e-06,6.18619656286082e-06,"v_4248",30,2.98267068332985e-05,9531.76441846813
"44008",4.43849094858541e-06,2.869553676795e-06,0,2.96207972464507e-06,6.43285387129146e-06,7.95368129510676e-06,"v_4250",38,2.91180153160761e-05,9525.16347017214
"1573711",1.95293601737758e-05,2.0086875737565e-05,1.35180621587534e-05,1.99267181476123e-05,1.67254200653578e-05,1.32561354918446e-05,"v_1480",28,3.25817802684739e-05,9523.94497359016
"2729175",0.000185972770745729,0.000184368823734078,0.000221696219403556,0.000264163655443347,0.000254741013303142,0.000247889733697494,"v_3111",26,2.42830431509677e-05,9523.55507169772
"1351",3.55079275886833e-06,2.869553676795e-06,2.70361243175068e-06,8.88623917393521e-06,6.43285387129146e-06,1.32561354918446e-05,"v_4246",32,3.04478884389368e-05,9523.28341205259
"1828",0.000171769599710255,0.000174325385865296,0.000228455250482933,0.000251507496619863,0.000208424465429843,0.000228447401642789,"v_3407",43,2.54375254375254e-05,9511.17333623685
"35303",4.43849094858541e-07,7.17388419198749e-07,0,8.07839924903201e-07,0,8.83742366122974e-07,"v_6016",39,2.27722997745542e-05,9503.76279581733
"831",4.43849094858541e-06,3.58694209599374e-06,5.40722486350137e-06,8.61695919896747e-06,1.15791369683246e-05,8.83742366122974e-06,"v_4402",16,2.98071477540314e-05,9493.2531120558
"33945",9.7646800868879e-06,7.17388419198749e-06,6.75903107937671e-06,7.53983929909654e-06,5.14628309703317e-06,8.83742366122974e-06,"v_4243",49,3.2797638570023e-05,9491.87924711523
"29314",0.000132710879362704,0.000125542973359781,0.000175734808063794,0.000205460620900381,0.000137663072845637,0.000188237123984193,"v_3397",53,2.70467638547048e-05,9489.37293921657
"1785996",8.87698189717082e-07,1.4347768383975e-06,1.35180621587534e-06,1.34639987483867e-06,1.28657077425829e-06,1.76748473224595e-06,"v_5166",15,2.52780586450961e-05,9485.5330655356
"1785128",1.33154728457562e-06,7.17388419198749e-07,4.05541864762603e-06,1.34639987483867e-06,1.28657077425829e-06,8.83742366122974e-07,"v_1692",14,2.68103702512132e-05,9482.66037632938
"2562282",5.19303440984493e-05,4.23259167327262e-05,4.59614113397616e-05,5.14324752188371e-05,3.98836940020071e-05,3.53496946449189e-05,"v_2214",40,3.2126449706043e-05,9478.87706632396
"1138189",0.000158454126864499,0.000152803733289334,0.000162216745905041,0.000171262064079479,0.000177546766847644,0.00014846871750866,"v_79",24,2.56291967809729e-05,9475.35410876785
"1404768",0.000163336466907943,0.000175760162703693,0.000264954018311567,0.000203575661075607,0.000311350127370507,0.000351729461716943,"v_40",21,2.38112246112818e-05,9463.21630914629
"109790",1.33154728457562e-06,2.15216525759625e-06,1.35180621587534e-06,1.34639987483867e-06,2.57314154851658e-06,5.74432537979933e-06,"v_4084",15,2.64816482177851e-05,9460.41440054916
"29498",4.43849094858541e-06,3.58694209599374e-06,2.70361243175068e-06,5.11631952438694e-06,1.28657077425829e-06,6.6280677459223e-06,"v_2580",33,3.05026842362128e-05,9456.58794117844
"381751",5.32618913830249e-06,9.32604944958374e-06,4.05541864762603e-06,5.38559949935467e-06,1.28657077425829e-06,2.65122709836892e-06,"v_5131",29,3.07427447122479e-05,9454.32430057189
"642780",0.000539276650253127,0.000645649577278874,0.000667792270642419,0.000882430477969263,0.000649718241000437,0.000828066597057226,"v_3548",33,2.1323780279768e-05,9450.23723730984
"53635",0.000214379112816675,0.000243912062527575,0.000328488910457708,0.000403381402501665,0.000302344131950699,0.000287658140173028,"v_3772",174,2.5756600128783e-05,9445.91487186753
"150026",0.00027074794786371,0.00026399893826514,0.000314970848298955,0.000368375005755859,0.000446440058667627,0.000364985597208788,"v_3015",93,2.45760629147211e-05,9441.40207089788
"1302235",6.65773642287811e-06,4.30433051519249e-06,1.35180621587534e-05,6.4627193992256e-06,2.57314154851658e-06,3.53496946449189e-06,"v_3703",50,3.18228105906314e-05,9440.4370314025
"1792508",0.000201507489065778,0.000199433980537252,0.000225751638051182,0.000232388618397154,0.00021099760697836,0.000176306602041533,"v_529",112,2.72918315548156e-05,9436.41791265635
"634500",3.99464185372687e-06,5.02171893439124e-06,5.40722486350137e-06,4.8470395494192e-06,3.85971232277488e-06,6.18619656286082e-06,"v_2035",50,3.16776482513938e-05,9436.11877928059
"103855",0.000240566209413329,0.000199433980537252,0.00027576846803857,0.000237774217896509,0.00021099760697836,0.000215191266150944,"v_1101",118,2.66858805006271e-05,9430.1983565206
"56458",0.00041056041274415,0.000220955633113215,0.000264954018311567,0.000266317895243088,0.000245735017883334,0.000186027768068886,"v_1357",73,2.41954996370675e-05,9425.94438518431
"2746060",1.24277746560391e-05,1.00434378687825e-05,8.11083729525205e-06,5.38559949935467e-06,5.14628309703317e-06,9.27929484429122e-06,"v_2633",23,3.20965464116061e-05,9419.47782169843
"1547283",1.81978128892002e-05,2.0086875737565e-05,5.40722486350137e-06,2.50430376719992e-05,1.02925661940663e-05,5.52338978826858e-05,"v_3816",34,3.19509233816857e-05,9415.36462037295
"2773308",0.000131379332078128,0.000100434378687825,0.000123014365644656,0.000156720945431221,0.000122224223554538,0.000107374697483941,"v_2208",95,2.92226767971946e-05,9403.3936450887
"2489010",4.43849094858541e-06,4.30433051519249e-06,6.75903107937671e-06,1.05019190237416e-05,1.02925661940663e-05,7.95368129510676e-06,"v_1808",14,3.04006809752538e-05,9394.87565732891
"60520",2.66309456915124e-06,1.4347768383975e-06,2.70361243175068e-06,5.11631952438694e-06,2.57314154851658e-06,1.76748473224595e-06,"v_4122",24,2.86344243048993e-05,9381.87976040509
"2619674",7.10158551773665e-06,1.57825452223725e-05,1.62216745905041e-05,1.05019190237416e-05,3.85971232277488e-06,3.84427929263494e-05,"v_4600",37,3.31290376014577e-05,9380.73279881721
"2618968",0.000291608855322061,0.000325694342316232,0.000385264771524472,0.000413075481600503,0.00036924581221213,0.000342008295689591,"v_3718",152,2.49159088077738e-05,9376.9885021696
"1659194",1.33154728457562e-05,1.29129915455775e-05,1.35180621587534e-05,1.15790389236125e-05,1.28657077425829e-06,6.6280677459223e-06,"v_1506",58,3.29207268896497e-05,9370.34163585276
"2622553",2.39678511223612e-05,3.01303136063475e-05,2.16288994540055e-05,2.90822372965152e-05,3.0877698582199e-05,2.25354303361358e-05,"v_4577",17,3.11584719885337e-05,9349.76263237311
"182210",0.000131379332078128,0.000126977750198179,0.00011895894699703,0.000146757586357415,9.2633095746597e-05,0.000117979605877417,"v_2806",69,2.95246530853262e-05,9349.67174997825
"1463158",0.000525517328312512,0.000293411863452288,0.000351469616127589,0.000341716288234054,0.000317782981241798,0.000200609517109915,"v_1396",88,2.29147571035747e-05,9346.44806241644
"1884914",1.77539637943416e-06,7.17388419198749e-07,5.40722486350137e-06,4.8470395494192e-06,5.14628309703317e-06,6.18619656286082e-06,"v_3756",23,2.97106185750787e-05,9339.96639476407
"552",0,0,1.89252870222548e-05,0,1.92985616138744e-05,1.10467795765372e-05,"v_6602",5,2.65590141293955e-05,9339.83230403527
"1195070",4.43849094858541e-07,0,0,1.07711989987093e-06,1.28657077425829e-06,1.32561354918446e-06,"v_5559",26,2.31379717253986e-05,9336.20597108169
"83263",4.88234004344395e-05,3.94563630559312e-05,5.1368636203263e-05,5.30481550686435e-05,5.14628309703317e-05,4.19777623908412e-05,"v_171",13,2.79142474318892e-05,9333.9377134033
"588898",3.32886821143906e-05,3.58694209599374e-05,4.19059926921356e-05,6.19343942425787e-05,3.47374109049739e-05,4.02102776585953e-05,"v_5267",21,3.14109812790552e-05,9326.13587589263
"2649176",0.000258320173207671,0.000233151236239593,0.000286582917765572,0.000334445728909925,0.000223863314720943,0.000298263048566504,"v_3114",80,2.58438000723626e-05,9316.91519972004
"176102",1.33154728457562e-06,1.4347768383975e-06,0,0,0,0,"v_2499",15,2.25682690137666e-05,9308.28158400864
"379684",0.000242785454887622,0.000232433847820395,0.000269009436959193,0.000244506217270702,0.000186552762267452,0.000199283903560731,"v_69",65,2.48818113958696e-05,9301.2413896623
"2072414",0.000119839255611806,6.81518998238811e-05,7.84047605207698e-05,8.61695919896747e-05,5.78956848416231e-05,6.09782232624852e-05,"v_1297",34,2.68665538271406e-05,9301.13892530385
"1806508",0.000504212571759302,0.000560997743813422,0.000506927330953253,0.000602648583977788,0.000358953246018063,0.000530687290856846,"v_4655",52,2.3099489501282e-05,9300.64264098048
"2734291",4.43849094858541e-07,7.17388419198749e-07,1.35180621587534e-06,5.38559949935467e-07,0,1.32561354918446e-06,"v_6278",22,2.32358203406371e-05,9299.36489377288
"368607",6.83527606082153e-05,4.87824125055149e-05,6.08312797143904e-05,7.02820734665784e-05,5.91822556158814e-05,5.39082843335014e-05,"v_813",25,2.88591959827999e-05,9299.12744760664
"34061",3.99464185372687e-06,5.73910735358999e-06,4.05541864762603e-06,4.57775957445147e-06,1.02925661940663e-05,4.86058301367635e-06,"v_1740",17,2.89939112786315e-05,9298.13466989181
"51669",3.10694366400979e-06,2.15216525759625e-06,4.05541864762603e-06,5.11631952438694e-06,6.43285387129146e-06,4.41871183061487e-06,"v_4262",14,2.89636795458495e-05,9287.40347466869
"2490858",5.72565332367518e-05,6.02606272126949e-05,0.000105440884838277,0.000101249270587868,0.000126083935877313,6.00944808963622e-05,"v_3999",63,3.03416469445962e-05,9281.78262788524
"1007",8.43313280231228e-06,9.32604944958374e-06,8.11083729525205e-06,5.6548794743224e-06,1.54388492910995e-05,4.41871183061487e-06,"v_4994",13,2.89729103288425e-05,9281.75042036954
"342950",3.55079275886833e-06,7.17388419198749e-07,0,5.11631952438694e-06,2.57314154851658e-06,2.20935591530743e-06,"v_2460",11,2.74288222063745e-05,9281.54375227967
"1267021",8.87698189717082e-07,2.15216525759625e-06,1.35180621587534e-06,3.2313596996128e-06,3.85971232277488e-06,8.83742366122974e-07,"v_2771",15,2.59000259000259e-05,9275.4362637247
"2339259",1.33154728457562e-06,7.17388419198749e-07,1.35180621587534e-06,2.69279974967734e-06,1.28657077425829e-06,1.32561354918446e-06,"v_1993",20,2.57155347545452e-05,9272.73722858117
"589873",3.55079275886833e-06,1.4347768383975e-06,0,2.4235197747096e-06,2.57314154851658e-06,2.20935591530743e-06,"v_2388",9,2.6267402153927e-05,9266.32119221969
