"","cuu6M2TOMPOOB051315.extra.kraken2.report","OeS0M2TOMPOOA051355.extra.kraken2.report","XR8LM2TOMPOOB051125.extra.kraken2.report","TECcM2TOMPOOA051310.extra.kraken2.report","vcXtM2TOMPOOB050180.extra.kraken2.report","s9OmM2TOMPOOB051285.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report","AYtCM2TOMPOOA100360.extra.kraken2.report","cSObM2TOMPOOM080315.extra.kraken2.report","a50wM2TOMPOOB051350.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","nodos","degrees","closeness","betweenness"
"67258",9.00804222343548e-05,9.53324033127766e-05,9.10332271279017e-05,8.30431288507903e-05,6.0875751397755e-05,7.44453819048092e-05,7.04833395006255e-05,8.7124106236672e-05,6.36764560906722e-05,5.66452819749443e-05,5.55503402350684e-05,"v_3121",63,2.36552017788712e-05,3778.65405671283
"1929477",5.52232153697566e-05,6.42882617211801e-05,5.85815674573071e-05,5.75944280739352e-05,3.75997288044957e-05,5.27758341203107e-05,3.74442741097073e-05,4.49304945775507e-05,3.68249384620755e-05,3.82026320296136e-05,4.00479197043516e-05,"v_3125",30,2.45621791565348e-05,568.988018526613
"145458",6.54062196223359e-05,4.3266244580414e-05,4.38308130615823e-05,4.55397803375301e-05,3.61076760741586e-05,4.01935160518923e-05,4.62546915472855e-05,5.83868355931624e-05,3.49069729171757e-05,3.4250635612757e-05,3.70335601567122e-05,"v_3180",46,2.44804034370486e-05,2539.04823304174
"2714933",4.46485571074628e-05,2.90886051133857e-05,5.31027158246093e-05,3.08063219930351e-05,2.80505913303381e-05,3.80964630404892e-05,4.62546915472855e-05,4.53866417306223e-05,3.41397866992158e-05,2.54684213530758e-05,2.8851727098834e-05,"v_3197",31,2.45597661910259e-05,2132.65708569534
"85693",5.4831561360042e-05,3.9110729564216e-05,5.56314165781621e-05,4.10750959907135e-05,4.14790659033723e-05,5.2076816449843e-05,5.06599002660746e-05,5.08604075674813e-05,3.79757177890154e-05,3.95199641685658e-05,4.95216211397896e-05,"v_3393",40,2.47224900491978e-05,2438.6975173038
"38289",8.61638821372089e-05,6.67326823189436e-05,8.68187258719803e-05,6.60773283328869e-05,5.8786877575283e-05,8.14355586094861e-05,5.06599002660746e-05,7.38958387975961e-05,4.64147661865743e-05,5.70843926879284e-05,7.36364975209046e-05,"v_3491",81,2.3715789972964e-05,1687.35708728321
"169292",4.97400592337524e-05,4.42440128195194e-05,4.84667644430958e-05,3.75033485132601e-05,3.81965498966306e-05,4.33390955689969e-05,5.50651089848637e-05,5.13165547205529e-05,2.83858900645165e-05,3.4250635612757e-05,3.66029373641923e-05,"v_3496",39,2.44804034370486e-05,2153.15740582019
"43770",5.0131713243467e-05,3.86218454446633e-05,4.88882145686879e-05,4.33074381641218e-05,3.55108549820237e-05,5.38243606260123e-05,4.84572959066801e-05,4.56147153071581e-05,4.14280557698349e-05,4.56675141503427e-05,4.04785424968715e-05,"v_3499",33,2.47899055504599e-05,1689.58708672062
"39791",5.20899832920399e-05,4.8155085775941e-05,5.43670662013857e-05,4.55397803375301e-05,3.96886026269677e-05,6.25620815068584e-05,3.96468784691019e-05,5.72464677104834e-05,4.02772764428951e-05,4.30328498724383e-05,4.56460160071104e-05,"v_3501",40,2.42371361399937e-05,229.057982705886
"1683",4.50402111171774e-05,3.00663733524911e-05,3.96163118056609e-05,2.67881060809001e-05,2.6558538600001e-05,3.73974453700215e-05,3.74442741097073e-05,3.21583742915465e-05,2.57007383016569e-05,3.51288570387252e-05,2.66986131362344e-05,"v_3770",34,2.51597645046042e-05,3662.51469964318
"1603886",3.32905908257398e-05,2.8599720993833e-05,4.04592120568452e-05,4.06286275560318e-05,3.52124444359563e-05,3.73974453700215e-05,3.52416697503128e-05,4.33339795418002e-05,3.10710418273762e-05,3.11768606218686e-05,3.14354638539534e-05,"v_3771",27,2.50966219946795e-05,3247.59776070633
"1401",5.32649453211837e-05,8.55547209217226e-05,0.000163944098855341,8.57219394588803e-05,5.75932353910133e-05,8.14355586094861e-05,2.422864795334e-05,4.08251701999065e-05,3.06874487183962e-05,9.57261354305261e-05,3.10048410614335e-05,"v_3972",35,2.4128945082521e-05,2888.33246417748
"714067",6.38396035834775e-05,4.98661801943754e-05,6.65891198435577e-05,0.000167425663005625,0.000172182885080905,4.50866397451661e-05,3.52416697503128e-05,4.94919661082665e-05,3.45233798081958e-05,6.45492748086575e-05,2.79904815137941e-05,"v_4000",54,2.41849666247461e-05,1307.14892313352
"1492710",4.50402111171774e-05,4.30218025206376e-05,5.56314165781621e-05,5.13438699883918e-05,4.08822448112374e-05,4.36886044042307e-05,5.50651089848637e-05,4.21936116591212e-05,3.83593108979953e-05,4.30328498724383e-05,2.79904815137941e-05,"v_4602",31,2.46341823914864e-05,1096.45801498976
"938406",1.48828523691543e-05,3.56885407273471e-05,1.39078541445405e-05,1.42869899098134e-05,1.43237062112365e-05,1.32813357388861e-05,8.81041743757819e-06,1.00352373675748e-05,9.97342083347878e-06,1.40515428154901e-05,1.03349470204778e-05,"v_4637",37,2.67622972755981e-05,4103.47403197692
"109266",7.83308019429172e-06,1.80887124234499e-05,8.85045263743489e-06,7.58996338958836e-06,7.75867419775309e-06,8.73772088084615e-06,4.4052087187891e-06,6.84220729607371e-06,3.45233798081958e-06,8.78221425968129e-06,5.59809630275883e-06,"v_4641",27,2.61260319782631e-05,2869.32473143522
"56956",5.32649453211837e-05,4.71773175368356e-05,5.39456160757936e-05,5.58085543352085e-05,3.75997288044957e-05,4.61351662508677e-05,3.96468784691019e-05,3.76321401284054e-05,3.75921246800354e-05,5.04977319931674e-05,3.48804461941127e-05,"v_4683",57,2.52838107759602e-05,3971.3010706883
"2527976",3.99487089908878e-05,4.42440128195194e-05,2.95015087914496e-05,5.26832752924368e-05,4.86409190089905e-05,4.82322192622707e-05,4.18494828284964e-05,3.76321401284054e-05,3.33726004812559e-05,3.46897463257411e-05,3.18660866464733e-05,"v_4854",42,2.52225893510228e-05,2490.89920962205
"2528019",4.77817891851795e-05,4.69328754770592e-05,4.00377619312531e-05,6.51843914635235e-05,4.95361506471928e-05,6.46591345182615e-05,6.38755264224419e-05,4.37901266948718e-05,3.49069729171757e-05,5.35715069840559e-05,3.61723145716724e-05,"v_4865",48,2.49893795137067e-05,3091.11644676243
"1679444",5.91397554669025e-05,5.67105578681132e-05,5.14169153222408e-05,6.02732386820252e-05,6.86344255955081e-05,6.53581521887292e-05,6.60781307818364e-05,5.70183941339476e-05,4.9099917949434e-05,5.22541748451037e-05,5.16747351023892e-05,"v_4889",27,2.47457375467076e-05,4242.20962408657
"665571",3.72071309228857e-05,2.46886480374114e-05,3.41374601729631e-05,3.79498169479418e-05,3.49140338898889e-05,2.86597244891754e-05,2.422864795334e-05,3.48952572099759e-05,2.14812141028774e-05,3.55679677517092e-05,3.01435954763937e-05,"v_5109",32,2.61513114882711e-05,3551.66057513559
"1441386",2.66324726605919e-05,8.31103003239591e-06,1.64365548980934e-05,7.14349495490669e-06,7.46026365168566e-06,1.43298622445877e-05,0,5.70183941339476e-06,3.83593108979953e-06,1.71253178063785e-05,2.15311396259955e-06,"v_5194",38,2.63116350049992e-05,1413.73583684536
"660522",9.67385403995028e-05,8.75102573999334e-05,8.51329253696118e-05,6.56308598982052e-05,7.31105837865195e-05,8.91247529846307e-05,6.38755264224419e-05,8.5983738353993e-05,6.67452009625118e-05,6.05972783918009e-05,6.71771556331059e-05,"v_5270",47,2.38049895258046e-05,677.297190788721
"2257",4.85650972046087e-05,3.44663304284654e-05,3.3716010047371e-05,3.43780694704884e-05,4.29711186337094e-05,4.64846750861015e-05,3.08364610315237e-05,4.51585681540865e-05,3.37561935902359e-05,3.64461891776774e-05,3.40192006090729e-05,"v_5285",50,2.5706940874036e-05,3569.89549833271
"588898",4.81734431948941e-05,4.20440342815322e-05,3.87734115544766e-05,5.13438699883918e-05,4.11806553573049e-05,5.10282899441415e-05,4.62546915472855e-05,5.15446282970886e-05,3.41397866992158e-05,4.39110712984065e-05,2.8851727098834e-05,"v_5310",44,2.53170966353579e-05,1731.62107230552
"536044",3.52488608743127e-06,3.4221888368689e-06,4.63595138151351e-06,4.46468434681668e-06,3.58092655280912e-06,4.54361485804e-06,2.20260435939455e-06,3.19303007150107e-06,2.30155865387972e-06,3.51288570387252e-06,1.29186837755973e-06,"v_5355",29,2.56614231825297e-05,4327.85044897769
"92945",8.38139580789214e-05,8.06658797261956e-05,8.55543754952039e-05,8.12572551120636e-05,9.31040903730371e-05,9.19208236665015e-05,7.92937569382037e-05,8.32468554355635e-05,7.28826907061911e-05,0,0,"v_6326",87,2.38452917471445e-05,2082.197029214
